"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy",,"Scaled S2 CASPT2 Energy","S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
199.8214,-869.063964397,-869.005980175,23.4,59.8,16.5,42.3,-869.059794,-869.004916,-868.95821,-871.826903,-871.775845,-871.738177,25.8,60.2,89.5,13.2,45.2,32,68.9,0.3091,0.4067,0.5515,1.479906,0.500597,0.258492,-28.864,-14.144,-7.36,-21.504,-0.065,-0.069,-0.023
201.0108,-869.062207515,-869.005603215,24.5,60,17.3,42.4,-869.058266,-869.004586,-868.95719,-871.826099,-871.775861,-871.737474,26.7,60.4,90.1,13.7,45.2,31.5,69.3,0.3139,0.4034,0.5542,1.457389,0.51319,0.27735,-28.661,-14.158,-7.25150000000001,-21.4095,-0.068,-0.075,-0.016
202.2003,-869.060613212,-869.005360122,25.5,60.2,18,42.5,-869.057217,-869.004157,-868.956949,-871.825188,-871.775401,-871.736899,27.4,60.7,90.3,14.3,45.5,31.2,69.7,0.3268,0.3936,0.5581,1.438266,0.519975,0.290109,-28.438,-14.181,-7.12849999999999,-21.3095,-0.068,-0.078,-0.004
203.3897,-869.059310086,-869.005197994,26.3,60.3,18.6,42.6,-869.056789,-869.003668,-868.957511,-871.824261,-871.774517,-871.736534,27.6,61,89.9,14.8,46,31.2,69.9,0.3451,0.3795,0.5625,1.421814,0.52261,0.295291,-28.201,-14.218,-6.9915,-21.2095,-0.066,-0.08,0.013
204.5791,-869.058485064,-869.005106125,26.8,60.3,19,42.7,-869.056977,-869.003088,-868.958761,-871.823466,-871.773372,-871.736498,27.5,61.3,89.2,15.3,46.8,31.5,69.9,0.3667,0.3635,0.5669,1.406671,0.52279,0.292992,-27.96,-14.275,-6.8425,-21.1175,-0.062,-0.08,0.032
205.7685,-869.058188871,-869.004995046,27,60.4,19.1,42.7,-869.057781,-869.002474,-868.960567,-871.823092,-871.772289,-871.737002,27,61.7,88,15.6,47.4,31.8,69.6,0.3873,0.3485,0.5699,1.394204,0.522013,0.282989,-27.728,-14.356,-6.68600000000001,-21.042,-0.056,-0.077,0.051
206.9579,-869.058514237,-869.004836149,26.8,60.5,19,42.8,-869.058953,-869.00172,-868.96261,-871.823197,-871.771414,-871.738034,26.3,62.2,86.7,15.5,48,32.5,68.9,0.407,0.3364,0.5724,1.384095,0.520302,0.268111,-27.512,-14.464,-6.524,-20.988,-0.05,-0.073,0.068
208.1473,-869.059241629,-869.004486224,26.4,60.7,18.6,42.9,-869.060713,-869.001265,-868.965005,-871.82424,-871.771314,-871.739926,25.2,62.5,85.2,14.8,48.1,33.3,67.8,0.4236,0.3275,0.574,1.379048,0.517142,0.250542,-27.32,-14.595,-6.3625,-20.9575,-0.043,-0.068,0.081
209.3367,-869.060650436,-869.004345736,25.5,60.8,18,43,-869.062971,-869.001295,-868.967606,-871.826206,-871.772106,-871.742533,23.8,62.5,83.6,13.6,47.6,34,66.1,0.4354,0.3221,0.5753,1.381532,0.511384,0.232497,-27.152,-14.741,-6.20549999999999,-20.9465,-0.037,-0.062,0.088
210.5261,-869.062682986,-869.004587903,24.2,60.7,17.1,42.9,-869.065455,-869.001869,-868.970049,-871.828705,-871.773522,-871.74532,22.2,62.1,82.1,12,46.7,34.7,64.4,0.4408,0.3197,0.5758,1.395682,0.501718,0.214788,-27.005,-14.889,-6.05799999999999,-20.947,-0.032,-0.056,0.09
211.7156,-869.065065685,-869.005252393,22.7,60.3,16.1,42.6,-869.067673,-869.002679,-868.971886,-871.831046,-871.774939,-871.747551,20.8,61.6,80.9,10.6,45.8,35.2,63,0.4391,0.3198,0.5755,1.424381,0.486354,0.197178,-26.875,-15.028,-5.9235,-20.9515,-0.029,-0.051,0.084
212.905,-869.067316404,-869.006035784,21.3,59.8,15.1,42.2,-869.0694,-869.003658,-868.972963,-871.832818,-871.776068,-871.748849,19.7,61,80.2,9.5,45.1,35.6,62.2,0.4318,0.3228,0.5754,1.461587,0.467285,0.18288,-26.753,-15.154,-5.7995,-20.9535,-0.027,-0.046,0.073
214.0944,-869.069201984,-869.006885477,20.1,59.2,14.2,41.9,-869.070403,-869.004571,-868.972978,-871.833691,-871.776589,-871.748894,19.1,60.4,80.2,8.9,44.7,35.8,62.1,0.4181,0.3289,0.5736,1.503615,0.447191,0.172473,-26.637,-15.266,-5.6855,-20.9515,-0.028,-0.041,0.057
215.2838,-869.070487296,-869.007542173,19.3,58.8,13.7,41.6,-869.070366,-869.004942,-868.971737,-871.833385,-871.776215,-871.747573,19.1,60.2,81,9.1,45,35.9,63,0.4013,0.3385,0.5715,1.539472,0.430718,0.167719,-26.523,-15.366,-5.57849999999999,-20.9445,-0.029,-0.038,0.039
216.4732,-869.070818725,-869.007572373,19.1,58.8,13.5,41.6,-869.069407,-869.004714,-868.969473,-871.832201,-871.775201,-871.745316,19.7,60.3,82.4,9.9,45.6,35.7,64.4,0.3844,0.3506,0.5688,1.563159,0.419858,0.1686,-26.411,-15.456,-5.47750000000001,-20.9335,-0.031,-0.037,0.021
217.6626,-869.070276273,-869.006960524,19.4,59.2,13.7,41.8,-869.067977,-869.004136,-868.966714,-871.830756,-871.774081,-871.742856,20.6,60.7,84.2,10.8,46.3,35.5,65.9,0.3689,0.3641,0.5663,1.573873,0.414433,0.173489,-26.301,-15.538,-5.38149999999999,-20.9195,-0.034,-0.036,0.006
218.852,-869.069219212,-869.00600891,20.1,59.8,14.2,42.3,-869.066694,-869.003733,-868.964374,-871.829862,-871.773638,-871.741114,21.4,60.9,85.6,11.3,46.6,35.3,67,0.3587,0.3754,0.5656,1.570116,0.413237,0.181796,-26.196,-15.609,-5.29349999999999,-20.9025,-0.037,-0.036,-0.006
220.0415,-869.068253669,-869.005319622,20.7,60.2,14.6,42.6,-869.065682,-869.00352,-868.962587,-871.829544,-871.773807,-871.740159,22.1,61.1,86.8,11.5,46.5,35,67.6,0.3535,0.3833,0.5656,1.558272,0.413852,0.190098,-26.096,-15.665,-5.21550000000001,-20.8805,-0.039,-0.038,-0.011
221.2309,-869.067420888,-869.004933028,21.2,60.5,15,42.7,-869.064888,-869.003401,-868.96143,-871.82958,-871.774317,-871.739797,22.6,61.1,87.5,11.5,46.2,34.7,67.8,0.3539,0.3858,0.567,1.541298,0.414916,0.196673,-26.002,-15.701,-5.15050000000001,-20.8515,-0.04,-0.04,-0.011
222.4203,-869.06669378,-869.004763504,21.7,60.6,15.3,42.8,-869.064615,-869.003611,-868.961168,-871.829966,-871.775094,-871.740017,22.7,61,87.6,11.3,45.7,34.4,67.7,0.3578,0.3831,0.5683,1.523755,0.415673,0.199967,-25.914,-15.711,-5.10149999999999,-20.8125,-0.04,-0.042,-0.006
223.6097,-869.066386061,-869.005032815,21.9,60.4,15.5,42.7,-869.06463,-869.00386,-868.961587,-871.830238,-871.775629,-871.740421,22.7,60.9,87.4,11.1,45.3,34.2,67.4,0.3657,0.3758,0.5697,1.506313,0.417152,0.200342,-25.831,-15.692,-5.06949999999999,-20.7615,-0.039,-0.044,0.004
224.7991,-869.066249616,-869.005447303,22,60.1,15.5,42.5,-869.064723,-869.003974,-868.962304,-871.830093,-871.775605,-871.740622,22.7,60.8,86.9,11.2,45.4,34.2,67.3,0.3747,0.3666,0.5702,1.491145,0.420278,0.198268,-25.756,-15.641,-5.0575,-20.6985,-0.037,-0.046,0.017
225.9885,-869.066131265,-869.005768476,22,59.9,15.6,42.4,-869.064677,-869.003775,-868.963078,-871.829436,-871.774942,-871.740535,22.7,60.9,86.4,11.6,45.8,34.2,67.4,0.3841,0.3566,0.57,1.478439,0.425459,0.194751,-25.691,-15.554,-5.0685,-20.6225,-0.035,-0.048,0.031
227.1779,-869.065838616,-869.005794769,22.2,59.9,15.7,42.3,-869.064383,-869.003222,-868.963717,-871.828417,-871.773827,-871.740242,22.9,61.3,86,12.2,46.5,34.3,67.6,0.3927,0.3475,0.5693,1.468034,0.432544,0.190878,-25.644,-15.428,-5.108,-20.536,-0.034,-0.05,0.045
228.3673,-869.065289934,-869.005458162,22.6,60.1,16,42.5,-869.064123,-869.002667,-868.964456,-871.827628,-871.772915,-871.740252,23,61.6,85.6,12.7,47.1,34.4,67.5,0.4014,0.3396,0.5688,1.458634,0.440954,0.188263,-25.621,-15.261,-5.18000000000001,-20.441,-0.032,-0.051,0.056
229.5568,-869.064807466,-869.005104685,22.9,60.3,16.2,42.7,-869.064387,-869.002645,-868.965648,-871.827754,-871.772908,-871.741167,22.9,61.6,84.8,12.6,47.1,34.5,67,0.408,0.3344,0.5688,1.451585,0.450065,0.187083,-25.632,-15.055,-5.2885,-20.3435,-0.032,-0.052,0.064
230.7462,-869.064870432,-869.005247189,22.8,60.3,16.1,42.6,-869.065095,-869.003172,-868.967131,-871.828778,-871.773827,-871.742861,22.4,61.3,83.9,12,46.5,34.5,65.9,0.4113,0.3314,0.5685,1.449064,0.458819,0.186997,-25.684,-14.814,-5.435,-20.249,-0.032,-0.053,0.067
231.9356,-869.065443046,-869.00587726,22.5,59.9,15.9,42.3,-869.065733,-869.003802,-868.968362,-871.83006,-871.775071,-871.744623,22,60.9,83.1,11.2,45.7,34.5,64.8,0.4106,0.3309,0.5681,1.452102,0.466197,0.18797,-25.781,-14.549,-5.616,-20.165,-0.033,-0.054,0.066
233.125,-869.066035748,-869.006544704,22.1,59.4,15.6,42,-869.066303,-869.004581,-868.969256,-871.831391,-871.776419,-871.746186,21.7,60.4,82.6,10.4,44.9,34.5,63.8,0.4046,0.3331,0.5673,1.46378,0.471245,0.188507,-25.922,-14.27,-5.82599999999999,-20.096,-0.036,-0.054,0.059
234.3144,-869.066655424,-869.007267306,21.7,59,15.4,41.7,-869.066607,-869.005283,-868.969647,-871.832351,-871.777466,-871.747142,21.5,60,82.3,9.8,44.2,34.4,63.2,0.3941,0.3377,0.5662,1.481735,0.473951,0.189067,-26.106,-13.99,-6.05799999999999,-20.048,-0.039,-0.054,0.049
235.5038,-869.067117673,-869.007830177,21.4,58.6,15.1,41.4,-869.066533,-869.005694,-868.969397,-871.832606,-871.777841,-871.747212,21.5,59.7,82.5,9.6,44,34.4,63.2,0.3807,0.3445,0.5649,1.503063,0.474993,0.189492,-26.324,-13.717,-6.3035,-20.0205,-0.042,-0.054,0.037
236.6932,-869.06725683,-869.008032486,21.3,58.5,15.1,41.4,-869.065945,-869.005613,-868.968441,-871.832047,-871.777433,-871.74632,21.9,59.8,83.1,9.9,44.2,34.3,63.7,0.3661,0.3527,0.5636,1.523693,0.475374,0.191184,-26.566,-13.459,-6.5535,-20.0125,-0.045,-0.054,0.025
237.8827,-869.066943747,-869.007696548,21.5,58.7,15.2,41.5,-869.06476,-869.004856,-868.966789,-871.830671,-871.776213,-871.744541,22.6,60.2,84.1,10.8,45,34.2,64.9,0.3534,0.3611,0.5632,1.538341,0.47622,0.195214,-26.821,-13.22,-6.8005,-20.0205,-0.048,-0.054,0.015
239.0721,-869.066028597,-869.006697853,22.1,59.3,15.6,41.9,-869.063479,-869.003883,-868.965004,-871.829149,-871.774818,-871.742609,23.4,60.8,85.2,11.8,45.9,34.1,66.1,0.3451,0.3691,0.5638,1.546257,0.47776,0.200881,-27.077,-13.005,-7.036,-20.041,-0.05,-0.053,0.008
240.2615,-869.064951842,-869.00552893,22.8,60.1,16.1,42.5,-869.062423,-869.003033,-868.963542,-871.827992,-871.77377,-871.741066,24.1,61.4,86.2,12.5,46.5,34,67,0.3434,0.3751,0.5665,1.545258,0.480284,0.208817,-27.325,-12.821,-7.252,-20.073,-0.051,-0.053,0.006
241.4509,-869.06401509,-869.004574781,23.4,60.7,16.5,42.9,-869.061954,-869.002666,-868.96278,-871.82758,-871.773442,-871.740302,24.4,61.6,86.6,12.7,46.7,34,67.5,0.3478,0.3783,0.5709,1.536912,0.483085,0.217477,-27.555,-12.673,-7.441,-20.114,-0.051,-0.053,0.01
242.6403,-869.063573582,-869.004200796,23.7,60.9,16.7,43.1,-869.06201,-869.002697,-868.962616,-871.827751,-871.773664,-871.740187,24.4,61.6,86.7,12.6,46.6,34,67.6,0.3567,0.3789,0.5758,1.523556,0.48545,0.224877,-27.761,-12.57,-7.5955,-20.1655,-0.049,-0.053,0.018
243.8297,-869.063550334,-869.004319696,23.7,60.8,16.7,43,-869.06261,-869.003112,-868.963052,-871.828389,-871.774295,-871.740621,24,61.3,86.5,12.2,46.2,34,67.3,0.3677,0.3763,0.5799,1.508433,0.486436,0.22871,-27.931,-12.516,-7.70750000000001,-20.2235,-0.047,-0.053,0.029
245.0191,-869.064004161,-869.004882143,23.4,60.5,16.5,42.8,-869.063523,-869.003765,-868.963833,-871.829171,-871.77506,-871.741266,23.4,60.9,86,11.8,45.7,33.9,66.9,0.3796,0.3717,0.5831,1.491389,0.486931,0.230841,-28.059,-12.517,-7.771,-20.288,-0.044,-0.053,0.043
246.2085,-869.064733305,-869.005717356,22.9,60,16.2,42.4,-869.064636,-869.004543,-868.964867,-871.829944,-871.775778,-871.742009,22.7,60.4,85.3,11.3,45.3,34,66.4,0.3901,0.3654,0.5846,1.475958,0.48632,0.229222,-28.133,-12.572,-7.7805,-20.3525,-0.04,-0.053,0.057
247.398,-869.065658793,-869.006676135,22.3,59.4,15.8,42,-869.065631,-869.005186,-868.965822,-871.830456,-871.776196,-871.742565,22.1,60,84.7,10.9,45,34.1,66.1,0.3977,0.3586,0.5841,1.464689,0.484732,0.224218,-28.148,-12.68,-7.73399999999999,-20.414,-0.037,-0.053,0.069
248.5874,-869.06649336,-869.00746775,21.8,58.9,15.4,41.6,-869.066174,-869.005387,-868.966411,-871.830479,-871.776093,-871.742724,21.8,59.9,84.4,10.9,45.1,34.2,66,0.4033,0.3528,0.5828,1.456752,0.482516,0.216973,-28.1,-12.843,-7.6285,-20.4715,-0.034,-0.053,0.078
249.7768,-869.066900177,-869.007788112,21.6,58.7,15.2,41.5,-869.066594,-869.005539,-868.966933,-871.830524,-871.775993,-871.742949,21.5,59.8,84,10.9,45.1,34.2,65.9,0.4058,0.348,0.5806,1.453978,0.479699,0.20789,-27.993,-13.061,-7.46599999999999,-20.527,-0.032,-0.053,0.082
250.9662,-869.067237119,-869.008005444,21.4,58.5,15.1,41.4,-869.066966,-869.005746,-868.967406,-871.830772,-871.776076,-871.743373,21.3,59.7,83.7,10.7,45.1,34.4,65.6,0.4039,0.3457,0.5774,1.458351,0.475694,0.197286,-27.839,-13.33,-7.25449999999999,-20.5845,-0.03,-0.052,0.082
252.1556,-869.067590647,-869.008203438,21.1,58.4,14.9,41.3,-869.066971,-869.005689,-868.967485,-871.830944,-871.77609,-871.74368,21.3,59.7,83.7,10.6,45.1,34.5,65.4,0.3991,0.3459,0.5738,1.468306,0.470954,0.186909,-27.65,-13.648,-7.00100000000001,-20.649,-0.03,-0.051,0.075
253.345,-869.06764516,-869.008079828,21.1,58.5,14.9,41.3,-869.066869,-869.005595,-868.96735,-871.831241,-871.776223,-871.744032,21.3,59.8,83.8,10.5,45,34.5,65.2,0.39,0.3488,0.5696,1.484699,0.46486,0.176586,-27.444,-14.008,-6.71799999999999,-20.726,-0.031,-0.05,0.064
254.5344,-869.067670098,-869.00784398,21.1,58.6,14.9,41.4,-869.066867,-869.005646,-868.96712,-871.831756,-871.77658,-871.744488,21.3,59.7,83.9,10.1,44.8,34.7,64.9,0.3763,0.3547,0.5644,1.507429,0.457222,0.166616,-27.234,-14.398,-6.41800000000001,-20.816,-0.032,-0.048,0.048
255.7239,-869.067857279,-869.007676337,21,58.7,14.8,41.5,-869.066862,-869.005637,-868.966751,-871.832264,-871.776932,-871.744853,21.3,59.7,84.1,9.8,44.5,34.7,64.7,0.361,0.3618,0.5583,1.53216,0.447615,0.158146,-27.029,-14.802,-6.1135,-20.9155,-0.035,-0.046,0.03
256.9133,-869.068108225,-869.007407562,20.8,58.9,14.7,41.6,-869.066784,-869.005435,-868.966147,-871.832552,-871.777057,-871.744962,21.4,59.9,84.5,9.6,44.5,34.9,64.6,0.3445,0.3699,0.5515,1.557086,0.437003,0.151036,-26.835,-15.204,-5.8155,-21.0195,-0.037,-0.044,0.011
258.1027,-869.068286285,-869.006932291,20.7,59.2,14.6,41.8,-869.066698,-869.00506,-868.965481,-871.832628,-871.776943,-871.744858,21.4,60.1,84.9,9.6,44.5,34.9,64.7,0.3298,0.3773,0.5458,1.579045,0.42544,0.14599,-26.656,-15.587,-5.53450000000001,-21.1215,-0.039,-0.041,-0.007
259.2921,-869.068425947,-869.006318806,20.6,59.6,14.6,42.1,-869.066661,-869.004622,-868.964874,-871.832529,-871.776623,-871.744564,21.4,60.4,85.3,9.6,44.7,35.1,64.8,0.3194,0.3831,0.5414,1.596172,0.41404,0.143187,-26.493,-15.943,-5.27499999999999,-21.218,-0.04,-0.039,-0.021
260.4815,-869.06856233,-869.00569997,20.5,60,14.5,42.4,-869.067102,-869.004552,-868.964881,-871.832719,-871.776535,-871.744592,21.2,60.4,85.3,9.5,44.8,35.3,64.8,0.3153,0.3858,0.54,1.607475,0.40301,0.14257,-26.345,-16.262,-5.0415,-21.3035,-0.04,-0.036,-0.028
261.6709,-869.06907671,-869.005556386,20.2,60.1,14.3,42.5,-869.067875,-869.004742,-868.965446,-871.833101,-871.776565,-871.744829,20.7,60.3,85,9.3,44.8,35.5,64.7,0.3188,0.3854,0.5422,1.612512,0.393291,0.143292,-26.214,-16.54,-4.837,-21.377,-0.039,-0.034,-0.029
262.8603,-869.069840444,-869.005784154,19.7,59.9,13.9,42.4,-869.068656,-869.004847,-868.966152,-871.833338,-871.776389,-871.744924,20.2,60.2,84.5,9.1,44.9,35.8,64.6,0.3286,0.3821,0.5475,1.611015,0.386347,0.145114,-26.103,-16.771,-4.66600000000001,-21.437,-0.036,-0.032,-0.023
264.0497,-869.070514386,-869.006027789,19.3,59.8,13.6,42.2,-869.069863,-869.005309,-868.967425,-871.833902,-871.776526,-871.745388,19.4,59.9,83.7,8.8,44.8,36,64.3,0.3438,0.3762,0.5552,1.602364,0.383289,0.1477,-26.014,-16.951,-4.53150000000001,-21.4825,-0.033,-0.031,-0.01
265.2392,-869.071519348,-869.006726025,18.7,59.3,13.2,41.9,-869.071118,-869.005737,-868.968839,-871.834455,-871.776664,-871.74591,18.6,59.7,82.8,8.4,44.7,36.3,64,0.3621,0.3689,0.5635,1.587168,0.384609,0.150904,-25.949,-17.077,-4.43600000000001,-21.513,-0.03,-0.03,0.009
266.4286,-869.072502862,-869.007450132,18.1,58.9,12.8,41.6,-869.072126,-869.00596,-868.970093,-871.834808,-871.776725,-871.746312,18,59.5,82,8.2,44.7,36.5,63.7,0.3819,0.361,0.5719,1.562745,0.392391,0.156849,-25.91,-17.148,-4.381,-21.529,-0.026,-0.031,0.03
267.618,-869.073207595,-869.008005624,17.6,58.5,12.4,41.4,-869.072507,-869.005721,-868.97077,-871.834666,-871.776442,-871.746321,17.8,59.7,81.6,8.3,44.8,36.5,63.7,0.4004,0.3543,0.5789,1.533039,0.405865,0.164993,-25.893,-17.168,-4.3625,-21.5305,-0.023,-0.032,0.051
268.8074,-869.073277769,-869.008072143,17.6,58.5,12.4,41.3,-869.071992,-869.004872,-868.970678,-871.833817,-871.775704,-871.745728,18.1,60.2,81.7,8.8,45.3,36.5,64.1,0.4175,0.3479,0.5843,1.496421,0.425183,0.177127,-25.895,-17.141,-4.37700000000001,-21.518,-0.021,-0.034,0.071
269.9968,-869.072495134,-869.007507729,18.1,58.8,12.8,41.6,-869.071019,-869.004047,-868.970133,-871.832767,-871.774948,-871.744973,18.7,60.7,82,9.5,45.8,36.3,64.6,0.4286,0.3445,0.587,1.463967,0.446819,0.190078,-25.909,-17.075,-4.417,-21.492,-0.021,-0.038,0.086
271.1862,-869.071303535,-869.006850527,18.8,59.2,13.3,41.9,-869.069829,-869.003511,-868.969432,-871.831689,-871.774445,-871.744189,19.5,61.1,82.5,10.2,46.1,35.9,65.1,0.4351,0.3428,0.5881,1.433977,0.469048,0.205566,-25.928,-16.978,-4.47499999999999,-21.453,-0.023,-0.042,0.095
272.3756,-869.069969635,-869.006423353,19.6,59.5,13.9,42.1,-869.068607,-869.003537,-868.968695,-871.830793,-871.774364,-871.743472,20.2,61.1,82.9,10.7,46.1,35.4,65.5,0.4356,0.3425,0.5878,1.413324,0.488238,0.221489,-25.947,-16.86,-4.54349999999999,-21.4035,-0.026,-0.048,0.097
273.5651,-869.068709919,-869.0064707,20.4,59.5,14.4,42,-869.067079,-869.003749,-868.967548,-871.829753,-871.774299,-871.742442,21.2,60.9,83.6,11.4,46.2,34.8,66.2,0.4298,0.345,0.5867,1.405129,0.502743,0.236133,-25.96,-16.726,-4.617,-21.343,-0.031,-0.053,0.091
274.7545,-869.067245167,-869.006611468,21.4,59.4,15.1,42,-869.065191,-869.003906,-868.965921,-871.828531,-871.774099,-871.741086,22.4,60.8,84.7,12.2,46.3,34.1,67,0.4181,0.3497,0.5856,1.407204,0.513141,0.249051,-25.968,-16.584,-4.69199999999999,-21.276,-0.038,-0.058,0.079
275.9439,-869.065537502,-869.006596116,22.4,59.4,15.8,42,-869.063322,-869.004108,-868.964079,-871.827468,-871.77402,-871.739776,23.5,60.7,85.8,12.8,46.4,33.6,67.8,0.4007,0.3569,0.5824,1.417637,0.5208,0.259411,-25.971,-16.441,-4.765,-21.206,-0.045,-0.063,0.062
277.1333,-869.063958794,-869.006530781,23.4,59.4,16.5,42,-869.061627,-869.0042,-868.962209,-871.826692,-871.774056,-871.738754,24.6,60.6,87,13.3,46.3,33,68.5,0.3794,0.3668,0.5776,1.433009,0.527054,0.266666,-25.972,-16.304,-4.834,-21.138,-0.052,-0.067,0.041
278.3227,-869.062622665,-869.006276302,24.3,59.6,17.1,42.1,-869.060018,-869.003932,-868.960333,-871.826072,-871.774078,-871.737997,25.6,60.8,88.2,13.7,46.3,32.6,69,0.3584,0.3769,0.5722,1.446961,0.532785,0.272672,-25.972,-16.184,-4.89400000000001,-21.078,-0.059,-0.07,0.02
279.5121,-869.061378335,-869.005653492,25,60,17.7,42.4,-869.058972,-869.003623,-868.959006,-871.825965,-871.774341,-871.737846,26.3,61,89,13.8,46.2,32.4,69.1,0.3398,0.386,0.5661,1.459983,0.537015,0.274551,-25.97,-16.089,-4.9405,-21.0295,-0.064,-0.072,0.001
280.7015,-869.060675932,-869.005020764,25.5,60.4,18,42.7,-869.057989,-869.002746,-868.957939,-871.825769,-871.7742,-871.737783,26.9,61.6,89.7,13.9,46.2,32.3,69.1,0.3279,0.3915,0.5616,1.47064,0.538532,0.271184,-25.964,-16.028,-4.968,-20.996,-0.066,-0.071,-0.014
281.8909,-869.059903564,-869.003938457,26,61.1,18.3,43.2,-869.05838,-869.002711,-868.958399,-871.826577,-871.774753,-871.738822,26.6,61.6,89.4,13.4,45.9,32.5,68.4,0.3218,0.3938,0.5577,1.481294,0.536637,0.260063,-25.951,-16.018,-4.9665,-20.9845,-0.066,-0.07,-0.024
283.0804,-869.06038226,-869.003802752,25.7,61.2,18.1,43.2,-869.059733,-869.003172,-868.959939,-871.827857,-871.775467,-871.740371,25.8,61.3,88.4,12.6,45.5,32.9,67.5,0.3217,0.3923,0.5549,1.493797,0.52915,0.242704,-25.927,-16.063,-4.932,-20.995,-0.064,-0.067,-0.027
284.2698,-869.061681653,-869.004280589,24.8,60.9,17.6,43,-869.061815,-869.003924,-868.962311,-871.829331,-871.776092,-871.742123,24.5,60.8,86.9,11.7,45.1,33.4,66.4,0.3284,0.3874,0.554,1.505043,0.515838,0.222584,-25.891,-16.165,-4.863,-21.028,-0.06,-0.062,-0.022
285.4592,-869.063609292,-869.005160783,23.6,60.3,16.7,42.6,-869.064229,-869.004691,-868.964931,-871.830689,-871.776412,-871.743682,23,60.3,85.3,10.8,44.9,34.1,65.4,0.3404,0.3801,0.5548,1.51502,0.497478,0.203541,-25.846,-16.326,-4.76000000000001,-21.086,-0.053,-0.057,-0.012
286.6486,-869.065798629,-869.006133797,22.3,59.7,15.7,42.2,-869.066479,-869.005047,-868.967179,-871.83162,-871.776206,-871.7447,21.6,60.1,83.9,10.2,45,34.8,64.8,0.3557,0.3714,0.5572,1.52202,0.476079,0.18752,-25.793,-16.546,-4.62350000000001,-21.1695,-0.046,-0.052,0.003
287.838,-869.06778428,-869.006742625,21,59.3,14.9,41.9,-869.068451,-869.00498,-868.968888,-871.832261,-871.775729,-871.745275,20.3,60.2,82.8,9.8,45.3,35.5,64.4,0.374,0.3621,0.5613,1.521899,0.454987,0.176206,-25.739,-16.82,-4.45950000000001,-21.2795,-0.038,-0.046,0.021
289.0274,-869.0694861,-869.006962768,19.9,59.2,14.1,41.8,-869.07008,-869.004585,-868.96995,-871.832762,-871.77522,-871.745536,19.3,60.4,82.1,9.5,45.6,36.1,64.2,0.3919,0.3534,0.5666,1.515966,0.436231,0.168963,-25.687,-17.148,-4.26950000000001,-21.4175,-0.03,-0.041,0.041
290.2168,-869.070863439,-869.006847185,19.1,59.3,13.5,41.9,-869.071208,-869.003985,-868.970286,-871.833105,-871.774746,-871.745459,18.6,60.8,81.9,9.3,45.9,36.6,64.3,0.4073,0.3467,0.5722,1.506862,0.421375,0.165318,-25.638,-17.522,-4.05800000000001,-21.58,-0.023,-0.036,0.058
291.4063,-869.07180418,-869.006458519,18.5,59.5,13.1,42.1,-869.07138,-869.00273,-868.969553,-871.832759,-871.773827,-871.744584,18.5,61.6,82.4,9.5,46.5,37,64.8,0.4203,0.3416,0.5774,1.492279,0.412248,0.16552,-25.591,-17.926,-3.83250000000001,-21.7585,-0.017,-0.033,0.073
292.5957,-869.071825787,-869.005399732,18.5,60.2,13.1,42.5,-869.071098,-869.001625,-868.968357,-871.83219,-871.772923,-871.743403,18.7,62.3,83.1,9.9,47,37.1,65.6,0.427,0.3397,0.5809,1.481724,0.406894,0.167532,-25.541,-18.351,-3.595,-21.946,-0.014,-0.03,0.081
293.7851,-869.071468178,-869.004381233,18.7,60.8,13.2,43,-869.070774,-869.001137,-868.967256,-871.831691,-871.772391,-871.742255,18.9,62.6,83.8,10.2,47.4,37.2,66.3,0.429,0.3398,0.5832,1.473878,0.405865,0.171815,-25.484,-18.789,-3.34750000000001,-22.1365,-0.013,-0.029,0.084
294.9745,-869.071161106,-869.003913779,18.9,61.1,13.4,43.2,-869.070698,-869.001564,-868.966568,-871.831512,-871.772411,-871.741461,18.9,62.3,84.3,10.3,47.4,37.1,66.8,0.4239,0.3432,0.5835,1.474253,0.407503,0.176501,-25.412,-19.231,-3.09050000000001,-22.3215,-0.014,-0.029,0.08
296.1639,-869.071182483,-869.004251944,18.9,60.9,13.3,43,-869.070472,-869.002392,-868.965921,-871.831284,-871.772551,-871.740684,19.1,61.8,84.7,10.4,47.3,36.9,67.3,0.4133,0.3498,0.5821,1.482641,0.411678,0.181425,-25.321,-19.669,-2.82599999999999,-22.495,-0.016,-0.029,0.07
