"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy",,"Scaled S2 CASPT2 Energy","S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
297.3533,-869.071151395,-869.004879805,18.9,60.5,13.4,42.8,-869.069847,-869.0031,-868.965041,-871.830821,-871.772548,-871.739818,19.4,61.3,85.2,10.7,47.3,36.6,67.8,0.3987,0.3593,0.5794,1.49569,0.418809,0.186289,-25.209,-20.093,-2.55800000000001,-22.651,-0.021,-0.03,0.055
298.5427,-869.070779382,-869.005314858,19.1,60.2,13.5,42.6,-869.068944,-869.003564,-868.964029,-871.830337,-871.772539,-871.739124,20,61,85.8,11,47.3,36.3,68.3,0.3822,0.3707,0.576,1.511071,0.428571,0.190727,-25.08,-20.494,-2.29300000000001,-22.787,-0.026,-0.032,0.038
299.7321,-869.070151654,-869.005465794,19.5,60.1,13.8,42.5,-869.068032,-869.003809,-868.963172,-871.830143,-871.772776,-871.73895,20.6,60.9,86.4,11.1,47.1,36,68.4,0.3666,0.382,0.5724,1.525651,0.439645,0.194334,-24.938,-20.859,-2.03949999999999,-22.8985,-0.031,-0.034,0.021
300.9216,-869.069495246,-869.005419081,19.9,60.1,14.1,42.5,-869.067189,-869.003847,-868.962634,-871.830288,-871.773292,-871.73936,21.1,60.9,86.7,11.1,46.8,35.7,68.1,0.3541,0.3911,0.5696,1.537885,0.450657,0.196811,-24.79,-21.18,-1.80499999999999,-22.985,-0.036,-0.036,0.006
302.111,-869.068866412,-869.00522868,20.3,60.3,14.4,42.6,-869.066421,-869.003604,-868.962342,-871.830586,-871.773833,-871.740153,21.6,61,86.9,10.9,46.5,35.6,67.6,0.3447,0.3967,0.5666,1.550408,0.459098,0.195554,-24.64,-21.445,-1.5975,-23.0425,-0.039,-0.037,-0.005
303.3004,-869.068204549,-869.004839753,20.7,60.5,14.7,42.8,-869.065834,-869.00323,-868.962498,-871.830909,-871.774282,-871.741145,22,61.2,86.8,10.7,46.2,35.5,67,0.3408,0.3975,0.5647,1.561066,0.464225,0.191037,-24.493,-21.647,-1.423,-23.07,-0.041,-0.039,-0.011
304.4898,-869.067644823,-869.004430355,21.1,60.8,14.9,43,-869.06579,-869.003142,-868.963386,-871.831411,-871.77478,-871.742448,22,61.3,86.3,10.3,45.9,35.6,66.2,0.341,0.3939,0.5635,1.571174,0.465514,0.182822,-24.352,-21.783,-1.28450000000001,-23.0675,-0.042,-0.04,-0.012
305.6792,-869.067530047,-869.00440314,21.2,60.8,15,43,-869.066505,-869.003591,-868.965141,-871.832195,-871.775432,-871.744095,21.5,61,85.1,9.9,45.5,35.6,65.1,0.3453,0.3869,0.5626,1.579922,0.463336,0.172019,-24.22,-21.85,-1.185,-23.035,-0.041,-0.04,-0.006
306.8686,-869.068092367,-869.004992142,20.8,60.4,14.7,42.7,-869.067517,-869.0042,-868.9672,-871.832809,-871.775845,-871.745569,20.9,60.6,83.9,9.5,45.2,35.7,64.2,0.353,0.3781,0.5623,1.585614,0.459481,0.160945,-24.1,-21.849,-1.1255,-22.9745,-0.039,-0.041,0.004
308.058,-869.068880041,-869.005801208,20.3,59.9,14.4,42.3,-869.06827,-869.004531,-868.968993,-871.832951,-871.775787,-871.746501,20.4,60.4,82.7,9.4,45.3,35.9,63.6,0.3638,0.3686,0.5629,1.584501,0.455945,0.152691,-23.996,-21.782,-1.107,-22.889,-0.036,-0.042,0.017
309.2474,-869.069406539,-869.006360679,20,59.6,14.1,42.1,-869.068456,-869.004337,-868.96999,-871.83249,-871.775191,-871.746669,20.3,60.6,82.1,9.7,45.6,35.9,63.5,0.3758,0.3606,0.5646,1.57719,0.454775,0.148573,-23.912,-21.653,-1.12950000000001,-22.7825,-0.034,-0.043,0.032
310.4369,-869.069342685,-869.006393306,20,59.5,14.2,42.1,-869.068132,-869.003758,-868.970288,-871.831753,-871.774479,-871.746354,20.5,60.9,81.9,10.1,46.1,36,63.7,0.389,0.3537,0.5678,1.55848,0.458031,0.15153,-23.851,-21.465,-1.193,-22.658,-0.032,-0.045,0.048
311.6263,-869.068809439,-869.006041471,20.4,59.8,14.4,42.2,-869.067537,-869.003172,-868.969981,-871.8311,-871.773998,-871.745841,20.9,61.3,82.1,10.5,46.4,35.9,64,0.4002,0.3498,0.571,1.536027,0.464312,0.15991,-23.815,-21.225,-1.295,-22.52,-0.031,-0.047,0.062
312.8157,-869.068053656,-869.00560929,20.8,60,14.7,42.4,-869.066415,-869.002375,-868.968838,-871.830191,-871.77349,-871.744784,21.6,61.8,82.8,11.1,46.7,35.6,64.7,0.4088,0.3484,0.5744,1.50896,0.47355,0.174658,-23.807,-20.943,-1.43199999999999,-22.375,-0.031,-0.05,0.072
314.0051,-869.066826089,-869.004922652,21.6,60.5,15.3,42.7,-869.064868,-869.001521,-868.967008,-871.829002,-871.772934,-871.743163,22.6,62.3,84,11.9,47,35.1,65.7,0.414,0.3492,0.5777,1.479712,0.483797,0.194897,-23.824,-20.633,-1.5955,-22.2285,-0.032,-0.053,0.077
315.1945,-869.065244427,-869.004131716,22.6,61,16,43.1,-869.063272,-869.001066,-868.964885,-871.827813,-871.772538,-871.741261,23.6,62.6,85.3,12.6,47.3,34.7,66.9,0.4129,0.3523,0.5797,1.458235,0.490944,0.216655,-23.862,-20.311,-1.77549999999999,-22.0865,-0.035,-0.057,0.077
316.3839,-869.063716919,-869.003635504,23.6,61.3,16.7,43.3,-869.061641,-869.000864,-868.962575,-871.826467,-871.772076,-871.739007,24.6,62.7,86.8,13.4,47.6,34.2,68.3,0.4079,0.3574,0.581,1.442894,0.494754,0.239186,-23.916,-19.992,-1.962,-21.954,-0.04,-0.061,0.072
317.5733,-869.062244456,-869.003314523,24.5,61.5,17.3,43.4,-869.060912,-869.001703,-868.960956,-871.825818,-871.77229,-871.73734,25.1,62.2,87.8,13.9,47.4,33.5,69.4,0.3961,0.3644,0.5803,1.437113,0.496238,0.257812,-23.977,-19.703,-2.137,-21.84,-0.045,-0.065,0.063
318.7628,-869.061732034,-869.00394504,24.8,61.1,17.5,43.2,-869.060303,-869.002581,-868.959569,-871.825219,-871.772526,-871.735783,25.4,61.7,88.6,14.2,47.3,33.1,70.4,0.3851,0.3711,0.5796,1.430367,0.496728,0.277736,-24.038,-19.451,-2.29350000000001,-21.7445,-0.05,-0.068,0.051
319.9522,-869.061428911,-869.004599969,25,60.7,17.7,42.9,-869.059813,-869.003249,-868.958279,-871.824652,-871.772558,-871.734412,25.7,61.2,89.5,14.6,47.3,32.7,71.2,0.3735,0.3789,0.578,1.428014,0.497333,0.292471,-24.091,-19.241,-2.425,-21.666,-0.054,-0.07,0.038
321.1416,-869.061199148,-869.005033476,25.1,60.4,17.8,42.7,-869.05939,-869.003516,-868.957198,-871.824196,-871.772437,-871.733375,26,61.1,90.1,14.9,47.4,32.5,71.9,0.3644,0.3854,0.5769,1.426881,0.497911,0.302481,-24.131,-19.075,-2.52800000000001,-21.603,-0.058,-0.071,0.026
322.331,-869.060976544,-869.005113698,25.3,60.3,17.9,42.7,-869.059583,-869.003859,-868.956983,-871.824481,-871.772755,-871.733371,25.9,60.9,90.3,14.7,47.2,32.5,71.9,0.36,0.3896,0.5764,1.427584,0.497628,0.305608,-24.158,-18.951,-2.6035,-21.5545,-0.059,-0.07,0.016
323.5204,-869.061264901,-869.005362128,25.1,60.2,17.7,42.5,-869.060443,-869.0043,-868.957731,-871.825509,-871.773495,-871.734388,25.3,60.6,89.8,14,46.7,32.7,71.2,0.3607,0.39,0.5767,1.430706,0.495206,0.300412,-24.172,-18.865,-2.65349999999999,-21.5185,-0.059,-0.068,0.01
324.7098,-869.062123209,-869.005808643,24.6,59.9,17.4,42.3,-869.061626,-869.004456,-868.959043,-871.826789,-871.774128,-871.73592,24.6,60.5,89,13.2,46.3,33.1,70.3,0.3655,0.3868,0.5775,1.438062,0.489808,0.285096,-24.176,-18.812,-2.68199999999999,-21.494,-0.056,-0.064,0.009
325.8992,-869.063197195,-869.006064097,23.9,59.7,16.9,42.2,-869.063001,-869.004288,-868.960778,-871.828051,-871.774457,-871.737696,23.7,60.6,87.9,12.5,46.1,33.6,69.2,0.374,0.3804,0.5783,1.448326,0.481216,0.262442,-24.171,-18.785,-2.693,-21.478,-0.051,-0.059,0.011
327.0886,-869.064371927,-869.006082505,23.2,59.7,16.4,42.2,-869.064726,-869.004065,-868.962985,-871.829386,-871.774643,-871.73973,22.7,60.7,86.5,11.6,46,34.4,67.9,0.3847,0.3715,0.5785,1.462098,0.468902,0.235184,-24.161,-18.781,-2.69,-21.471,-0.045,-0.053,0.017
328.2781,-869.065851424,-869.006094956,22.2,59.7,15.7,42.2,-869.066726,-869.003806,-868.965465,-871.830708,-871.77463,-871.741886,21.4,60.9,84.9,10.8,46,35.2,66.5,0.3946,0.3611,0.5772,1.48177,0.451177,0.204572,-24.146,-18.791,-2.67749999999999,-21.4685,-0.037,-0.046,0.027
329.4675,-869.067578183,-869.006069739,21.1,59.7,14.9,42.2,-869.068846,-869.003596,-868.968016,-871.831965,-871.77455,-871.743979,20.1,61,83.3,10,46,36,65.2,0.4053,0.3507,0.5767,1.504568,0.428481,0.175392,-24.128,-18.808,-2.66,-21.468,-0.029,-0.04,0.037
330.6569,-869.06945313,-869.006085268,20,59.7,14.1,42.2,-869.070576,-869.003149,-868.970047,-871.832814,-871.774185,-871.745567,19,61.3,82.1,9.5,46.3,36.8,64.2,0.4151,0.341,0.5765,1.530032,0.401827,0.149548,-24.114,-18.813,-2.65050000000001,-21.4635,-0.022,-0.033,0.047
331.8463,-869.07098506,-869.005828464,19,59.9,13.4,42.3,-869.071808,-869.002591,-868.971411,-871.833309,-871.773701,-871.746619,18.2,61.6,81.2,9.2,46.6,37.4,63.6,0.4226,0.3332,0.5769,1.557066,0.373845,0.128655,-24.106,-18.793,-2.65649999999999,-21.4495,-0.016,-0.028,0.056
333.0357,-869.072085616,-869.0054047,18.3,60.2,12.9,42.5,-869.072388,-869.001885,-868.971935,-871.833452,-871.773147,-871.74708,17.9,62.1,80.9,9.1,46.9,37.8,63.3,0.427,0.3288,0.5778,1.583978,0.347702,0.113307,-24.109,-18.723,-2.693,-21.416,-0.011,-0.023,0.061
334.2251,-869.072611674,-869.004762446,18,60.6,12.7,42.8,-869.072607,-869.001398,-868.971939,-871.833584,-871.772884,-871.747295,17.7,62.4,80.9,9,47.1,38.1,63.1,0.4281,0.3269,0.5788,1.608058,0.327081,0.10387,-24.129,-18.586,-2.77149999999999,-21.3575,-0.008,-0.02,0.062
335.4145,-869.072849102,-869.004269662,17.8,60.9,12.6,43,-869.072966,-869.001756,-868.971999,-871.834203,-871.773433,-871.747812,17.5,62.2,80.8,8.6,46.7,38.1,62.8,0.4241,0.3293,0.5788,1.628747,0.31478,0.100094,-24.168,-18.385,-2.89150000000001,-21.2765,-0.008,-0.018,0.059
336.604,-869.073313436,-869.004527293,17.5,60.7,12.4,42.9,-869.072649,-869.002034,-868.971369,-871.834404,-871.773855,-871.747779,17.7,62,81.2,8.5,46.5,38,62.8,0.416,0.3353,0.5781,1.642249,0.312692,0.102107,-24.227,-18.12,-3.0535,-21.1735,-0.009,-0.017,0.052
337.7934,-869.073166443,-869.004634188,17.6,60.6,12.5,42.9,-869.0719,-869.00237,-868.970317,-871.834336,-871.77426,-871.747382,18.2,61.8,81.9,8.5,46.2,37.7,63.1,0.4042,0.3441,0.5762,1.648778,0.319836,0.109024,-24.304,-17.798,-3.253,-21.051,-0.013,-0.018,0.041
338.9828,-869.072635306,-869.004743057,18,60.6,12.7,42.8,-869.070817,-869.002713,-868.96899,-871.833967,-871.774577,-871.74664,18.8,61.6,82.7,8.7,46,37.3,63.5,0.3898,0.3543,0.5736,1.64724,0.335175,0.120354,-24.391,-17.437,-3.47699999999999,-20.914,-0.018,-0.02,0.028
340.1722,-869.071800573,-869.004822514,18.5,60.5,13.1,42.8,-869.069635,-869.003133,-868.967631,-871.833399,-871.774871,-871.745654,19.6,61.3,83.6,9.1,45.8,36.7,64.2,0.3754,0.3651,0.5712,1.635507,0.358017,0.135921,-24.481,-17.052,-3.7145,-20.7665,-0.024,-0.024,0.015
341.3616,-869.070875116,-869.004990186,19.1,60.4,13.5,42.7,-869.068449,-869.003669,-868.966355,-871.83272,-871.77512,-871.744578,20.3,61,84.4,9.5,45.7,36.2,64.8,0.3618,0.3751,0.5691,1.619592,0.384038,0.154104,-24.564,-16.658,-3.953,-20.611,-0.03,-0.029,0.004
342.551,-869.069918323,-869.005267274,19.7,60.2,13.9,42.6,-869.067157,-869.004063,-868.965165,-871.831743,-871.775154,-871.743243,21.1,60.7,85.1,10.1,45.6,35.5,65.7,0.3535,0.3816,0.5686,1.592555,0.413296,0.176233,-24.634,-16.267,-4.1835,-20.4505,-0.036,-0.034,-0.004
343.7404,-869.068807036,-869.005507495,20.4,60.1,14.4,42.5,-869.065688,-869.0042,-868.963837,-871.830446,-871.774838,-871.741621,22.1,60.6,86,11,45.8,34.8,66.7,0.348,0.3855,0.5685,1.563951,0.441144,0.1995,-24.685,-15.887,-4.399,-20.286,-0.042,-0.04,-0.008
344.9298,-869.067433415,-869.005555152,21.2,60.1,15,42.5,-869.064308,-869.004284,-868.962733,-871.829114,-871.774456,-871.740062,22.9,60.6,86.7,11.8,46.1,34.3,67.7,0.3488,0.3848,0.57,1.531265,0.465673,0.224518,-24.716,-15.526,-4.595,-20.121,-0.047,-0.047,-0.006
346.1193,-869.066030207,-869.005674565,22.1,60,15.6,42.4,-869.063264,-869.004491,-868.962004,-871.828059,-871.774275,-871.738901,23.6,60.5,87.1,12.4,46.2,33.8,68.4,0.354,0.3806,0.5716,1.498557,0.484049,0.248711,-24.73,-15.191,-4.76949999999999,-19.9605,-0.05,-0.053,0
347.3087,-869.064819999,-869.006027082,22.9,59.8,16.2,42.2,-869.062388,-869.004622,-868.961631,-871.827212,-871.77427,-871.738086,24.1,60.4,87.4,13,46.2,33.2,68.9,0.3661,0.3712,0.5744,1.460475,0.495708,0.273903,-24.728,-14.891,-4.91850000000001,-19.8095,-0.053,-0.06,0.012
348.4981,-869.063705056,-869.00643456,23.6,59.5,16.7,42.1,-869.061446,-869.004329,-868.961215,-871.826271,-871.774081,-871.737357,24.7,60.6,87.6,13.6,46.3,32.7,69.4,0.3816,0.3595,0.5771,1.420747,0.501151,0.296279,-24.715,-14.634,-5.04050000000001,-19.6745,-0.054,-0.066,0.027
349.6875,-869.062410498,-869.006507532,24.4,59.5,17.2,42,-869.060446,-869.003587,-868.960807,-871.825219,-871.773713,-871.73671,25.3,61,87.9,14.2,46.6,32.4,69.8,0.4002,0.3458,0.5796,1.377314,0.502256,0.316452,-24.694,-14.434,-5.13,-19.564,-0.053,-0.071,0.044
350.8769,-869.061013701,-869.006197505,25.3,59.7,17.9,42.2,-869.059545,-869.002644,-868.960441,-871.824221,-871.773209,-871.736244,25.9,61.6,88.1,14.9,46.9,32,70.1,0.4163,0.3335,0.5806,1.338659,0.50078,0.329711,-24.667,-14.299,-5.184,-19.483,-0.052,-0.075,0.061
352.0663,-869.059717314,-869.005629413,26.1,60,18.4,42.4,-869.058795,-869.001603,-868.960244,-871.82325,-871.772639,-871.735891,26.4,62.3,88.2,15.5,47.2,31.7,70.3,0.4315,0.3227,0.5811,1.301643,0.499247,0.339629,-24.637,-14.238,-5.1995,-19.4375,-0.051,-0.078,0.076
353.2557,-869.058648432,-869.004929169,26.7,60.5,18.9,42.7,-869.058256,-869.000759,-868.960151,-871.822437,-871.771992,-871.73563,26.7,62.8,88.3,16,47.6,31.6,70.4,0.4399,0.3166,0.5799,1.27934,0.498225,0.340008,-24.605,-14.255,-5.175,-19.43,-0.05,-0.079,0.086
354.4452,-869.05790011,-869.004269256,27.2,60.9,19.2,43,-869.057881,-869.000218,-868.960171,-871.821806,-871.771394,-871.735396,27,63.1,88.3,16.4,48,31.6,70.6,0.4428,0.3142,0.5785,1.271714,0.49676,0.334308,-24.575,-14.353,-5.11099999999999,-19.464,-0.049,-0.08,0.091
355.6346,-869.057478844,-869.003775257,27.5,61.2,19.4,43.2,-869.057934,-869.000343,-868.960464,-871.821748,-871.7712,-871.73547,26.9,63.1,88.1,16.4,48.1,31.7,70.5,0.4376,0.3166,0.5764,1.283544,0.494141,0.320125,-24.549,-14.528,-5.01050000000001,-19.5385,-0.049,-0.079,0.089
356.824,-869.057636165,-869.003787085,27.4,61.2,19.4,43.2,-869.058478,-869.001135,-868.96111,-871.822435,-871.771622,-871.736052,26.6,62.6,87.7,16,47.9,31.9,70.2,0.4267,0.3231,0.5748,1.311404,0.489077,0.300981,-24.533,-14.777,-4.878,-19.655,-0.049,-0.077,0.081
358.0134,-869.058451449,-869.004321996,26.9,60.8,19,43,-869.059508,-869.002434,-868.961976,-871.823887,-871.772694,-871.737199,25.9,61.7,87.1,15.1,47.2,32.1,69.5,0.4099,0.3341,0.5723,1.350171,0.482109,0.278066,-24.529,-15.09,-4.7195,-19.8095,-0.05,-0.075,0.068
359.2028,-869.059863961,-869.005246818,26,60.3,18.4,42.6,-869.060714,-869.003781,-868.962763,-871.825779,-871.77412,-871.738683,25.2,60.9,86.6,13.9,46.3,32.4,68.5,0.3901,0.3481,0.5697,1.393683,0.473068,0.255102,-24.543,-15.456,-4.54350000000001,-19.9995,-0.051,-0.071,0.05
360.3922,-869.061527924,-869.006142953,24.9,59.7,17.6,42.2,-869.06181,-869.004763,-868.963199,-871.827686,-871.775496,-871.740183,24.5,60.3,86.4,12.7,45.4,32.7,67.6,0.3694,0.3638,0.5662,1.436398,0.462738,0.234311,-24.574,-15.861,-4.35650000000001,-20.2175,-0.052,-0.067,0.031
361.5816,-869.063085196,-869.006652821,24,59.4,16.9,42,-869.062765,-869.005283,-868.963339,-871.829368,-871.776609,-871.741519,23.9,60,86.3,11.6,44.7,33.1,66.8,0.3508,0.3785,0.563,1.473509,0.451654,0.217254,-24.622,-16.293,-4.1645,-20.4575,-0.053,-0.061,0.013
362.771,-869.06443431,-869.00675899,23.1,59.3,16.3,41.9,-869.063588,-869.005385,-868.963332,-871.830639,-871.777273,-871.742534,23.4,59.9,86.3,10.8,44.3,33.5,66.1,0.3366,0.39,0.56,1.504019,0.44034,0.204187,-24.683,-16.737,-3.973,-20.71,-0.052,-0.056,-0.004
363.9605,-869.06555419,-869.006549521,22.4,59.4,15.8,42,-869.064368,-869.005198,-868.963341,-871.831418,-871.777373,-871.74315,22.9,60,86.3,10.3,44.3,34,65.7,0.328,0.3971,0.5577,1.529918,0.428758,0.193264,-24.754,-17.182,-3.786,-20.968,-0.05,-0.05,-0.016
365.1499,-869.066498587,-869.006171285,21.8,59.7,15.4,42.2,-869.06531,-869.00498,-868.963662,-871.83185,-871.777039,-871.743493,22.3,60.2,86.1,10.1,44.5,34.4,65.5,0.3258,0.3991,0.557,1.552232,0.416849,0.182976,-24.832,-17.618,-3.607,-21.225,-0.047,-0.043,-0.022
366.3393,-869.067463377,-869.005897828,21.2,59.8,15,42.3,-869.066346,-869.004714,-868.964331,-871.831998,-871.776335,-871.743607,21.6,60.3,85.7,10,44.9,34.9,65.4,0.3305,0.3959,0.5585,1.570334,0.40454,0.172542,-24.913,-18.035,-3.43900000000001,-21.474,-0.042,-0.037,-0.021
367.5287,-869.068414273,-869.005709573,20.6,60,14.6,42.4,-869.067571,-869.004485,-868.965408,-871.832108,-871.775524,-871.743765,20.9,60.5,85,9.9,45.4,35.5,65.3,0.3416,0.3884,0.5626,1.584259,0.39234,0.16115,-24.999,-18.42,-3.2895,-21.7095,-0.036,-0.031,-0.015
368.7181,-869.069426564,-869.005680327,20,60,14.1,42.4,-869.068838,-869.004212,-868.9668,-871.83231,-871.77481,-871.7441,20.1,60.6,84.1,9.8,45.9,36.1,65.1,0.358,0.3775,0.5686,1.590851,0.381627,0.150188,-25.093,-18.759,-3.167,-21.926,-0.029,-0.025,-0.003
369.9075,-869.070412698,-869.00570741,19.4,60,13.7,42.4,-869.070124,-869.003894,-868.968344,-871.832738,-871.774392,-871.744783,19.3,60.8,83.1,9.5,46.1,36.6,64.7,0.377,0.3653,0.5753,1.590172,0.373289,0.140109,-25.2,-19.034,-3.083,-22.117,-0.023,-0.02,0.013
371.0969,-869.071331903,-869.005754288,18.8,59.9,13.3,42.4,-869.071296,-869.003529,-868.969899,-871.833386,-871.774325,-871.745782,18.5,61.1,82.2,9.1,46.2,37.1,64.1,0.3973,0.3528,0.582,1.581109,0.368893,0.13257,-25.323,-19.233,-3.045,-22.278,-0.016,-0.017,0.031
372.2864,-869.072123437,-869.005766751,18.3,59.9,12.9,42.4,-869.07176,-869.002726,-868.970829,-871.833657,-871.774096,-871.74647,18.2,61.6,81.6,8.9,46.3,37.4,63.6,0.416,0.3419,0.5877,1.564155,0.369857,0.128884,-25.461,-19.344,-3.05850000000001,-22.4025,-0.011,-0.015,0.05
373.4758,-869.072250069,-869.005298939,18.2,60.2,12.9,42.6,-869.071743,-869.00183,-868.971236,-871.833534,-871.773758,-871.746764,18.3,62.1,81.3,9,46.5,37.5,63.5,0.4312,0.3336,0.5915,1.539569,0.37722,0.129675,-25.612,-19.366,-3.12299999999999,-22.489,-0.007,-0.015,0.066
374.6652,-869.071939499,-869.004684704,18.4,60.6,13,42.8,-869.071238,-869.001093,-868.97116,-871.832958,-871.773353,-871.746541,18.6,62.6,81.4,9.4,46.8,37.4,63.6,0.4419,0.3282,0.5934,1.508814,0.390929,0.136204,-25.771,-19.303,-3.23399999999999,-22.537,-0.006,-0.016,0.079
375.8546,-869.071244032,-869.004159806,18.8,60.9,13.3,43.1,-869.070517,-869.000987,-868.97075,-871.83216,-871.773081,-871.745932,19,62.7,81.6,9.9,46.9,37,64,0.4457,0.3272,0.5931,1.48186,0.407459,0.146558,-25.933,-19.164,-3.3845,-22.5485,-0.007,-0.019,0.086
377.044,-869.070437459,-869.00411903,19.3,61,13.7,43.1,-869.069552,-869.001503,-868.970015,-871.831175,-871.773022,-871.744906,19.6,62.3,82.1,10.5,47,36.5,64.6,0.4433,0.3296,0.592,1.458951,0.424739,0.161876,-26.09,-18.963,-3.5635,-22.5265,-0.01,-0.024,0.088
378.2334,-869.069513767,-869.004585761,19.9,60.7,14.1,42.9,-869.06829,-869.002439,-868.968813,-871.830042,-871.773144,-871.743486,20.4,61.7,82.8,11.2,46.9,35.7,65.5,0.4348,0.3356,0.5902,1.442009,0.440691,0.180913,-26.241,-18.711,-3.765,-22.476,-0.016,-0.03,0.084
379.4228,-869.068392093,-869.005361591,20.6,60.2,14.6,42.5,-869.066585,-869.003435,-868.96709,-871.828812,-871.773505,-871.741744,21.5,61.1,83.9,12,46.7,34.7,66.6,0.4235,0.3438,0.589,1.424494,0.454689,0.205421,-26.382,-18.419,-3.9815,-22.4005,-0.023,-0.037,0.075
380.6122,-869.066952678,-869.006154402,21.5,59.7,15.2,42.2,-869.064811,-869.00462,-868.96511,-871.827963,-871.774329,-871.740208,22.6,60.4,85.2,12.5,46.2,33.7,67.6,0.4074,0.3553,0.5874,1.413033,0.464945,0.230829,-26.514,-18.099,-4.20750000000001,-22.3065,-0.032,-0.045,0.063
381.8017,-869.065539904,-869.007023338,22.4,59.1,15.8,41.8,-869.063038,-869.00573,-868.96302,-871.827513,-871.775519,-871.739012,23.7,59.7,86.5,12.8,45.4,32.6,68.3,0.3898,0.3688,0.5858,1.402726,0.472543,0.256673,-26.631,-17.763,-4.434,-22.197,-0.042,-0.053,0.048
382.9911,-869.064193817,-869.007757084,23.3,58.7,16.4,41.5,-869.060985,-869.006274,-868.960568,-871.827005,-871.776488,-871.737779,25,59.3,88,13.1,44.8,31.7,69.1,0.3705,0.3835,0.5838,1.394597,0.478578,0.280807,-26.73,-17.424,-4.65299999999999,-22.077,-0.051,-0.061,0.032
384.1805,-869.062604286,-869.007884024,24.3,58.6,17.2,41.4,-869.058725,-869.00609,-868.957921,-871.826195,-871.776872,-871.736411,26.4,59.5,89.7,13.6,44.6,31,70,0.3524,0.3969,0.5808,1.38641,0.485297,0.302209,-26.804,-17.097,-4.8535,-21.9505,-0.06,-0.068,0.018
385.3699,-869.060769852,-869.007303223,25.4,59,18,41.7,-869.056483,-869.005323,-868.955347,-871.82501,-871.776541,-871.734878,27.8,59.9,91.3,14.4,44.8,30.4,70.9,0.3363,0.4078,0.5766,1.38065,0.492797,0.319697,-26.843,-16.798,-5.02249999999999,-21.8205,-0.066,-0.073,0.007
386.5593,-869.058855885,-869.006208488,26.6,59.7,18.8,42.2,-869.054903,-869.00458,-868.953606,-871.823887,-871.775924,-871.733628,28.8,60.4,92.4,15.1,45.2,30.1,71.7,0.3257,0.4133,0.5727,1.376772,0.499601,0.332817,-26.841,-16.543,-5.149,-21.692,-0.07,-0.077,0.001
387.7487,-869.057456334,-869.00527872,27.5,60.2,19.4,42.6,-869.054116,-869.004071,-868.952926,-871.822973,-871.775182,-871.73279,29.3,60.7,92.8,15.6,45.6,30,72.2,0.3224,0.4122,0.57,1.376505,0.50352,0.33916,-26.792,-16.343,-5.22450000000001,-21.5675,-0.072,-0.08,0
388.9381,-869.056688042,-869.004744322,28,60.6,19.8,42.8,-869.05409,-869.003792,-868.953308,-871.822362,-871.774429,-871.732447,29.3,60.9,92.6,16,46.1,30.1,72.4,0.3267,0.4044,0.5693,1.378988,0.503448,0.337794,-26.696,-16.209,-5.2435,-21.4525,-0.071,-0.081,0.005
390.1276,-869.056495297,-869.004621274,28.1,60.6,19.9,42.9,-869.054684,-869.003625,-868.954596,-871.822128,-871.77377,-871.732674,29,61,91.8,16.2,46.5,30.3,72.3,0.3389,0.3914,0.5712,1.381846,0.499865,0.329174,-26.559,-16.145,-5.20699999999999,-21.352,-0.067,-0.08,0.014
391.317,-869.056758728,-869.004775894,27.9,60.6,19.7,42.8,-869.055741,-869.003413,-868.956544,-871.822337,-871.773308,-871.733551,28.3,61.1,90.5,16,46.8,30.8,71.8,0.3571,0.3755,0.574,1.382111,0.494544,0.315343,-26.391,-16.151,-5.11999999999999,-21.271,-0.062,-0.078,0.027
392.5064,-869.057364795,-869.005007943,27.6,60.4,19.5,42.7,-869.057544,-869.003501,-868.959247,-871.823407,-871.773497,-871.735449,27.2,61.1,88.8,15.4,46.7,31.3,70.6,0.378,0.3596,0.5772,1.379506,0.489585,0.298602,-26.204,-16.223,-4.9905,-21.2135,-0.056,-0.074,0.042
393.6958,-869.058653459,-869.005583457,26.7,60,18.9,42.4,-869.059742,-869.003643,-868.9622,-871.825047,-871.774081,-871.737958,25.8,61,87,14.3,46.3,32,69,0.3975,0.346,0.5792,1.376159,0.485879,0.279687,-26.009,-16.358,-4.82549999999999,-21.1835,-0.049,-0.07,0.057
394.8852,-869.060374324,-869.006169721,25.7,59.7,18.1,42.2,-869.06193,-869.003704,-868.964896,-871.826815,-871.774702,-871.740495,24.4,61,85.3,13.2,45.9,32.7,67.4,0.4129,0.3362,0.5799,1.376758,0.482659,0.259587,-25.814,-16.547,-4.6335,-21.1805,-0.042,-0.066,0.068
