"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy",,"Scaled S2 CASPT2 Energy","S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
198.2067,-868.987288894,-868.918536959,21.4,64.6,14.3,43.1,-868.988281,-868.916046,-868.889033,-871.747115,-871.688582,-871.66251,21.1,66.4,83.3,11.7,48.4,36.7,64.8,0.4803,0.3164,0.5897,1.39538,0.445089,0.194015,-23.096,-16.513,-3.2915,-19.8045,-0.011,-0.028,0.076
199.4302,-868.987477294,-868.919960919,21.3,63.7,14.2,42.5,-868.987344,-868.917602,-868.88837,-871.747282,-871.689984,-871.662347,21.6,65.4,83.8,11.6,47.6,36,64.9,0.4714,0.3252,0.5911,1.394025,0.457022,0.216477,-23.104,-16.519,-3.2925,-19.8115,-0.018,-0.033,0.062
200.6537,-868.98675753,-868.921308336,21.8,62.8,14.5,42,-868.985099,-868.918585,-868.886412,-871.74641,-871.690687,-871.660945,23.1,64.8,85,12.2,47.1,34.9,65.8,0.4573,0.3358,0.5921,1.395382,0.46965,0.245344,-23.14,-16.481,-3.3295,-19.8105,-0.027,-0.039,0.045
201.8772,-868.984837414,-868.921991394,23,62.4,15.3,41.7,-868.982266,-868.919608,-868.883752,-871.74522,-871.691324,-871.658925,24.8,64.2,86.7,12.9,46.7,33.8,67.1,0.4376,0.3496,0.5935,1.408229,0.477418,0.276335,-23.207,-16.408,-3.3995,-19.8075,-0.038,-0.046,0.026
203.1007,-868.982468312,-868.922582485,24.4,62,16.3,41.4,-868.979179,-868.920222,-868.880745,-871.743741,-871.691641,-871.656658,26.8,63.8,88.5,13.8,46.5,32.7,68.5,0.4173,0.3653,0.5934,1.410188,0.489599,0.310568,-23.302,-16.303,-3.4995,-19.8025,-0.049,-0.055,0.008
204.3242,-868.97991116,-868.922715426,26,61.9,17.4,41.4,-868.975319,-868.919574,-868.876853,-871.741342,-871.690794,-871.653565,29.2,64.2,91,15.3,47.1,31.8,70.4,0.3959,0.3805,0.5916,1.411249,0.501445,0.341217,-23.422,-16.171,-3.6255,-19.7965,-0.06,-0.063,-0.007
205.5477,-868.976591317,-868.921565964,28.1,62.7,18.8,41.9,-868.971477,-868.918257,-868.872934,-871.738712,-871.689453,-871.650451,31.6,65,93.4,17,47.9,30.9,72.4,0.3787,0.3922,0.5892,1.40653,0.513618,0.370681,-23.559,-16.013,-3.773,-19.786,-0.068,-0.071,-0.017
206.7712,-868.973151794,-868.919857409,30.3,63.7,20.2,42.6,-868.968824,-868.917297,-868.870385,-871.736988,-871.688713,-871.648574,33.3,65.6,95,18.1,48.4,30.3,73.5,0.3705,0.3978,0.5872,1.395839,0.524493,0.397407,-23.706,-15.834,-3.93599999999999,-19.77,-0.074,-0.077,-0.019
207.9947,-868.970685793,-868.918709934,31.8,64.5,21.3,43.1,-868.967671,-868.91695,-868.86961,-871.736372,-871.688736,-871.648162,34,65.8,95.5,18.5,48.3,29.8,73.8,0.3741,0.3952,0.5875,1.381353,0.531928,0.418016,-23.852,-15.641,-4.10550000000001,-19.7465,-0.077,-0.081,-0.014
209.2182,-868.969432601,-868.918445757,32.6,64.6,21.8,43.2,-868.967723,-868.916876,-868.870325,-871.736419,-871.689057,-871.648737,34,65.9,95.1,18.4,48.1,29.7,73.4,0.3905,0.3859,0.5912,1.361822,0.536364,0.431033,-23.989,-15.448,-4.2705,-19.7185,-0.076,-0.083,-0.003
210.4417,-868.969150086,-868.918705621,32.8,64.5,21.9,43.1,-868.968567,-868.916652,-868.871867,-871.736628,-871.688994,-871.649743,33.4,66,94.1,18.3,48.2,29.9,72.8,0.4094,0.3735,0.5936,1.343893,0.542234,0.431681,-24.118,-15.274,-4.422,-19.696,-0.073,-0.083,0.013
211.6652,-868.9695068,-868.918910283,32.6,64.3,21.8,43,-868.970258,-868.916445,-868.874207,-871.737138,-871.688704,-871.651195,32.4,66.1,92.6,18,48.4,30.4,71.9,0.4285,0.3615,0.5947,1.328539,0.550508,0.418111,-24.238,-15.132,-4.553,-19.685,-0.067,-0.08,0.032
212.8887,-868.970703681,-868.919135039,31.8,64.2,21.3,42.9,-868.973083,-868.916746,-868.877545,-871.738485,-871.688776,-871.653522,30.6,65.9,90.5,17.1,48.3,31.2,70.4,0.4444,0.3514,0.594,1.319084,0.560038,0.391199,-24.354,-15.034,-4.66000000000001,-19.694,-0.059,-0.076,0.051
214.1122,-868.973096325,-868.919796565,30.3,63.8,20.3,42.6,-868.976096,-868.916937,-868.880881,-871.739996,-871.688699,-871.655912,28.7,65.8,88.5,16.2,48.4,32.2,68.9,0.456,0.344,0.5917,1.319667,0.566811,0.35466,-24.471,-15.002,-4.7345,-19.7365,-0.05,-0.07,0.068
215.3357,-868.975796926,-868.920236323,28.6,63.5,19.1,42.4,-868.978653,-868.916588,-868.883533,-871.741294,-871.68825,-871.657902,27.1,66,86.8,15.4,48.7,33.3,67.7,0.4638,0.3385,0.5894,1.330601,0.567171,0.313273,-24.592,-15.037,-4.7775,-19.8145,-0.042,-0.063,0.081
216.5592,-868.978140908,-868.920045031,27.2,63.6,18.1,42.5,-868.981021,-868.916189,-868.885756,-871.742809,-871.688081,-871.659859,25.6,66.3,85.4,14.4,48.8,34.4,66.5,0.4686,0.3341,0.5868,1.350616,0.558807,0.273768,-24.715,-15.131,-4.792,-19.923,-0.034,-0.056,0.088
217.7827,-868.98037776,-868.919753908,25.8,63.8,17.2,42.6,-868.983734,-868.916509,-868.888079,-871.745138,-871.688922,-871.662323,23.9,66.1,83.9,13,48.2,35.2,64.9,0.4714,0.3308,0.5857,1.378482,0.542026,0.239746,-24.838,-15.274,-4.782,-20.056,-0.028,-0.049,0.089
219.0062,-868.983029601,-868.920126449,24.1,63.6,16.1,42.5,-868.986665,-868.917612,-868.890389,-871.748051,-871.690719,-871.66504,22.1,65.4,82.5,11.1,47.1,36,63.2,0.4711,0.3289,0.5855,1.409502,0.520045,0.214624,-24.955,-15.457,-4.74900000000001,-20.206,-0.023,-0.042,0.084
220.2297,-868.985958585,-868.921263116,22.3,62.8,14.9,42,-868.988705,-868.918654,-868.891629,-871.75031,-871.692271,-871.666708,20.8,64.8,81.7,9.7,46.1,36.4,62.2,0.4669,0.3283,0.5865,1.445437,0.493693,0.197467,-25.06,-15.673,-4.6935,-20.3665,-0.021,-0.037,0.074
221.4532,-868.988102928,-868.922255576,20.9,62.2,14,41.6,-868.989227,-868.919034,-868.891225,-871.751047,-871.692734,-871.666561,20.5,64.5,82,9.2,45.8,36.6,62.3,0.4589,0.3306,0.5879,1.480465,0.468257,0.188399,-25.147,-15.919,-4.61399999999999,-20.533,-0.021,-0.033,0.058
222.6767,-868.988815704,-868.922516018,20.5,62.1,13.7,41.5,-868.988286,-868.918799,-868.889252,-871.750225,-871.691997,-871.664595,21.1,64.7,83.2,9.8,46.3,36.5,63.5,0.447,0.3366,0.5896,1.5126,0.446165,0.185994,-25.212,-16.196,-4.508,-20.704,-0.022,-0.031,0.04
223.9002,-868.988177981,-868.922046653,20.9,62.4,13.9,41.7,-868.986646,-868.91848,-868.886543,-871.748737,-871.690894,-871.661883,22.1,64.9,84.9,10.7,47,36.3,65.2,0.4324,0.3461,0.5902,1.536773,0.430368,0.189269,-25.255,-16.486,-4.3845,-20.8705,-0.025,-0.03,0.021
225.1237,-868.986919893,-868.921403934,21.6,62.8,14.5,41.9,-868.98431,-868.917805,-868.88317,-871.74666,-871.689403,-871.658609,23.6,65.3,87,12,47.9,35.9,67.3,0.4167,0.358,0.5899,1.550257,0.421223,0.196902,-25.274,-16.787,-4.2435,-21.0305,-0.029,-0.031,0.004
226.3472,-868.98500777,-868.920355639,22.8,63.4,15.3,42.4,-868.981466,-868.916675,-868.879403,-871.744314,-871.687739,-871.655209,25.3,66,89.4,13.5,49,35.5,69.4,0.4019,0.3701,0.589,1.553856,0.417237,0.206462,-25.269,-17.095,-4.087,-21.182,-0.034,-0.033,-0.01
227.5707,-868.982565595,-868.918856854,24.4,64.4,16.3,43,-868.978819,-868.915595,-868.87618,-871.742493,-871.686697,-871.652636,27,66.7,91.4,14.6,49.6,35,71,0.3924,0.3799,0.5892,1.544327,0.418026,0.217908,-25.239,-17.399,-3.92,-21.319,-0.038,-0.036,-0.017
228.7942,-868.980213824,-868.917509443,25.9,65.2,17.3,43.6,-868.977648,-868.915678,-868.874863,-871.742356,-871.687345,-871.652085,27.7,66.6,92.2,14.7,49.2,34.5,71.3,0.3894,0.384,0.5902,1.525223,0.420832,0.228719,-25.184,-17.689,-3.7475,-21.4365,-0.041,-0.04,-0.018
230.0177,-868.979184052,-868.917483978,26.5,65.2,17.7,43.6,-868.977585,-868.916511,-868.875035,-871.743264,-871.688962,-871.652929,27.8,66.1,92.1,14.1,48.2,34.1,70.8,0.3923,0.3831,0.592,1.502358,0.424842,0.23746,-25.105,-17.954,-3.57549999999999,-21.5295,-0.042,-0.044,-0.012
231.2412,-868.979071975,-868.918357504,26.6,64.7,17.8,43.2,-868.977495,-868.916967,-868.875563,-871.743776,-871.690082,-871.653693,27.8,65.8,91.8,13.8,47.5,33.7,70.3,0.4005,0.3774,0.5943,1.477877,0.429707,0.244602,-25.006,-18.184,-3.411,-21.595,-0.043,-0.047,-0.001
232.4647,-868.978816102,-868.918980262,26.7,64.3,17.9,42.9,-868.978551,-868.918161,-868.877491,-871.744788,-871.691556,-871.655239,27.2,65.1,90.6,13.2,46.6,33.4,69.4,0.4129,0.368,0.5962,1.449097,0.438531,0.252729,-24.894,-18.372,-3.261,-21.633,-0.042,-0.051,0.015
233.6882,-868.979620984,-868.920455877,26.2,63.4,17.5,42.3,-868.979121,-868.918584,-868.878977,-871.744741,-871.69171,-871.655947,26.8,64.8,89.6,13.2,46.5,33.3,68.9,0.4243,0.359,0.5968,1.426423,0.449346,0.257541,-24.778,-18.511,-3.1335,-21.6445,-0.041,-0.054,0.032
234.9117,-868.979884589,-868.921146877,26.1,62.9,17.4,42,-868.979466,-868.918619,-868.88023,-871.744122,-871.69109,-871.656178,26.6,64.8,88.9,13.6,46.9,33.3,68.8,0.4339,0.3516,0.596,1.409485,0.462362,0.260461,-24.671,-18.596,-3.03749999999999,-21.6335,-0.039,-0.056,0.049
236.1352,-868.979945114,-868.921409028,26,62.8,17.4,41.9,-868.979352,-868.918135,-868.880978,-871.743073,-871.689914,-871.656001,26.7,65.1,88.4,14.2,47.6,33.4,68.9,0.4411,0.3452,0.5944,1.398007,0.476506,0.262037,-24.582,-18.623,-2.9795,-21.6025,-0.038,-0.057,0.064
237.3587,-868.979588486,-868.921101988,26.3,63,17.5,42.1,-868.978666,-868.917033,-868.881057,-871.741739,-871.688371,-871.655479,27.1,65.8,88.3,15.1,48.6,33.5,69.2,0.4452,0.3397,0.5915,1.390539,0.490877,0.262682,-24.523,-18.589,-2.967,-21.556,-0.037,-0.058,0.075
238.5822,-868.978716562,-868.920132801,26.8,63.6,17.9,42.5,-868.97848,-868.916431,-868.881524,-871.741471,-871.687889,-871.655932,27.2,66.1,88.1,15.3,48.9,33.6,68.9,0.4489,0.3372,0.5905,1.386224,0.504029,0.264017,-24.502,-18.49,-3.006,-21.496,-0.036,-0.058,0.081
239.8057,-868.978383209,-868.919629456,27,63.9,18,42.7,-868.979094,-868.916676,-868.882665,-871.742557,-871.68881,-871.657621,26.8,66,87.3,14.6,48.3,33.7,67.9,0.4511,0.3361,0.5899,1.383537,0.515849,0.266787,-24.526,-18.329,-3.0985,-21.4275,-0.037,-0.058,0.081
241.0292,-868.978895205,-868.919943723,26.7,63.7,17.8,42.5,-868.979843,-868.917231,-868.883794,-871.744135,-871.690297,-871.65961,26.4,65.6,86.6,13.6,47.4,33.8,66.6,0.4509,0.337,0.59,1.385699,0.524939,0.270073,-24.598,-18.104,-3.247,-21.351,-0.038,-0.057,0.076
242.2527,-868.979605775,-868.920522555,26.2,63.3,17.5,42.3,-868.980182,-868.917675,-868.884343,-871.745369,-871.691549,-871.660994,26.1,65.4,86.3,12.8,46.6,33.8,65.8,0.4467,0.3391,0.5905,1.395206,0.530141,0.273456,-24.72,-17.826,-3.447,-21.273,-0.04,-0.057,0.066
243.4762,-868.979993645,-868.920930459,26,63.1,17.4,42.1,-868.979812,-868.917804,-868.883963,-871.745669,-871.691939,-871.661094,26.4,65.3,86.5,12.6,46.3,33.7,65.7,0.438,0.3437,0.5918,1.416115,0.530235,0.275538,-24.885,-17.518,-3.68349999999999,-21.2015,-0.043,-0.056,0.052
244.6997,-868.979790362,-868.920915928,26.1,63.1,17.5,42.1,-868.979296,-868.918091,-868.883183,-871.745444,-871.691862,-871.66035,26.7,65.1,87,12.8,46.4,33.6,66.2,0.4255,0.351,0.5932,1.444127,0.527096,0.277258,-25.087,-17.194,-3.9465,-21.1405,-0.046,-0.055,0.036
245.9232,-868.979550187,-868.920968194,26.3,63,17.6,42.1,-868.978163,-868.917878,-868.881569,-871.74418,-871.690773,-871.65838,27.4,65.2,88,13.6,47.1,33.5,67.4,0.4117,0.36,0.5945,1.470553,0.524337,0.280922,-25.315,-16.865,-4.22499999999999,-21.09,-0.049,-0.055,0.021
247.1467,-868.978761276,-868.920460262,26.8,63.4,17.9,42.3,-868.976335,-868.916957,-868.87906,-871.742049,-871.688831,-871.655432,28.6,65.8,89.6,14.9,48.3,33.4,69.2,0.3996,0.3714,0.5963,1.49246,0.522063,0.286371,-25.555,-16.553,-4.50100000000001,-21.054,-0.052,-0.055,0.008
248.3702,-868.977277598,-868.919227785,27.7,64.1,18.5,42.8,-868.974317,-868.915662,-868.876292,-871.7398,-871.686752,-871.652413,29.8,66.6,91.3,16.3,49.6,33.3,71.1,0.39,0.3804,0.597,1.503595,0.522031,0.293285,-25.796,-16.28,-4.758,-21.038,-0.054,-0.055,0
249.5937,-868.975534201,-868.917676074,28.8,65.1,19.2,43.5,-868.973302,-868.915112,-868.874593,-871.738852,-871.68598,-871.650825,30.5,67,92.4,16.9,50.1,33.2,72.1,0.3875,0.387,0.5982,1.503403,0.522272,0.300872,-26.026,-16.055,-4.9855,-21.0405,-0.055,-0.055,-0.002
250.8172,-868.974660498,-868.916992267,29.3,65.5,19.6,43.8,-868.973956,-868.915905,-868.874742,-871.739875,-871.687174,-871.651413,30,66.5,92.3,16.3,49.3,33,71.8,0.3923,0.3887,0.6007,1.49255,0.521529,0.307634,-26.234,-15.883,-5.1755,-21.0585,-0.055,-0.056,0.003
252.0407,-868.975298921,-868.917805543,28.9,65,19.3,43.4,-868.97514,-868.91691,-868.875603,-871.741519,-871.688956,-871.65284,29.3,65.8,91.8,15.2,48.2,33,70.9,0.4023,0.3861,0.6037,1.476061,0.518072,0.309905,-26.413,-15.768,-5.32250000000001,-21.0905,-0.053,-0.056,0.013
253.2642,-868.976326577,-868.918959791,28.3,64.3,18.9,43,-868.977013,-868.918204,-868.877323,-871.743488,-871.690964,-871.654831,28.1,65,90.7,14,46.9,32.9,69.6,0.4173,0.3795,0.6063,1.452184,0.514079,0.309385,-26.553,-15.708,-5.4225,-21.1305,-0.049,-0.056,0.027
254.4877,-868.977944064,-868.920508603,27.3,63.3,18.2,42.3,-868.97874,-868.919148,-868.878981,-871.744884,-871.692274,-871.656354,27,64.4,89.6,13.1,46.1,33,68.7,0.4306,0.3715,0.608,1.432873,0.50765,0.303555,-26.649,-15.705,-5.47199999999999,-21.177,-0.045,-0.056,0.043
255.7112,-868.979416028,-868.921709702,26.4,62.6,17.6,41.8,-868.980459,-868.919949,-868.880716,-871.745808,-871.692926,-871.657524,26,63.9,88.6,12.5,45.7,33.2,67.9,0.4411,0.3634,0.6083,1.420206,0.500549,0.292159,-26.697,-15.752,-5.4725,-21.2245,-0.04,-0.055,0.06
256.9347,-868.980897563,-868.922723791,25.4,61.9,17,41.4,-868.981407,-868.919932,-868.881808,-871.74565,-871.692391,-871.657702,25.4,64,87.9,12.6,46.1,33.5,67.8,0.4495,0.3558,0.6075,1.412293,0.493001,0.277758,-26.697,-15.845,-5.426,-21.271,-0.036,-0.054,0.074
258.1582,-868.98165355,-868.922889351,25,61.8,16.7,41.3,-868.98141,-868.919044,-868.882004,-871.74456,-871.690852,-871.656962,25.4,64.5,87.8,13.3,47,33.7,68.3,0.4549,0.3496,0.6064,1.410949,0.485412,0.262135,-26.651,-15.979,-5.336,-21.315,-0.032,-0.053,0.084
259.3817,-868.981516556,-868.922127946,25,62.3,16.7,41.6,-868.980221,-868.917152,-868.881084,-871.742765,-871.688612,-871.655516,26.1,65.7,88.3,14.4,48.4,34,69.2,0.457,0.3454,0.6052,1.418378,0.476167,0.245226,-26.571,-16.146,-5.21250000000001,-21.3585,-0.029,-0.051,0.088
260.6052,-868.980255132,-868.920297217,25.8,63.5,17.3,42.4,-868.979957,-868.916264,-868.881098,-871.742463,-871.687908,-871.655556,26.3,66.3,88.3,14.6,48.9,34.3,69.2,0.4582,0.3429,0.6041,1.426029,0.468058,0.231537,-26.465,-16.339,-5.063,-21.402,-0.027,-0.049,0.087
261.8287,-868.979947941,-868.919446754,26,64,17.4,42.7,-868.980031,-868.915884,-868.881396,-871.743076,-871.688217,-871.656431,26.2,66.5,88.1,14.2,48.7,34.5,68.6,0.4569,0.3426,0.6033,1.435701,0.460985,0.221542,-26.347,-16.551,-4.89800000000001,-21.449,-0.026,-0.047,0.08
263.0521,-868.980024378,-868.919070114,26,64.2,17.4,42.9,-868.980201,-868.915903,-868.881671,-871.744201,-871.689118,-871.657627,26.1,66.5,88,13.5,48.1,34.6,67.9,0.4524,0.3446,0.6025,1.451947,0.453449,0.21363,-26.224,-16.772,-4.726,-21.498,-0.027,-0.044,0.067
264.2756,-868.980287503,-868.91901169,25.8,64.3,17.2,42.9,-868.980391,-868.916331,-868.881722,-871.745518,-871.69025,-871.658757,26,66.2,87.9,12.7,47.4,34.7,67.2,0.4405,0.3496,0.6003,1.480884,0.444232,0.2055,-26.102,-16.977,-4.5625,-21.5395,-0.029,-0.043,0.049
265.4991,-868.980668663,-868.919229726,25.6,64.1,17.1,42.8,-868.980628,-868.917046,-868.881661,-871.746645,-871.691308,-871.659524,25.9,65.8,88,12,46.7,34.7,66.7,0.4247,0.3564,0.5972,1.511883,0.436488,0.200264,-25.984,-17.157,-4.4135,-21.5705,-0.032,-0.041,0.028
266.7226,-868.980668686,-868.919229605,25.6,64.1,17.1,42.8,-868.980703,-868.918377,-868.880589,-871.747143,-871.691767,-871.658931,25.8,64.9,88.6,11.7,46.4,34.7,67,0.3843,0.3734,0.5858,1.571985,0.427583,0.196793,-25.746,-17.416,-4.16500000000001,-21.581,-0.039,-0.039,-0.013
267.9461,-868.981199528,-868.919670076,25.2,63.8,16.9,42.7,-868.979938,-868.918034,-868.879134,-871.745998,-871.690564,-871.657253,26.3,65.1,89.6,12.4,47.2,34.8,68.1,0.3674,0.382,0.5807,1.592184,0.428693,0.199038,-25.619,-17.483,-4.068,-21.551,-0.042,-0.038,-0.027
269.1696,-868.982005167,-868.92037691,24.7,63.4,16.5,42.4,-868.979718,-868.918103,-868.878,-871.745067,-871.689549,-871.655611,26.4,65.1,90.3,13,47.8,34.8,69.1,0.356,0.3906,0.5781,1.602814,0.439297,0.21017,-25.336,-17.488,-3.92400000000001,-21.412,-0.045,-0.039,-0.033
270.3931,-868.982069249,-868.920269053,24.7,63.5,16.5,42.4,-868.981839,-868.919737,-868.880234,-871.747108,-871.691588,-871.657549,25.1,64.1,88.9,11.7,46.6,34.9,67.9,0.376,0.3813,0.585,1.576127,0.456948,0.225248,-25.03,-17.345,-3.8425,-21.1875,-0.042,-0.041,-0.008
271.6166,-868.981640856,-868.919610997,25,63.9,16.7,42.7,-868.982797,-868.920231,-868.881479,-871.747896,-871.692408,-871.658514,24.5,63.8,88.1,11.2,46,34.8,67.3,0.3919,0.373,0.5888,1.552884,0.468004,0.233037,-24.876,-17.235,-3.8205,-21.0555,-0.039,-0.043,0.014
272.8401,-868.981284982,-868.91907892,25.2,64.2,16.8,42.9,-868.983528,-868.920477,-868.882561,-871.748175,-871.692767,-871.65908,24,63.6,87.4,11,45.8,34.8,67,0.4083,0.364,0.5921,1.525115,0.48071,0.241697,-24.724,-17.108,-3.80799999999999,-20.916,-0.037,-0.045,0.038
274.0636,-868.981647598,-868.919432077,25,64,16.7,42.8,-868.980969,-868.917514,-868.881621,-871.743348,-871.688854,-871.655801,25.6,65.5,88,14.1,48.3,34.2,69,0.4484,0.3456,0.597,1.427106,0.524433,0.275651,-24.252,-16.67,-3.79100000000001,-20.461,-0.032,-0.055,0.101
275.2871,-868.98260657,-868.920495467,24.4,63.3,16.3,42.3,-868.978847,-868.915933,-868.880081,-871.740914,-871.686938,-871.653855,27,66.5,89,15.6,49.5,33.9,70.2,0.4553,0.3434,0.5984,1.402994,0.534587,0.287946,-24.08,-16.528,-3.77600000000001,-20.304,-0.033,-0.059,0.111
276.5106,-868.983375592,-868.921452119,23.9,62.7,15.9,41.9,-868.977657,-868.915518,-868.879494,-871.73991,-871.686618,-871.653303,27.7,66.7,89.3,16.2,49.7,33.5,70.6,0.4606,0.3434,0.5999,1.378419,0.5437,0.303408,-23.899,-16.397,-3.751,-20.148,-0.035,-0.062,0.114
277.7341,-868.984000047,-868.922267668,23.5,62.2,15.7,41.6,-868.975442,-868.9172,-868.878389,-871.740907,-871.689667,-871.654409,29.1,65.7,90,15.6,47.8,32.2,69.9,0.4481,0.3577,0.6062,1.373209,0.548767,0.338322,-23.326,-16.085,-3.62049999999999,-19.7055,-0.05,-0.07,0.076
278.9576,-868.98437919,-868.92284455,23.2,61.9,15.5,41.3,-868.975305,-868.91855,-868.878143,-871.742093,-871.691222,-871.655124,29.2,64.8,90.2,14.9,46.8,31.9,69.4,0.4295,0.368,0.6054,1.400396,0.54519,0.338691,-23.135,-16.019,-3.55799999999999,-19.577,-0.055,-0.071,0.052
280.1811,-868.984231563,-868.922964723,23.3,61.8,15.6,41.3,-868.974794,-868.919811,-868.87668,-871.743186,-871.692333,-871.655195,29.5,64,91.1,14.2,46.1,31.9,69.4,0.3833,0.3927,0.5965,1.462324,0.540131,0.324158,-22.76,-15.958,-3.401,-19.359,-0.064,-0.07,0.002
281.4046,-868.98300308,-868.922110714,24.1,62.3,16.1,41.6,-868.978407,-868.920434,-868.878418,-871.745743,-871.692755,-871.657004,27.3,63.6,90,12.6,45.8,33.2,68.3,0.363,0.3967,0.5835,1.525675,0.498945,0.263524,-22.028,-15.991,-3.01849999999999,-19.0095,-0.056,-0.054,-0.03
282.6281,-868.980958933,-868.920630919,25.4,63.2,17,42.3,-868.980552,-868.92073,-868.880077,-871.746956,-871.693014,-871.658122,25.9,63.4,89,11.8,45.7,33.9,67.6,0.3745,0.3852,0.5832,1.534558,0.479091,0.244323,-21.856,-15.982,-2.937,-18.919,-0.049,-0.049,-0.018
283.8516,-868.978683904,-868.919128421,26.8,64.2,17.9,42.9,-868.982488,-868.920549,-868.88138,-871.747699,-871.692679,-871.658728,24.7,63.6,88.1,11.3,45.9,34.6,67.2,0.388,0.3719,0.5831,1.541605,0.459487,0.225887,-21.695,-15.947,-2.874,-18.821,-0.041,-0.044,-0.001
285.0751,-868.977397732,-868.918791917,27.6,64.4,18.5,43,-868.984343,-868.920151,-868.882546,-871.748218,-871.69206,-871.659118,23.5,63.8,87.4,11,46.3,35.3,66.9,0.4007,0.3572,0.5812,1.544739,0.442517,0.209058,-21.551,-15.878,-2.8365,-18.7145,-0.033,-0.039,0.02
286.2986,-868.976323918,-868.918847999,28.3,64.4,18.9,43,-868.985657,-868.919327,-868.883119,-871.748188,-871.690957,-871.658884,22.7,64.3,87.1,11,47,36,67.1,0.4119,0.3445,0.5804,1.546936,0.428713,0.194898,-21.423,-15.768,-2.8275,-18.5955,-0.025,-0.035,0.041
287.5221,-868.975686802,-868.919355818,28.7,64,19.2,42.8,-868.985208,-868.915705,-868.881753,-871.745791,-871.686975,-871.656311,23,66.6,87.9,12.5,49.5,37,68.7,0.4294,0.3268,0.579,1.542607,0.417952,0.179184,-21.204,-15.439,-2.88250000000001,-18.3215,-0.014,-0.031,0.078
288.7456,-868.975531738,-868.920223107,28.8,63.5,19.2,42.4,-868.985347,-868.914935,-868.88188,-871.745452,-871.686297,-871.656106,22.9,67.1,87.8,12.8,49.9,37.1,68.8,0.4375,0.323,0.5799,1.528229,0.42482,0.180102,-21.1,-15.23,-2.935,-18.165,-0.011,-0.03,0.089
289.9691,-868.975803141,-868.921214974,28.6,62.9,19.1,42,-868.986119,-868.915397,-868.882925,-871.746098,-871.686912,-871.657016,22.4,66.8,87.2,12.4,49.5,37.1,68.3,0.4429,0.3232,0.5808,1.510721,0.438786,0.186055,-20.992,-14.995,-2.99849999999999,-17.9935,-0.011,-0.031,0.094
291.1926,-868.976212413,-868.921814901,28.4,62.5,19,41.8,-868.98656,-868.916193,-868.883906,-871.746725,-871.687878,-871.657989,22.1,66.3,86.6,12,48.9,36.9,67.6,0.4457,0.3268,0.582,1.492558,0.456996,0.19621,-20.876,-14.738,-3.069,-17.807,-0.013,-0.033,0.091
292.4161,-868.976294433,-868.921540532,28.3,62.7,18.9,41.9,-868.987237,-868.918033,-868.88518,-871.747912,-871.689506,-871.65941,21.7,65.1,85.8,11.2,47.9,36.7,66.7,0.4411,0.3345,0.5827,1.490888,0.474094,0.205957,-20.751,-14.462,-3.14450000000001,-17.6065,-0.018,-0.035,0.082
293.6396,-868.975955487,-868.920489086,28.5,63.3,19.1,42.3,-868.987038,-868.919595,-868.885609,-871.748489,-871.690735,-871.660091,21.8,64.2,85.5,10.9,47.1,36.2,66.3,0.4302,0.3444,0.5827,1.501276,0.488509,0.215535,-20.619,-14.168,-3.2255,-17.3935,-0.025,-0.038,0.066
294.8631,-868.976771075,-868.920362434,28,63.4,18.7,42.4,-868.986341,-868.920951,-868.88547,-871.748827,-871.691826,-871.660419,22.3,63.3,85.6,10.6,46.4,35.8,66.1,0.4151,0.3567,0.583,1.519773,0.500602,0.225026,-20.484,-13.859,-3.3125,-17.1715,-0.032,-0.041,0.046
296.0866,-868.978358468,-868.920994797,27,63,18.1,42.1,-868.984924,-868.921529,-868.884472,-871.748593,-871.692342,-871.660152,23.2,62.9,86.2,10.8,46.1,35.3,66.3,0.3969,0.371,0.5825,1.53847,0.512814,0.233535,-20.347,-13.545,-3.40100000000001,-16.946,-0.04,-0.045,0.025
297.3101,-868.980271772,-868.921797175,25.8,62.5,17.2,41.8,-868.982507,-868.920794,-868.882367,-871.747431,-871.691837,-871.659022,24.7,63.4,87.5,11.5,46.4,34.9,67,0.3786,0.3834,0.5808,1.556542,0.52275,0.240485,-20.206,-13.225,-3.4905,-16.7155,-0.047,-0.048,0.005
298.5336,-868.982143622,-868.9223709,24.6,62.2,16.5,41.5,-868.980093,-868.919611,-868.88027,-871.746243,-871.69122,-871.658001,26.2,64.2,88.8,12.3,46.8,34.5,67.6,0.3646,0.3927,0.5797,1.567814,0.530768,0.246418,-20.057,-12.908,-3.5745,-16.4825,-0.052,-0.05,-0.01
