"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy","Scaled S2 CASPT2 Energy","S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
104.0692,-869.026356146,-868.96009628,22.9,64.5,16,45.1,-869.025295,-868.956241,-868.924289,-871.784734,-871.72619,-871.698953,23.4,66.7,86.8,13.5,50.2,36.7,0.4667,0.3793,0.5903,1.241482,0.587777,0.266329,-30.051,-25.866,-2.09249999999999,-27.9585,-0.023,-0.032,0.071
105.2654,-869.025291072,-868.958895879,23.6,65.2,16.5,45.6,-869.023699,-868.954842,-868.922174,-871.782588,-871.724267,-871.696362,24.4,67.6,88.1,14.8,51.4,36.6,0.4705,0.3776,0.5926,1.225701,0.583177,0.272422,-29.873,-25.776,-2.04849999999999,-27.8245,-0.022,-0.031,0.079
106.4616,-869.023687544,-868.957524228,24.6,66.1,17.2,46.2,-869.022255,-868.953947,-868.920305,-871.781173,-871.72319,-871.694467,25.3,68.2,89.3,15.7,52.1,36.4,0.4685,0.3765,0.5944,1.221836,0.573447,0.275104,-29.667,-25.683,-1.992,-27.675,-0.022,-0.031,0.081
107.6578,-869.022268708,-868.956598346,25.5,66.7,17.8,46.6,-869.021618,-868.954001,-868.91954,-871.781153,-871.723685,-871.694131,25.7,68.1,89.8,15.7,51.8,36.1,0.4662,0.3743,0.5953,1.21692,0.562838,0.277064,-29.443,-25.591,-1.926,-27.517,-0.023,-0.031,0.077
108.854,-869.021714909,-868.956650013,25.8,66.6,18,46.6,-869.021172,-868.954336,-868.919072,-871.781702,-871.724669,-871.694406,26,67.9,90,15.4,51.2,35.8,0.459,0.374,0.5954,1.223865,0.549669,0.273553,-29.209,-25.501,-1.854,-27.355,-0.025,-0.031,0.069
110.0502,-869.021381247,-868.956913522,26,66.5,18.2,46.5,-869.020891,-868.954837,-868.918921,-871.782562,-871.725884,-871.695094,26.2,67.6,90.1,14.8,50.4,35.6,0.4486,0.3745,0.5943,1.239533,0.535463,0.265529,-28.973,-25.415,-1.77900000000001,-27.194,-0.027,-0.031,0.056
111.2464,-869.021261874,-868.957294301,26.1,66.2,18.2,46.3,-869.020814,-868.955433,-868.919067,-871.783471,-871.727009,-871.69594,26.2,67.2,90.1,14.3,49.7,35.4,0.4352,0.3766,0.5919,1.261588,0.521708,0.253924,-28.744,-25.333,-1.7055,-27.0385,-0.03,-0.031,0.042
112.4426,-869.021383431,-868.957727352,26,66,18.2,46.1,-869.021047,-868.956157,-868.919561,-871.784351,-871.727934,-871.696874,26.1,66.8,89.7,13.7,49.1,35.4,0.4206,0.38,0.5887,1.288509,0.509196,0.240099,-28.53,-25.251,-1.6395,-26.8905,-0.032,-0.03,0.026
113.6388,-869.021827857,-868.958251564,25.7,65.6,18,45.9,-869.02133,-868.956673,-868.920147,-871.784902,-871.728405,-871.69762,25.9,66.5,89.4,13.4,48.8,35.4,0.4071,0.3834,0.584,1.314307,0.498918,0.226595,-28.337,-25.168,-1.58449999999999,-26.7525,-0.034,-0.03,0.012
114.835,-869.022300393,-868.958585267,25.4,65.4,17.8,45.7,-869.021346,-868.956672,-868.920467,-871.78491,-871.728211,-871.697943,25.9,66.5,89.2,13.4,48.9,35.5,0.3955,0.3864,0.5787,1.33866,0.490689,0.213717,-28.172,-25.079,-1.54649999999999,-26.6255,-0.035,-0.029,0
116.0312,-869.022434862,-868.958431833,25.4,65.5,17.7,45.8,-869.02099,-868.956108,-868.920473,-871.784482,-871.727573,-871.697908,26.1,66.8,89.2,13.6,49.3,35.7,0.3895,0.3871,0.5747,1.354385,0.4864,0.204533,-28.037,-24.98,-1.52850000000001,-26.5085,-0.035,-0.03,-0.008
117.2274,-869.022122544,-868.957801489,25.6,65.9,17.9,46.1,-869.021415,-868.956206,-868.921321,-871.784965,-871.727868,-871.698829,25.8,66.7,88.6,13.3,49.2,35.9,0.3892,0.3855,0.5715,1.359606,0.487201,0.199699,-27.937,-24.872,-1.5325,-26.4045,-0.035,-0.03,-0.012
118.4236,-869.022500123,-868.957927546,25.3,65.8,17.7,46,-869.022068,-868.956504,-868.922427,-871.785809,-871.728591,-871.700127,25.4,66.6,87.9,12.8,48.7,35.9,0.3941,0.3822,0.5697,1.353529,0.493944,0.199903,-27.874,-24.755,-1.5595,-26.3145,-0.035,-0.032,-0.011
119.6198,-869.023025975,-868.958333538,25,65.6,17.5,45.8,-869.022477,-868.956635,-868.923225,-871.786417,-871.72918,-871.701125,25.2,66.5,87.4,12.4,48.3,35.9,0.4023,0.3775,0.5682,1.33699,0.50696,0.205505,-27.848,-24.63,-1.60900000000001,-26.239,-0.035,-0.034,-0.006
120.816,-869.023256682,-868.95862157,24.8,65.4,17.4,45.7,-869.022202,-868.956248,-868.923209,-871.786197,-871.729101,-871.701169,25.3,66.7,87.5,12.6,48.4,35.8,0.4126,0.3731,0.5676,1.311953,0.524067,0.21677,-27.859,-24.497,-1.681,-26.178,-0.035,-0.038,0.002
122.0122,-869.022786559,-868.95842753,25.1,65.5,17.6,45.8,-869.021806,-868.956095,-868.922887,-871.785568,-871.728815,-871.700632,25.6,66.8,87.7,13,48.6,35.6,0.4224,0.3699,0.5674,1.283159,0.544058,0.233429,-27.905,-24.359,-1.773,-26.132,-0.035,-0.042,0.012
123.2084,-869.022193674,-868.958441734,25.5,65.5,17.8,45.8,-869.021318,-868.956193,-868.922287,-871.784597,-871.728417,-871.699549,25.9,66.8,88,13.6,48.8,35.2,0.4314,0.3672,0.5678,1.25263,0.562381,0.255732,-27.982,-24.218,-1.88200000000001,-26.1,-0.037,-0.047,0.023
124.4046,-869.02153735,-868.958690999,25.9,65.4,18.1,45.7,-869.02005,-868.955868,-868.920742,-871.782718,-871.727344,-871.697358,26.7,67,89,14.7,49.5,34.8,0.4393,0.3655,0.5696,1.22466,0.575233,0.282893,-28.084,-24.075,-2.00450000000001,-26.0795,-0.039,-0.053,0.034
125.6008,-869.020133372,-868.958497074,26.8,65.5,18.7,45.8,-869.018018,-868.955021,-868.918339,-871.780138,-871.725757,-871.694345,28,67.5,90.5,16.4,50.5,34.1,0.4468,0.364,0.5725,1.199542,0.58138,0.314166,-28.203,-23.933,-2.13500000000001,-26.068,-0.041,-0.059,0.043
126.797,-869.017997247,-868.9577648,28.2,65.9,19.7,46.1,-869.015648,-868.953899,-868.915563,-871.777426,-871.724137,-871.691163,29.4,68.2,92.3,18.1,51.5,33.4,0.4538,0.363,0.5764,1.176349,0.581656,0.348036,-28.33,-23.797,-2.26650000000001,-26.0635,-0.045,-0.064,0.05
127.9932,-869.01554349,-868.956757443,29.7,66.6,20.7,46.5,-869.014,-868.953464,-868.913539,-871.775763,-871.723535,-871.689074,30.5,68.5,93.5,19.1,51.9,32.8,0.4595,0.3629,0.5803,1.157454,0.578361,0.381836,-28.455,-23.67,-2.39250000000001,-26.0625,-0.048,-0.068,0.053
129.1894,-869.013836451,-868.956405619,30.8,66.8,21.5,46.7,-869.012918,-868.953432,-868.91215,-871.775007,-871.723632,-871.687937,31.2,68.5,94.4,19.6,51.8,32.2,0.4619,0.3636,0.5834,1.148631,0.572772,0.408659,-28.567,-23.559,-2.504,-26.063,-0.051,-0.071,0.054
130.3856,-869.012744664,-868.956396702,31.4,66.8,22,46.7,-869.011952,-868.953247,-868.91102,-871.774503,-871.723722,-871.687191,31.8,68.6,95.1,19.9,51.8,31.9,0.4613,0.3656,0.5853,1.146573,0.569827,0.427927,-28.656,-23.469,-2.59350000000001,-26.0625,-0.054,-0.072,0.05
131.5818,-869.011816685,-868.956193554,32,66.9,22.4,46.8,-869.011528,-868.953262,-868.910569,-871.774516,-871.723966,-871.68708,32,68.6,95.4,19.9,51.6,31.7,0.4568,0.3689,0.5856,1.15309,0.571654,0.436294,-28.714,-23.403,-2.6555,-26.0585,-0.056,-0.072,0.044
132.778,-869.011490535,-868.95613691,32.2,67,22.5,46.8,-869.011992,-868.953801,-868.911102,-871.775307,-871.724466,-871.687838,31.7,68.3,95,19.4,51.3,31.9,0.4473,0.3745,0.5846,1.173279,0.578111,0.429842,-28.732,-23.36,-2.68599999999999,-26.046,-0.056,-0.069,0.037
133.9742,-869.0121017,-868.956483735,31.8,66.8,22.3,46.6,-869.013146,-868.954488,-868.912471,-871.776509,-871.725014,-871.68919,31,67.8,94.2,18.6,51,32.4,0.4373,0.3802,0.5827,1.195556,0.588228,0.41204,-28.706,-23.338,-2.684,-26.022,-0.055,-0.064,0.029
135.1704,-869.013417305,-868.9569918,31,66.4,21.7,46.4,-869.014654,-868.95501,-868.91429,-871.777836,-871.725342,-871.690823,30.1,67.5,93,17.8,50.7,32.9,0.4288,0.3849,0.5807,1.219044,0.598408,0.383991,-28.636,-23.33,-2.65299999999999,-25.983,-0.053,-0.058,0.023
136.3666,-869.01505422,-868.957344195,30,66.2,21,46.3,-869.016154,-868.955046,-868.916207,-871.779042,-871.725342,-871.692514,29.1,67.5,91.8,17,50.7,33.7,0.4244,0.3877,0.5794,1.238598,0.605784,0.350483,-28.525,-23.33,-2.5975,-25.9275,-0.049,-0.051,0.019
137.5628,-869.016618597,-868.957272621,29,66.3,20.3,46.3,-869.017795,-868.954887,-868.918312,-871.780425,-871.725413,-871.694509,28.1,67.6,90.5,16.2,50.7,34.5,0.4246,0.3885,0.5786,1.253087,0.608161,0.315843,-28.382,-23.333,-2.5245,-25.8575,-0.043,-0.044,0.019
138.759,-869.018257379,-868.957064531,28,66.4,19.6,46.4,-869.019971,-868.955063,-868.920931,-871.782408,-871.72612,-871.697191,26.7,67.5,88.9,14.9,50.3,35.4,0.4306,0.3865,0.5787,1.258674,0.606501,0.284618,-28.216,-23.335,-2.4405,-25.7755,-0.037,-0.036,0.022
139.9552,-869.020368459,-868.957270292,26.7,66.3,18.6,46.3,-869.021747,-868.954904,-868.923004,-871.784057,-871.726595,-871.699453,25.6,67.6,87.6,13.9,50,36.1,0.438,0.3829,0.5787,1.260848,0.600475,0.258067,-28.041,-23.334,-2.3535,-25.6875,-0.031,-0.03,0.027
141.1514,-869.022059733,-868.95716666,25.6,66.3,17.9,46.4,-869.023211,-868.954655,-868.924559,-871.785333,-871.726869,-871.701159,24.7,67.7,86.6,13.1,49.8,36.7,0.4456,0.3789,0.579,1.261354,0.591043,0.236867,-27.865,-23.334,-2.2655,-25.5995,-0.026,-0.025,0.034
142.3476,-869.023442131,-868.956984784,24.7,66.4,17.3,46.4,-869.02432,-868.954498,-868.925532,-871.786138,-871.726929,-871.702102,24,67.8,86,12.6,49.7,37.1,0.4514,0.3744,0.5797,1.264537,0.578396,0.221046,-27.695,-23.337,-2.179,-25.516,-0.021,-0.021,0.041
143.5438,-869.02448957,-868.956893231,24.1,66.5,16.8,46.5,-869.024622,-868.954067,-868.925532,-871.786031,-871.726375,-871.701861,23.8,68.1,86,12.7,50.1,37.4,0.4546,0.3702,0.5804,1.270282,0.563057,0.210333,-27.537,-23.339,-2.099,-25.438,-0.018,-0.02,0.048
144.74,-869.024763023,-868.956515155,23.9,66.7,16.7,46.6,-869.024566,-868.953915,-868.925098,-871.785556,-871.7258,-871.701029,23.9,68.2,86.3,13,50.5,37.5,0.4559,0.3672,0.5815,1.275996,0.549205,0.205539,-27.393,-23.338,-2.0275,-25.3655,-0.017,-0.02,0.053
145.9362,-869.024698744,-868.956398618,23.9,66.8,16.7,46.7,-869.023605,-868.953428,-868.92372,-871.78429,-871.724791,-871.699251,24.5,68.5,87.1,13.8,51.1,37.3,0.4552,0.3658,0.5828,1.278585,0.538116,0.20674,-27.266,-23.332,-1.967,-25.299,-0.017,-0.021,0.056
147.1324,-869.023753224,-868.955936448,24.5,67.1,17.1,46.9,-869.022189,-868.95295,-868.921906,-871.782821,-871.723914,-871.69719,25.3,68.8,88.3,14.7,51.6,36.9,0.4543,0.3657,0.5846,1.275337,0.530687,0.213906,-27.157,-23.316,-1.9205,-25.2365,-0.018,-0.025,0.056
148.3285,-869.022365542,-868.955483515,25.4,67.4,17.8,47.1,-869.02084,-868.952872,-868.920197,-871.781726,-871.72364,-871.695475,26.2,68.8,89.3,15.4,51.8,36.4,0.4532,0.3674,0.5867,1.268599,0.525235,0.225566,-27.065,-23.289,-1.88800000000001,-25.177,-0.022,-0.029,0.053
149.5247,-869.021046929,-868.955412956,26.2,67.4,18.3,47.1,-869.019373,-868.952878,-868.918454,-871.780753,-871.723698,-871.693905,27.1,68.8,90.4,16,51.8,35.8,0.4522,0.3696,0.5893,1.258045,0.520817,0.241312,-26.987,-23.247,-1.86999999999999,-25.117,-0.026,-0.034,0.048
150.7209,-869.019627179,-868.95543681,27.1,67.4,19,47.1,-869.018264,-868.953344,-868.917132,-871.780221,-871.724248,-871.692805,27.8,68.5,91.3,16.3,51.4,35.1,0.4499,0.3729,0.5911,1.249149,0.517234,0.258649,-26.921,-23.191,-1.865,-25.056,-0.032,-0.039,0.04
151.9171,-869.018580068,-868.955894779,27.8,67.1,19.4,46.9,-869.017187,-868.953784,-868.91587,-871.779649,-871.724678,-871.691698,28.5,68.3,92.1,16.7,51.2,34.5,0.4449,0.3766,0.5917,1.246275,0.512772,0.274671,-26.861,-23.122,-1.86949999999999,-24.9915,-0.037,-0.045,0.029
153.1133,-869.017593592,-868.956298079,28.4,66.9,19.9,46.7,-869.016415,-868.954373,-868.914918,-871.779186,-871.725022,-871.690757,29,67.9,92.7,17,50.9,33.9,0.4371,0.3809,0.5905,1.251147,0.510026,0.288742,-26.8,-23.045,-1.87750000000001,-24.9225,-0.043,-0.05,0.019
154.3095,-869.016938405,-868.956802616,28.8,66.6,20.1,46.5,-869.015951,-868.954876,-868.914334,-871.778766,-871.725142,-871.69003,29.3,67.6,93,17.2,50.9,33.7,0.4291,0.3845,0.5876,1.257226,0.510944,0.301074,-26.73,-22.964,-1.883,-24.847,-0.047,-0.054,0.008
155.5057,-869.016577599,-868.95722463,29,66.3,20.3,46.3,-869.015252,-868.954718,-868.913611,-871.777921,-871.724552,-871.689088,29.7,67.7,93.5,17.8,51.2,33.4,0.4221,0.3868,0.5836,1.264372,0.515616,0.311215,-26.645,-22.884,-1.88050000000001,-24.7645,-0.051,-0.057,0.001
156.7019,-869.015940788,-868.957009403,29.4,66.4,20.6,46.4,-869.014944,-868.954433,-868.91343,-871.777389,-871.723991,-871.688727,29.9,67.9,93.6,18.1,51.6,33.5,0.4193,0.3864,0.5794,1.268298,0.52368,0.319908,-26.54,-22.809,-1.8655,-24.6745,-0.053,-0.058,-0.003
157.8981,-869.015602578,-868.956733497,29.7,66.6,20.7,46.5,-869.01496,-868.95395,-868.913728,-871.777179,-871.723496,-871.688947,29.9,68.2,93.4,18.2,51.9,33.7,0.4217,0.3843,0.5764,1.266403,0.535236,0.326591,-26.416,-22.739,-1.8385,-24.5775,-0.052,-0.059,-0.001
159.0943,-869.015480692,-868.956334529,29.7,66.8,20.8,46.7,-869.015612,-868.953616,-868.914857,-871.777624,-871.723497,-871.690107,29.5,68.4,92.7,17.9,51.9,34,0.4309,0.3798,0.5742,1.252576,0.550827,0.332775,-26.278,-22.673,-1.8025,-24.4755,-0.05,-0.059,0.005
160.2905,-869.015912915,-868.956172882,29.5,66.9,20.6,46.8,-869.01653,-868.953177,-868.916301,-871.778302,-871.723564,-871.69169,28.9,68.6,91.8,17.5,51.9,34.4,0.4431,0.3753,0.5726,1.23226,0.569545,0.336055,-26.132,-22.607,-1.7625,-24.3695,-0.047,-0.057,0.016
161.4867,-869.016566251,-868.95591756,29,67.1,20.3,46.9,-869.017944,-868.953095,-868.918211,-871.77935,-871.723942,-871.693715,28,68.7,90.6,16.9,51.6,34.7,0.4564,0.3718,0.5705,1.206643,0.591682,0.337893,-25.986,-22.537,-1.72449999999999,-24.2615,-0.043,-0.056,0.029
162.6829,-869.01773594,-868.955985518,28.3,67.1,19.8,46.9,-869.019545,-868.953294,-868.920257,-871.780479,-871.724433,-871.695799,27,68.6,89.3,16.1,51.3,35.2,0.4681,0.3699,0.5678,1.179729,0.614849,0.337549,-25.849,-22.458,-1.6955,-24.1535,-0.039,-0.054,0.043
163.8791,-869.019154959,-868.956269783,27.4,66.9,19.2,46.7,-869.021138,-868.953866,-868.9222,-871.781582,-871.725053,-871.697645,26,68.2,88.1,15.5,50.9,35.4,0.4762,0.3682,0.5653,1.160583,0.633421,0.335662,-25.727,-22.368,-1.6795,-24.0475,-0.035,-0.052,0.056
165.0753,-869.020641116,-868.956871781,26.5,66.5,18.5,46.5,-869.022004,-868.954299,-868.923342,-871.782084,-871.725337,-871.698588,25.5,67.9,87.4,15.1,50.7,35.6,0.4801,0.3668,0.5642,1.152561,0.644505,0.333577,-25.625,-22.265,-1.68000000000001,-23.945,-0.033,-0.051,0.066
166.2715,-869.021465682,-868.957301593,26,66.2,18.2,46.3,-869.02159,-868.954119,-868.923117,-871.781597,-871.724958,-871.698201,25.7,68.1,87.5,15.4,51,35.6,0.4801,0.3651,0.565,1.155724,0.64775,0.333225,-25.545,-22.15,-1.69749999999999,-23.8475,-0.032,-0.051,0.072
167.4677,-869.021063756,-868.957100543,26.2,66.4,18.3,46.4,-869.020456,-868.95384,-868.922102,-871.78081,-871.724628,-871.697274,26.4,68.2,88.1,15.9,51.2,35.3,0.4773,0.3637,0.5672,1.164892,0.645032,0.337025,-25.487,-22.023,-1.732,-23.755,-0.033,-0.052,0.074
168.6639,-869.019971594,-868.956796779,26.9,66.6,18.8,46.5,-869.019015,-868.953787,-868.920684,-871.78012,-871.724692,-871.696223,27.3,68.3,89,16.4,51.2,34.8,0.4723,0.3632,0.5704,1.177224,0.638735,0.345085,-25.451,-21.887,-1.782,-23.669,-0.036,-0.053,0.071
169.8601,-869.018618765,-868.956690884,27.8,66.6,19.4,46.6,-869.017002,-868.953539,-868.918591,-871.779135,-871.724667,-871.694716,28.6,68.4,90.4,17,51.2,34.2,0.4651,0.3641,0.5739,1.191276,0.630056,0.355883,-25.437,-21.743,-1.84700000000001,-23.59,-0.04,-0.056,0.065
171.0563,-869.016733181,-868.956365526,28.9,66.8,20.2,46.7,-869.014527,-868.953038,-868.915983,-871.777743,-871.724348,-871.692748,30.1,68.7,92,17.9,51.4,33.5,0.4562,0.3663,0.577,1.203831,0.620999,0.368321,-25.443,-21.593,-1.92500000000001,-23.518,-0.044,-0.058,0.055
172.2525,-869.014437768,-868.955740695,30.4,67.2,21.2,47,-869.012086,-868.95249,-868.913291,-871.776235,-871.723818,-871.69058,31.7,69.1,93.7,18.8,51.7,32.9,0.4446,0.3709,0.5796,1.219477,0.611233,0.376697,-25.469,-21.441,-2.014,-23.455,-0.049,-0.061,0.042
173.4487,-869.012226664,-868.955025843,31.8,67.7,22.2,47.3,-869.01055,-868.952552,-868.911462,-871.775348,-871.723694,-871.689078,32.6,69,94.8,19.4,51.8,32.4,0.431,0.3771,0.5808,1.235948,0.603367,0.379959,-25.514,-21.287,-2.1135,-23.4005,-0.054,-0.063,0.028
174.6449,-869.010952182,-868.954876411,32.6,67.8,22.8,47.4,-869.010118,-868.953185,-868.910752,-871.775237,-871.724007,-871.68849,32.9,68.6,95.3,19.4,51.6,32.2,0.417,0.3846,0.5797,1.251642,0.599162,0.377326,-25.574,-21.13,-2.22200000000001,-23.352,-0.059,-0.064,0.015
175.8411,-869.010783864,-868.955279789,32.7,67.5,22.8,47.2,-869.010734,-868.95416,-868.911175,-871.775898,-871.724679,-871.688892,32.5,68,95,19,51.2,32.2,0.4043,0.3915,0.5772,1.265518,0.598765,0.368423,-25.644,-20.968,-2.33800000000001,-23.306,-0.061,-0.064,0.002
177.0373,-869.01160865,-868.95605308,32.2,67,22.5,46.8,-869.01189,-868.954869,-868.912225,-871.77693,-871.725251,-871.689854,31.8,67.6,94.3,18.4,50.8,32.4,0.3947,0.3963,0.5735,1.279748,0.600282,0.352876,-25.719,-20.798,-2.4605,-23.2585,-0.062,-0.063,-0.007
178.2335,-869.012893793,-868.956624947,31.4,66.7,21.9,46.6,-869.013778,-868.955653,-868.91422,-871.778604,-871.726118,-871.691743,30.6,67.1,93.1,17.3,50.3,33,0.3913,0.3982,0.5698,1.289777,0.602621,0.334113,-25.79,-20.615,-2.58749999999999,-23.2025,-0.061,-0.061,-0.012
179.4297,-869.014774831,-868.957367639,30.2,66.2,21.1,46.3,-869.016366,-868.956466,-868.91711,-871.780898,-871.7273,-871.6945,29,66.6,91.3,15.9,49.5,33.6,0.396,0.3962,0.566,1.29098,0.606346,0.314102,-25.851,-20.415,-2.718,-23.133,-0.057,-0.057,-0.012
180.6259,-869.01725525,-868.95826328,28.6,65.6,20,45.9,-869.018938,-868.956753,-868.91995,-871.783,-871.727973,-871.697176,27.4,66.4,89.5,14.6,49.1,34.5,0.4039,0.392,0.5622,1.291868,0.609644,0.291801,-25.899,-20.192,-2.8535,-23.0455,-0.052,-0.053,-0.007
181.8221,-869.019636261,-868.958674205,27.1,65.4,19,45.7,-869.021497,-868.956644,-868.922707,-871.784801,-871.728177,-871.699631,25.8,66.5,87.8,13.4,49,35.6,0.4159,0.3873,0.5581,1.286642,0.613702,0.270075,-25.93,-19.945,-2.99250000000001,-22.9375,-0.046,-0.048,0.002
183.0183,-869.021958198,-868.958740932,25.7,65.3,17.9,45.7,-869.023479,-868.955833,-868.924689,-871.785747,-871.727454,-871.701153,24.5,67,86.5,12.8,49.4,36.6,0.4279,0.3814,0.5535,1.280908,0.616328,0.24925,-25.947,-19.664,-3.14150000000001,-22.8055,-0.039,-0.044,0.013
184.2145,-869.02372834,-868.958090887,24.6,65.7,17.2,45.9,-869.025138,-868.954801,-868.926144,-871.786181,-871.726334,-871.702038,23.5,67.6,85.6,12.6,50.1,37.5,0.4403,0.3759,0.5496,1.271985,0.617878,0.231648,-25.952,-19.35,-3.301,-22.651,-0.032,-0.039,0.027
185.4107,-869.025202198,-868.957218797,23.6,66.3,16.5,46.3,-869.026258,-868.95365,-868.926843,-871.786104,-871.724964,-871.702152,22.8,68.4,85.2,12.6,51,38.4,0.4498,0.3704,0.5468,1.267033,0.614389,0.217765,-25.949,-19.004,-3.47250000000001,-22.4765,-0.025,-0.036,0.04
186.6069,-869.02617814,-868.95621115,23,66.9,16.1,46.8,-869.026736,-868.952488,-868.926775,-871.78566,-871.723618,-871.701663,22.5,69.1,85.2,12.9,51.8,38.9,0.4571,0.3656,0.5457,1.264038,0.607706,0.208784,-25.939,-18.632,-3.65349999999999,-22.2855,-0.021,-0.033,0.051
187.8031,-869.026552223,-868.955162781,22.8,67.6,15.9,47.2,-869.026852,-868.95178,-868.926293,-871.785306,-871.722861,-871.701021,22.4,69.5,85.5,13.1,52.3,39.2,0.4615,0.3616,0.5467,1.263845,0.597968,0.206014,-25.924,-18.243,-3.84050000000001,-22.0835,-0.018,-0.032,0.058
188.9993,-869.02660017,-868.954549643,22.8,68,15.9,47.5,-869.026419,-868.951416,-868.925265,-871.784903,-871.722614,-871.700131,22.7,69.8,86.2,13.4,52.5,39.1,0.4627,0.3584,0.5489,1.264691,0.586822,0.210412,-25.901,-17.849,-4.02600000000001,-21.875,-0.017,-0.032,0.062
190.1955,-869.026147035,-868.954254368,23,68.1,16.1,47.6,-869.025609,-868.951629,-868.923941,-871.784568,-871.722989,-871.699133,23.2,69.6,87,13.6,52.2,38.6,0.4605,0.3564,0.5528,1.269227,0.574009,0.220488,-25.871,-17.464,-4.20350000000001,-21.6675,-0.019,-0.034,0.061
191.3917,-869.025356218,-868.954517433,23.5,68,16.4,47.5,-869.024345,-868.952324,-868.922244,-871.784092,-871.723661,-871.697812,24,69.2,88.1,13.9,51.8,37.9,0.4534,0.3559,0.5575,1.281647,0.558651,0.234189,-25.831,-17.1,-4.3655,-21.4655,-0.022,-0.037,0.056
192.5879,-869.024187577,-868.955174746,24.3,67.6,17,47.2,-869.022811,-868.953376,-868.920388,-871.783409,-871.724519,-871.696271,25,68.5,89.2,14.3,51.3,37,0.4439,0.3578,0.5619,1.291268,0.546717,0.252459,-25.78,-16.769,-4.5055,-21.2745,-0.028,-0.041,0.047
193.7841,-869.022808155,-868.956168661,25.1,66.9,17.6,46.8,-869.020863,-868.95446,-868.918163,-871.782309,-871.72509,-871.694302,26.2,67.8,90.6,15,50.9,35.9,0.4295,0.3616,0.5649,1.306115,0.536112,0.271043,-25.717,-16.479,-4.619,-21.098,-0.035,-0.046,0.035
194.9803,-869.02110056,-868.957067307,26.2,66.4,18.3,46.4,-869.018805,-868.955448,-868.915916,-871.780994,-871.725482,-871.692275,27.5,67.2,92,15.8,50.7,34.9,0.4141,0.3679,0.5665,1.315985,0.531419,0.291163,-25.639,-16.236,-4.70150000000001,-20.9375,-0.043,-0.052,0.023
196.1765,-869.019324964,-868.957827178,27.3,65.9,19.1,46.1,-869.016217,-868.955611,-868.913258,-871.779103,-871.725148,-871.689909,29.1,67.1,93.7,17,50.9,33.9,0.3983,0.3752,0.5665,1.322078,0.532663,0.311126,-25.545,-16.042,-4.75149999999999,-20.7935,-0.051,-0.058,0.012
197.3727,-869.017027368,-868.957732697,28.8,66,20.1,46.1,-869.01381,-868.955426,-868.911016,-871.777427,-871.724772,-871.688108,30.6,67.2,95.1,18.1,51.1,33,0.3856,0.3814,0.5652,1.32198,0.539204,0.3303,-25.435,-15.899,-4.768,-20.667,-0.058,-0.063,0.002
198.5689,-869.014835157,-868.957327176,30.1,66.2,21.1,46.3,-869.011721,-868.954919,-868.909408,-871.776156,-871.72452,-871.687065,31.9,67.6,96.1,18.9,51.3,32.4,0.3787,0.384,0.5633,1.315011,0.550279,0.350528,-25.309,-15.815,-4.747,-20.562,-0.063,-0.068,-0.003
199.7651,-869.012869548,-868.956706516,31.4,66.6,21.9,46.6,-869.010258,-868.954344,-868.908705,-871.775515,-871.724504,-871.686975,32.8,67.9,96.6,19.3,51.3,32,0.3772,0.3833,0.5621,1.306023,0.56418,0.366774,-25.169,-15.797,-4.68600000000001,-20.483,-0.067,-0.071,-0.005
200.9613,-869.011389436,-868.956118987,32.3,67,22.6,46.8,-869.009212,-868.953468,-868.908638,-871.775114,-871.7243,-871.687393,33.5,68.5,96.6,19.5,51.4,31.9,0.3807,0.3795,0.5602,1.295561,0.58077,0.377162,-25.017,-15.846,-4.5855,-20.4315,-0.068,-0.073,-0.002
202.1575,-869.010199487,-868.955331113,33,67.5,23.1,47.2,-869.008617,-868.952386,-868.90918,-871.774818,-871.723798,-871.688109,33.9,69.1,96.3,19.7,51.7,32,0.3882,0.3736,0.5583,1.282842,0.599715,0.380451,-24.856,-15.961,-4.44749999999999,-20.4085,-0.068,-0.074,0.004
203.3537,-869.009387637,-868.954406064,33.6,68.1,23.4,47.6,-869.009074,-868.951786,-868.910733,-871.775114,-871.723467,-871.689495,33.6,69.5,95.3,19.5,51.9,32.4,0.3959,0.3679,0.5552,1.272711,0.620715,0.373086,-24.693,-16.141,-4.27600000000001,-20.417,-0.065,-0.074,0.014
204.5499,-869.009581746,-868.95396177,33.4,68.3,23.4,47.8,-869.010313,-868.951524,-868.913041,-871.775763,-871.723248,-871.69125,32.8,69.7,93.8,19.1,52.1,33,0.4062,0.3623,0.5524,1.258794,0.642659,0.36014,-24.533,-16.377,-4.07799999999999,-20.455,-0.061,-0.072,0.025
