Time Scaled,S0 CASSCF 2R,S1 CASSCF 2R,S0 CASSCF 2R Scaled,S1 CASSCF 2R Scaled,S0 CASSCF 2R Scaled CASPT2,S1 CASSCF 2R Scaled CASPT2,S0 CASSCF Energy,S1 CASSCF Energy,S2 CASSCF Energy,S0 CASPT2 Energy,S1 CASPT2 Energy,S2 CASPT2 Energy,Scaled S0 CASSCF Energy,Scaled S1 CASSCF Energy,Scaled S2 CASSCF Energy,Scaled S0 CASPT2 Energy,Scaled S1 CASPT2 Energy,Scaled S2 CASPT2 Energy,S0 Mulliken Charge,S1 Mulliken Charge,S2 Mulliken Charge,Oscillator Strength S0S1,Oscillator Strength S0S2,Oscillator Strength S1S2,Reactive TORS,Reactive HOOP,HOOP in phase,TAU overlap,full-BLA,beta-BLA,rpsb-BLA
255.3223,-869.068532398,-869.006161604,29.6,68.7,19.8,46.0,-869.069732,-869.003489,-868.968743,-871.830690,-871.775260,-871.743968,29.1,70.7,92.5,16.4,51.2,70.8,0.4797,0.3823,0.6099,1.251168,0.546363,0.359486,-37.18199999999999,-33.738,-1.7219999999999942,-35.459999999999994,-0.023,-0.029,0.050
256.5440,-869.069612156,-869.006402593,28.9,68.6,19.4,45.9,-869.069504,-869.002761,-868.968912,-871.830275,-871.774462,-871.743897,29.2,71.1,92.3,16.7,51.7,70.9,0.4774,0.3762,0.6078,1.260712,0.535689,0.337721,-36.83099999999999,-34.502999999999986,-1.1640000000000015,-35.66699999999999,-0.021,-0.029,0.050
257.7656,-869.069341523,-869.005732773,29.1,69.0,19.5,46.2,-869.068610,-869.001864,-868.968542,-871.829688,-871.773848,-871.743706,29.8,71.7,92.6,17.0,52.1,71.0,0.4751,0.3708,0.6056,1.266301,0.525510,0.322829,-36.480999999999995,-35.22300000000001,-0.6289999999999907,-35.852000000000004,-0.020,-0.029,0.049
258.9872,-869.068416128,-869.004878681,29.6,69.5,19.9,46.6,-869.067324,-869.001071,-868.967837,-871.829206,-871.773694,-871.743600,30.6,72.2,93.0,17.3,52.2,71.0,0.4721,0.3659,0.6031,1.267668,0.516731,0.315682,-36.14599999999999,-35.876000000000005,-0.1349999999999909,-36.010999999999996,-0.021,-0.031,0.044
260.2089,-869.067121562,-869.004111334,30.5,70.0,20.4,46.9,-869.065186,-868.999953,-868.966310,-871.828156,-871.773357,-871.742865,31.9,72.9,94.0,18.0,52.4,71.5,0.4695,0.3628,0.6018,1.262630,0.510159,0.317420,-35.84,-36.43700000000001,0.2985000000000042,-36.13850000000001,-0.024,-0.033,0.038
261.4305,-869.065002778,-869.002999889,31.8,70.7,21.3,47.4,-869.062792,-868.999083,-868.964454,-871.826923,-871.773123,-871.741750,33.4,73.4,95.1,18.8,52.5,72.2,0.4648,0.3614,0.6011,1.258557,0.503202,0.325107,-35.57400000000001,-36.87899999999999,0.6524999999999892,-36.2265,-0.029,-0.037,0.029
262.6521,-869.062684222,-869.002088279,33.2,71.3,22.3,47.7,-869.059571,-868.999920,-868.961903,-871.825508,-871.774219,-871.739866,35.5,72.9,96.7,19.6,51.8,73.4,0.4483,0.3629,0.6009,1.254406,0.488245,0.351622,-35.185,-37.32900000000001,1.0720000000000027,-36.257000000000005,-0.041,-0.047,0.008
263.8738,-869.060935233,-869.002017115,34.3,71.3,23.0,47.8,-869.058196,-869.000712,-868.960539,-871.824628,-871.774544,-871.738452,36.3,72.4,97.6,20.2,51.6,74.3,0.4361,0.3662,0.6004,1.257425,0.481635,0.365917,-35.06299999999999,-37.33099999999999,1.1340000000000003,-36.19699999999999,-0.048,-0.052,-0.002
265.0954,-869.060935787,-869.00201666,34.3,71.3,23.0,47.8,-869.056354,-869.000799,-868.958591,-871.823068,-871.774094,-871.736325,37.5,72.3,98.8,21.2,51.9,75.6,0.4267,0.3700,0.6007,1.255526,0.477575,0.381911,-34.982,-37.203,1.1105000000000018,-36.0925,-0.054,-0.057,-0.010
266.3171,-869.059836279,-869.002697399,35.0,70.9,23.5,47.5,-869.054770,-869.000710,-868.956879,-871.821658,-871.773659,-871.734439,38.5,72.4,99.9,22.1,52.2,76.8,0.4231,0.3727,0.6017,1.245540,0.475707,0.399560,-34.93700000000001,-36.97300000000001,1.0180000000000007,-35.95500000000001,-0.060,-0.062,-0.013
267.5387,-869.05871162,-869.003277173,35.7,70.5,23.9,47.2,-869.054167,-869.001027,-868.956179,-871.821138,-871.773920,-871.733619,38.9,72.2,100.3,22.4,52.0,77.3,0.4268,0.3727,0.6043,1.227787,0.475658,0.418166,-34.91999999999999,-36.66499999999999,0.8725000000000023,-35.79249999999999,-0.063,-0.065,-0.012
268.7603,-869.057108279,-869.003172715,36.7,70.6,24.6,47.3,-869.054348,-869.001436,-868.956307,-871.821215,-871.774526,-871.733632,38.7,71.9,100.3,22.3,51.6,77.3,0.4377,0.3705,0.6076,1.203438,0.478465,0.437015,-34.92599999999999,-36.304,0.6890000000000072,-35.614999999999995,-0.065,-0.067,-0.006
269.9820,-869.05566847,-869.002980218,37.6,70.7,25.2,47.4,-869.054679,-869.001343,-868.956563,-871.821161,-871.774550,-871.733745,38.5,72.0,100.1,22.4,51.6,77.2,0.4501,0.3689,0.6096,1.182325,0.487223,0.453403,-34.952,-35.911,0.4795000000000016,-35.4315,-0.065,-0.067,0.004
271.2036,-869.055068426,-869.003316785,38.0,70.5,25.5,47.2,-869.056117,-869.001662,-868.957840,-871.821776,-871.774736,-871.734724,37.6,71.8,99.3,22.0,51.5,76.6,0.4627,0.3692,0.6100,1.163394,0.505024,0.467498,-34.997000000000014,-35.502999999999986,0.2529999999999859,-35.25,-0.062,-0.066,0.017
272.4252,-869.055115706,-869.003874196,38.0,70.1,25.5,47.0,-869.058782,-869.002630,-868.960342,-871.823267,-871.775309,-871.736768,36.0,71.2,97.7,21.1,51.1,75.3,0.4737,0.3720,0.6077,1.147572,0.532103,0.476419,-35.06200000000001,-35.102000000000004,0.01999999999999602,-35.08200000000001,-0.058,-0.063,0.032
273.6469,-869.05522853,-869.003942879,37.9,70.1,25.4,47.0,-869.061873,-869.003646,-868.963279,-871.825016,-871.775643,-871.739159,34.0,70.6,95.9,20.0,50.9,73.8,0.4811,0.3782,0.6039,1.140666,0.565885,0.475875,-35.14699999999999,-34.72999999999999,-0.2085000000000008,-34.93849999999999,-0.052,-0.059,0.046
274.8685,-869.056422657,-869.004413089,37.2,69.8,24.9,46.8,-869.064294,-869.003728,-868.965585,-871.826197,-871.775027,-871.740960,32.5,70.5,94.4,19.2,51.3,72.7,0.4833,0.3850,0.5990,1.144816,0.600347,0.462215,-35.25399999999999,-34.406000000000006,-0.4239999999999924,-34.83,-0.046,-0.054,0.058
276.0902,-869.058887451,-869.005478317,35.6,69.1,23.9,46.3,-869.065586,-869.002499,-868.966907,-871.826483,-871.773531,-871.741967,31.7,71.3,93.6,19.0,52.3,72.1,0.4868,0.3906,0.5940,1.144106,0.631613,0.441243,-35.379999999999995,-34.14500000000001,-0.6174999999999926,-34.7625,-0.040,-0.048,0.068
277.3118,-869.06183463,-869.00648259,33.8,68.5,22.6,45.9,-869.066271,-869.000856,-868.967717,-871.826714,-871.772070,-871.742852,31.3,72.3,93.1,18.9,53.2,71.5,0.4881,0.3949,0.5903,1.150865,0.652781,0.412892,-35.522999999999996,-33.96100000000001,-0.7809999999999917,-34.742000000000004,-0.034,-0.043,0.074
278.5334,-869.064177596,-869.006471377,32.3,68.5,21.6,45.9,-869.067013,-868.999656,-868.968624,-871.827483,-871.771480,-871.744166,30.8,73.1,92.5,18.4,53.6,70.7,0.4895,0.3975,0.5883,1.160152,0.663084,0.384682,-35.67699999999999,-33.860000000000014,-0.9084999999999894,-34.7685,-0.029,-0.038,0.076
279.7551,-869.065424868,-869.005196958,31.5,69.3,21.1,46.4,-869.067654,-868.999037,-868.969401,-871.828556,-871.771608,-871.745483,30.4,73.4,92.0,17.7,53.5,69.9,0.4882,0.3976,0.5889,1.180585,0.659041,0.359395,-35.83699999999999,-33.845,-0.9959999999999951,-34.840999999999994,-0.027,-0.035,0.073
280.9767,-869.066081283,-869.003497174,31.1,70.4,20.8,47.2,-869.067635,-868.998586,-868.969455,-871.829087,-871.771725,-871.745933,30.4,73.7,92.0,17.4,53.4,69.6,0.4843,0.3960,0.5914,1.208789,0.643799,0.341516,-36.001000000000005,-33.91499999999999,-1.0430000000000064,-34.958,-0.025,-0.033,0.065
282.1983,-869.066805703,-869.002275622,30.6,71.1,20.5,47.7,-869.067691,-868.999112,-868.969469,-871.829691,-871.772410,-871.746071,30.4,73.4,92.0,17.0,53.0,69.5,0.4762,0.3933,0.5955,1.246469,0.619125,0.331085,-36.16499999999999,-34.066,-1.0494999999999948,-35.1155,-0.026,-0.032,0.053
283.4200,-869.067423292,-869.001671926,30.3,71.5,20.3,47.9,-869.067966,-869.000584,-868.969521,-871.830435,-871.773629,-871.746073,30.2,72.5,92.0,16.6,52.2,69.5,0.4646,0.3913,0.5986,1.285648,0.591870,0.327932,-36.32900000000001,-34.28800000000001,-1.0204999999999984,-35.30850000000001,-0.029,-0.033,0.039
284.6416,-869.067417893,-869.001256798,30.3,71.8,20.3,48.1,-869.068091,-869.002454,-868.969201,-871.831020,-871.774959,-871.745721,30.1,71.3,92.2,16.2,51.4,69.7,0.4494,0.3914,0.6002,1.322822,0.565449,0.330181,-36.491000000000014,-34.57900000000001,-0.9560000000000031,-35.53500000000001,-0.032,-0.036,0.023
285.8633,-869.067465731,-869.00183447,30.2,71.4,20.3,47.9,-869.067145,-869.003497,-868.967662,-871.830647,-871.775531,-871.744385,30.7,70.6,93.1,16.4,51.0,70.6,0.4330,0.3934,0.5997,1.348665,0.543817,0.337446,-36.65199999999999,-34.929,-0.8614999999999924,-35.790499999999994,-0.037,-0.039,0.007
287.0849,-869.067974644,-869.003234918,29.9,70.5,20.0,47.3,-869.065067,-869.003390,-868.964980,-871.829365,-871.775333,-871.742259,32.0,70.7,94.8,17.2,51.1,71.9,0.4193,0.3958,0.5978,1.358391,0.527368,0.348823,-36.80600000000001,-35.32499999999999,-0.7405000000000115,-36.0655,-0.041,-0.043,-0.006
288.3065,-869.06833689,-869.004959079,29.7,69.5,19.9,46.5,-869.062819,-869.002922,-868.962233,-871.828159,-871.775246,-871.740378,33.4,71.0,96.5,18.0,51.2,73.1,0.4100,0.3970,0.5961,1.354312,0.513334,0.361113,-36.94900000000001,-35.757000000000005,-0.5960000000000036,-36.35300000000001,-0.045,-0.046,-0.015
289.5282,-869.067676178,-869.005800282,30.1,68.9,20.2,46.2,-869.060696,-869.002274,-868.959839,-871.827139,-871.775333,-871.738873,34.8,71.4,98.0,18.6,51.1,74.0,0.4077,0.3955,0.5964,1.337408,0.499823,0.372240,-37.07499999999999,-36.215,-0.4299999999999926,-36.644999999999996,-0.048,-0.050,-0.020
290.7498,-869.065876937,-869.005495715,31.2,69.1,20.9,46.3,-869.058734,-869.001413,-868.957797,-871.826005,-871.775180,-871.737407,36.0,72.0,99.3,19.3,51.2,74.9,0.4103,0.3913,0.5983,1.314682,0.485561,0.378876,-37.18100000000001,-36.69800000000001,-0.24150000000000205,-36.93950000000001,-0.050,-0.052,-0.020
291.9714,-869.063835732,-869.004879066,32.5,69.5,21.8,46.6,-869.057055,-869.000413,-868.956259,-871.824571,-871.774582,-871.735807,37.0,72.6,100.3,20.2,51.6,75.9,0.4177,0.3840,0.6010,1.286660,0.471849,0.382355,-37.266999999999996,-37.19999999999999,-0.03350000000000364,-37.23349999999999,-0.050,-0.054,-0.015
293.1931,-869.061824966,-869.004188236,33.8,69.9,22.6,46.9,-869.056664,-869.000265,-868.955999,-871.823758,-871.774243,-871.734897,37.3,72.7,100.5,20.7,51.8,76.5,0.4232,0.3768,0.6028,1.265556,0.460544,0.379577,-37.339,-37.71199999999999,0.18649999999999523,-37.525499999999994,-0.050,-0.055,-0.006
294.4147,-869.059876081,-869.003375667,35.0,70.5,23.5,47.2,-869.057074,-869.000587,-868.956652,-871.823190,-871.773910,-871.734388,37.0,72.5,100.0,21.1,52.0,76.8,0.4296,0.3712,0.6050,1.246565,0.453574,0.374843,-37.403999999999996,-38.22200000000001,0.409000000000006,-37.813,-0.048,-0.055,0.005
295.6364,-869.0581431,-869.00251891,36.1,71.0,24.2,47.6,-869.058148,-869.001263,-868.957987,-871.823023,-871.773698,-871.734404,36.4,72.0,99.2,21.2,52.2,76.8,0.4358,0.3672,0.6068,1.230935,0.452492,0.369947,-37.471000000000004,-38.714,0.6214999999999975,-38.0925,-0.046,-0.054,0.018
296.8580,-869.057656114,-869.002510985,36.4,71.0,24.4,47.6,-869.058732,-869.001134,-868.958943,-871.822445,-871.772956,-871.734228,36.0,72.1,98.6,21.6,52.6,76.9,0.4430,0.3639,0.6072,1.211257,0.458271,0.368168,-37.55000000000001,-39.16300000000001,0.8064999999999998,-38.35650000000001,-0.043,-0.052,0.031
298.0796,-869.057937973,-869.002981274,36.2,70.7,24.3,47.4,-869.059189,-869.000752,-868.959735,-871.822214,-871.772306,-871.734537,35.7,72.4,98.1,21.7,53.0,76.7,0.4480,0.3642,0.6063,1.197015,0.470660,0.367055,-37.64599999999999,-39.54900000000001,0.95150000000001,-38.5975,-0.040,-0.050,0.044
299.3013,-869.058881581,-869.003771101,35.6,70.2,23.9,47.0,-869.059810,-869.000358,-868.960898,-871.822578,-871.772402,-871.735736,35.3,72.6,97.4,21.5,53.0,76.0,0.4579,0.3640,0.6048,1.168323,0.489919,0.372673,-37.76599999999999,-39.85900000000001,1.0465000000000089,-38.8125,-0.037,-0.048,0.055
300.5229,-869.059301863,-869.00379023,35.4,70.2,23.7,47.0,-869.060529,-869.000112,-868.962126,-871.823396,-871.772903,-871.737498,34.9,72.8,96.6,21.0,52.7,74.9,0.4666,0.3672,0.6021,1.139659,0.515039,0.380233,-37.91300000000001,-40.08699999999999,1.086999999999989,-39.0,-0.035,-0.046,0.063
301.7446,-869.059566266,-869.003450698,35.2,70.4,23.6,47.2,-869.061135,-868.999963,-868.963190,-871.824159,-871.773365,-871.739172,34.5,72.9,95.9,20.5,52.4,73.8,0.4734,0.3731,0.5989,1.113816,0.543211,0.388973,-38.087999999999994,-40.236999999999995,1.0745000000000005,-39.162499999999994,-0.034,-0.044,0.067
302.9662,-869.060010647,-869.003172295,34.9,70.6,23.4,47.3,-869.061702,-869.000190,-868.964159,-871.824774,-871.773673,-871.740472,34.1,72.7,95.3,20.1,52.2,73.0,0.4751,0.3814,0.5964,1.102093,0.569105,0.395516,-38.291,-40.31899999999999,1.0139999999999958,-39.30499999999999,-0.034,-0.043,0.067
304.1878,-869.060573071,-869.002965098,34.6,70.7,23.2,47.4,-869.062574,-869.001107,-868.965472,-871.825424,-871.774234,-871.741637,33.6,72.1,94.5,19.7,51.8,72.3,0.4752,0.3892,0.5947,1.095347,0.591000,0.403298,-38.52199999999999,-40.34200000000001,0.9100000000000108,-39.432,-0.035,-0.042,0.062
305.4095,-869.061085893,-869.002784004,34.2,70.8,22.9,47.5,-869.063632,-869.002627,-868.966825,-871.826168,-871.774839,-871.742490,32.9,71.2,93.7,19.2,51.4,71.7,0.4690,0.3983,0.5955,1.110149,0.604874,0.407178,-38.77699999999999,-40.31399999999999,0.7685000000000031,-39.54549999999999,-0.037,-0.042,0.054
306.6311,-869.06163728,-869.002884225,33.9,70.8,22.7,47.4,-869.063809,-869.003515,-868.967284,-871.826110,-871.774834,-871.742416,32.8,70.6,93.4,19.3,51.4,71.8,0.4622,0.4061,0.5972,1.128277,0.613427,0.413082,-39.05099999999999,-40.239000000000004,0.5940000000000083,-39.644999999999996,-0.039,-0.043,0.044
307.8527,-869.062572782,-869.003701883,33.3,70.2,22.3,47.1,-869.062771,-869.003287,-868.966458,-871.825194,-871.774101,-871.741433,33.5,70.8,93.9,19.8,51.9,72.4,0.4566,0.4129,0.5992,1.146546,0.618190,0.420712,-39.34100000000001,-40.122000000000014,0.39050000000000296,-39.73150000000001,-0.042,-0.044,0.033
309.0744,-869.063725433,-869.005050522,32.6,69.4,21.8,46.5,-869.061351,-869.002657,-868.965200,-871.824425,-871.773636,-871.740645,34.3,71.2,94.7,20.3,52.2,72.9,0.4531,0.4184,0.6013,1.159985,0.620810,0.430469,-39.643,-39.964,0.16049999999999898,-39.8035,-0.045,-0.045,0.023
310.2960,-869.064025311,-869.005805209,32.4,68.9,21.7,46.2,-869.060010,-869.002001,-868.964000,-871.824190,-871.773805,-871.740483,35.2,71.6,95.4,20.5,52.1,73.0,0.4535,0.4215,0.6034,1.165830,0.621868,0.441879,-39.952,-39.77099999999999,-0.0905000000000058,-39.86149999999999,-0.047,-0.047,0.015
311.5177,-869.063111558,-869.005463802,33.0,69.1,22.1,46.3,-869.058491,-869.001040,-868.962666,-871.823934,-871.774057,-871.740398,36.1,72.2,96.3,20.6,51.9,73.1,0.4580,0.4214,0.6055,1.162096,0.621045,0.454777,-40.263000000000005,-39.55199999999999,-0.35550000000000637,-39.9075,-0.049,-0.049,0.011
312.7393,-869.061780545,-869.004755905,33.8,69.6,22.7,46.6,-869.056877,-868.999839,-868.961141,-871.823316,-871.773851,-871.739892,37.2,72.9,97.2,21.0,52.1,73.4,0.4631,0.4200,0.6073,1.160168,0.617186,0.464108,-40.57300000000001,-39.31999999999999,-0.6265000000000072,-39.9465,-0.050,-0.051,0.009
313.9609,-869.060474992,-869.004073322,34.6,70.0,23.2,46.9,-869.056296,-868.999540,-868.960582,-871.823172,-871.773987,-871.739771,37.5,73.1,97.6,21.1,52.0,73.4,0.4666,0.4169,0.6085,1.160981,0.610874,0.468665,-40.87299999999999,-39.09,-0.8914999999999935,-39.9815,-0.050,-0.052,0.010
315.1826,-869.05896748,-869.003147629,35.6,70.6,23.8,47.3,-869.056848,-869.000273,-868.961106,-871.823518,-871.774487,-871.740045,37.2,72.7,97.2,20.9,51.7,73.3,0.4692,0.4136,0.6101,1.164662,0.602240,0.468936,-41.15899999999999,-38.872000000000014,-1.1434999999999889,-40.0155,-0.049,-0.054,0.013
316.4042,-869.057320234,-869.0020016,36.6,71.3,24.5,47.8,-869.057763,-869.001280,-868.961949,-871.823728,-871.774753,-871.740105,36.6,72.0,96.7,20.8,51.5,73.2,0.4705,0.4097,0.6109,1.169748,0.592695,0.465797,-41.43100000000001,-38.66999999999999,-1.380500000000012,-40.0505,-0.048,-0.055,0.019
317.6258,-869.056701831,-869.001763066,37.0,71.5,24.8,47.9,-869.058419,-869.001937,-868.962508,-871.823516,-871.774523,-871.739707,36.2,71.6,96.4,20.9,51.6,73.5,0.4714,0.4061,0.6123,1.174849,0.582308,0.460475,-41.68700000000001,-38.491000000000014,-1.597999999999999,-40.08900000000001,-0.046,-0.055,0.025
318.8475,-869.057221152,-869.002553352,36.7,71.0,24.6,47.6,-869.058758,-869.002161,-868.962692,-871.823201,-871.774140,-871.739196,36.0,71.5,96.3,21.1,51.9,73.8,0.4719,0.4028,0.6130,1.178520,0.572688,0.455225,-41.935,-38.327,-1.804000000000002,-40.131,-0.044,-0.055,0.032
320.0691,-869.058107689,-869.003614442,36.1,70.3,24.2,47.1,-869.059156,-869.002304,-868.963057,-871.823342,-871.774356,-871.739339,35.7,71.4,96.0,21.0,51.7,73.7,0.4776,0.3986,0.6140,1.166804,0.564881,0.455359,-42.18199999999999,-38.178,-2.0019999999999953,-40.17999999999999,-0.043,-0.055,0.038
321.2908,-869.058740378,-869.004320147,35.7,69.9,23.9,46.8,-869.059491,-869.002299,-868.963394,-871.823800,-871.774991,-871.739916,35.5,71.4,95.8,20.7,51.3,73.4,0.4855,0.3947,0.6145,1.145209,0.559272,0.459893,-42.435,-38.04499999999999,-2.1950000000000074,-40.239999999999995,-0.041,-0.054,0.043
322.5124,-869.059026449,-869.004591228,35.5,69.7,23.8,46.7,-869.059396,-869.001942,-868.963255,-871.824026,-871.775445,-871.740233,35.6,71.6,95.9,20.6,51.1,73.2,0.4919,0.3916,0.6143,1.123287,0.554426,0.465689,-42.70099999999999,-37.935,-2.3829999999999956,-40.318,-0.041,-0.054,0.045
323.7340,-869.059329684,-869.004834365,35.3,69.5,23.7,46.6,-869.058927,-869.001427,-868.962704,-871.823792,-871.775502,-871.739968,35.9,71.9,96.2,20.7,51.0,73.3,0.4955,0.3899,0.6143,1.105149,0.548943,0.471569,-42.985000000000014,-37.857,-2.564000000000007,-40.42100000000001,-0.041,-0.053,0.045
324.9557,-869.059548878,-869.004955667,35.2,69.5,23.6,46.5,-869.058276,-869.001011,-868.961997,-871.823025,-871.775144,-871.739072,36.3,72.2,96.7,21.2,51.3,73.9,0.4970,0.3886,0.6152,1.089957,0.541785,0.477035,-43.28200000000001,-37.822,-2.730000000000004,-40.55200000000001,-0.042,-0.053,0.043
326.1773,-869.059345859,-869.004695601,35.3,69.6,23.7,46.7,-869.058070,-869.001372,-868.961626,-871.822399,-871.774935,-871.738026,36.4,72.0,96.9,21.6,51.4,74.5,0.4941,0.3892,0.6167,1.085728,0.532279,0.480662,-43.587999999999994,-37.84100000000001,-2.873499999999993,-40.7145,-0.044,-0.052,0.038
327.3989,-869.05881961,-869.004235207,35.7,69.9,23.9,46.8,-869.057644,-869.001748,-868.960987,-871.821323,-871.774319,-871.736371,36.7,71.7,97.3,22.3,51.8,75.6,0.4889,0.3904,0.6190,1.086568,0.521227,0.482902,-43.89599999999999,-37.91999999999999,-2.9879999999999995,-40.90799999999999,-0.046,-0.053,0.032
328.6206,-869.058158014,-869.003848343,36.1,70.2,24.2,47.0,-869.056261,-869.001270,-868.959364,-871.819331,-871.772830,-871.733778,37.5,72.0,98.3,23.5,52.7,77.2,0.4834,0.3921,0.6214,1.087560,0.510158,0.484855,-44.20099999999999,-38.06200000000001,-3.069499999999991,-41.1315,-0.049,-0.053,0.026
329.8422,-869.058014149,-869.004171398,36.2,70.0,24.2,46.9,-869.054706,-869.000546,-868.957645,-871.817413,-871.771585,-871.731418,38.5,72.5,99.4,24.7,53.5,78.7,0.4831,0.3927,0.6251,1.078913,0.498919,0.488001,-44.495000000000005,-38.268,-3.113500000000002,-41.3815,-0.051,-0.054,0.022
331.0639,-869.057702895,-869.004475344,36.4,69.8,24.4,46.7,-869.053481,-868.999974,-868.956320,-871.816219,-871.771136,-871.729947,39.3,72.9,100.3,25.5,53.8,79.6,0.4872,0.3919,0.6299,1.063739,0.486922,0.490011,-44.775000000000006,-38.531000000000006,-3.122,-41.653000000000006,-0.053,-0.055,0.020
332.2855,-869.056433133,-869.003903114,37.2,70.1,24.9,47.0,-869.052685,-868.999602,-868.955504,-871.815766,-871.771424,-871.729389,39.8,73.1,100.8,25.8,53.6,80.0,0.4946,0.3894,0.6351,1.044608,0.474713,0.489858,-45.037000000000006,-38.851,-3.0930000000000035,-41.944,-0.054,-0.056,0.020
333.5071,-869.054951224,-869.0031492,38.1,70.6,25.5,47.3,-869.052487,-868.999590,-868.955337,-871.816003,-871.772251,-871.729636,39.9,73.1,100.9,25.6,53.1,79.8,0.5030,0.3869,0.6402,1.027391,0.463878,0.486626,-45.27600000000001,-39.22,-3.028000000000006,-42.248000000000005,-0.054,-0.057,0.023
334.7288,-869.053734444,-869.002610793,38.9,70.9,26.0,47.5,-869.053447,-869.000366,-868.956401,-871.817096,-871.773812,-871.730938,39.3,72.6,100.2,24.9,52.1,79.0,0.5129,0.3834,0.6436,1.006838,0.456390,0.482070,-45.48400000000001,-39.63300000000001,-2.9254999999999995,-42.55850000000001,-0.054,-0.057,0.028
335.9504,-869.052893526,-869.002324181,39.4,71.1,26.4,47.6,-869.055122,-869.001747,-868.958189,-871.818755,-871.775372,-871.732793,38.3,71.7,99.1,23.9,51.1,77.8,0.5162,0.3839,0.6456,1.003477,0.455873,0.473924,-45.65199999999999,-40.081999999999994,-2.7849999999999966,-42.86699999999999,-0.052,-0.056,0.035
337.1720,-869.052629933,-869.002409443,39.5,71.1,26.5,47.6,-869.057221,-869.003359,-868.960443,-871.820579,-871.776657,-871.734880,36.9,70.7,97.7,22.7,50.3,76.5,0.5157,0.3873,0.6453,1.010657,0.462664,0.464360,-45.77199999999999,-40.565,-2.603499999999997,-43.168499999999995,-0.049,-0.055,0.042
338.3937,-869.053516598,-869.003350983,39.0,70.5,26.1,47.2,-869.059053,-869.004406,-868.962523,-871.821932,-871.777214,-871.736706,35.8,70.1,96.4,21.9,50.0,75.4,0.5147,0.3917,0.6435,1.019703,0.476231,0.454116,-45.84100000000001,-41.07599999999999,-2.3825000000000074,-43.4585,-0.045,-0.053,0.049
339.6153,-869.055163329,-869.004750222,38.0,69.6,25.4,46.6,-869.059981,-869.004323,-868.963776,-871.822465,-871.776712,-871.737886,35.2,70.1,95.6,21.6,50.3,74.6,0.5126,0.3972,0.6398,1.032058,0.495611,0.443637,-45.857,-41.60900000000001,-2.1239999999999952,-43.733000000000004,-0.040,-0.050,0.055
340.8370,-869.057281322,-869.00629956,36.6,68.6,24.5,46.0,-869.060816,-869.003952,-868.965014,-871.823226,-871.776313,-871.739455,34.7,70.4,94.8,21.1,50.5,73.6,0.5111,0.4037,0.6365,1.044775,0.518355,0.431895,-45.828,-42.16300000000001,-1.832499999999996,-43.99550000000001,-0.035,-0.046,0.060
342.0586,-869.059140465,-869.007282151,35.5,68.0,23.8,45.6,-869.061393,-869.003256,-868.966052,-871.824112,-871.776047,-871.741219,34.3,70.8,94.1,20.5,50.7,72.5,0.5098,0.4101,0.6324,1.056498,0.541861,0.419059,-45.766999999999996,-42.730999999999995,-1.5180000000000007,-44.248999999999995,-0.031,-0.042,0.062
343.2802,-869.06009258,-869.007098704,34.9,68.1,23.4,45.6,-869.060978,-869.001649,-868.966120,-871.824260,-871.775165,-871.742201,34.6,71.8,94.1,20.4,51.2,71.9,0.5086,0.4166,0.6296,1.067618,0.562711,0.405674,-45.68799999999999,-43.304,-1.191999999999993,-44.495999999999995,-0.027,-0.038,0.062
344.5019,-869.060937627,-869.006617534,34.3,68.4,23.0,45.8,-869.060488,-869.000271,-868.966062,-871.824450,-871.774452,-871.742975,34.9,72.7,94.1,20.3,51.7,71.4,0.5043,0.4231,0.6282,1.085415,0.577737,0.391677,-45.605999999999995,-43.869,-0.8684999999999974,-44.7375,-0.025,-0.034,0.058
345.7235,-869.061521632,-869.005810876,34.0,68.9,22.8,46.2,-869.060223,-868.999569,-868.966241,-871.824757,-871.774226,-871.743633,35.1,73.1,94.0,20.1,51.8,71.0,0.4986,0.4277,0.6274,1.103046,0.586153,0.381455,-45.53299999999999,-44.412000000000006,-0.5604999999999905,-44.9725,-0.024,-0.031,0.051
346.9452,-869.061119329,-869.004101395,34.2,70.0,22.9,46.9,-869.060337,-868.999820,-868.966674,-871.825276,-871.774470,-871.744106,35.0,73.0,93.8,19.8,51.7,70.7,0.4882,0.4318,0.6282,1.128664,0.586871,0.374601,-45.477000000000004,-44.916,-0.2805000000000035,-45.1965,-0.024,-0.028,0.041
348.1668,-869.060665161,-869.002597285,34.5,70.9,23.1,47.5,-869.060038,-869.000240,-868.966595,-871.825197,-871.774475,-871.743721,35.2,72.7,93.8,19.8,51.7,71.0,0.4753,0.4358,0.6292,1.153357,0.583846,0.374738,-45.43899999999999,-45.369,-0.03499999999999659,-45.403999999999996,-0.026,-0.028,0.030
349.3884,-869.060487888,-869.00180617,34.6,71.4,23.2,47.9,-869.059339,-869.000730,-868.965977,-871.824566,-871.774297,-871.742637,35.6,72.4,94.2,20.2,51.8,71.7,0.4633,0.4395,0.6295,1.166704,0.581882,0.384583,-45.41900000000001,-45.769000000000005,0.17499999999999716,-45.59400000000001,-0.030,-0.029,0.019
