Time Scaled,S0 CASSCF 2R,S1 CASSCF 2R,S0 CASSCF 2R Scaled,S1 CASSCF 2R Scaled,S0 CASSCF 2R Scaled CASPT2,S1 CASSCF 2R Scaled CASPT2,S0 CASSCF Energy,S1 CASSCF Energy,S2 CASSCF Energy,S0 CASPT2 Energy,S1 CASPT2 Energy,S2 CASPT2 Energy,Scaled S0 CASSCF Energy,Scaled S1 CASSCF Energy,Scaled S2 CASSCF Energy,Scaled S0 CASPT2 Energy,Scaled S1 CASPT2 Energy,Scaled S2 CASPT2 Energy,S0 Mulliken Charge,S1 Mulliken Charge,S2 Mulliken Charge,Oscillator Strength S0S1,Oscillator Strength S0S2,Oscillator Strength S1S2,Reactive TORS,Reactive HOOP,HOOP in phase,TAU overlap,full-BLA,beta-BLA,rpsb-BLA
350.6101,-869.060733495,-869.001931777,34.5,71.4,23.1,47.8,-869.058276,-869.001264,-868.964912,-871.823605,-871.774208,-871.741197,36.3,72.0,94.9,20.8,51.8,72.6,0.4549,0.4426,0.6294,1.164162,0.581706,0.405427,-45.41399999999999,-46.11500000000001,0.3505000000000109,-45.7645,-0.034,-0.031,0.010
351.8317,-869.060609363,-869.0022045,34.5,71.2,23.1,47.7,-869.057091,-869.001973,-868.963657,-871.822632,-871.774532,-871.739771,37.0,71.6,95.6,21.5,51.6,73.5,0.4523,0.4430,0.6295,1.145602,0.580403,0.436601,-45.42599999999999,-46.41499999999999,0.49450000000000216,-45.92049999999999,-0.040,-0.035,0.003
353.0533,-869.060089619,-869.002542826,34.9,71.0,23.4,47.6,-869.055365,-869.002275,-868.961759,-871.821143,-871.774701,-871.737855,38.1,71.4,96.8,22.4,51.5,74.7,0.4559,0.4391,0.6297,1.115287,0.573171,0.475393,-45.456999999999994,-46.67400000000001,0.6085000000000065,-46.0655,-0.045,-0.040,0.001
354.2750,-869.059164847,-869.002960286,35.4,70.7,23.8,47.4,-869.052922,-869.001867,-868.959026,-871.818846,-871.774340,-871.735111,39.6,71.7,98.6,23.8,51.8,76.4,0.4653,0.4298,0.6311,1.080219,0.555463,0.516913,-45.514999999999986,-46.900000000000006,0.6925000000000097,-46.207499999999996,-0.050,-0.046,0.003
355.4966,-869.05803614,-869.003628968,36.2,70.3,24.2,47.1,-869.050698,-869.001486,-868.956377,-871.816492,-871.774014,-871.732281,41.0,71.9,100.2,25.3,52.0,78.2,0.4781,0.4162,0.6335,1.045082,0.527227,0.555958,-45.60400000000001,-47.093999999999994,0.7449999999999903,-46.349000000000004,-0.055,-0.053,0.009
356.7183,-869.05626721,-869.003994908,37.3,70.1,25.0,46.9,-869.049456,-869.001763,-868.954630,-871.814782,-871.774268,-871.730066,41.8,71.7,101.3,26.4,51.8,79.5,0.4936,0.3996,0.6384,1.011962,0.490544,0.585533,-45.732,-47.254999999999995,0.7614999999999981,-46.4935,-0.059,-0.059,0.018
357.9399,-869.05370264,-869.003749815,38.9,70.2,26.0,47.1,-869.048706,-869.002055,-868.953445,-871.813190,-871.774565,-871.728046,42.3,71.6,102.1,27.4,51.6,80.8,0.5114,0.3791,0.6447,0.976779,0.448831,0.601902,-45.90199999999999,-47.376000000000005,0.737000000000009,-46.638999999999996,-0.062,-0.065,0.029
359.1615,-869.051299225,-869.003615367,40.4,70.3,27.1,47.1,-869.047731,-869.001656,-868.952184,-871.811255,-871.774204,-871.725758,42.9,71.8,102.8,28.6,51.8,82.2,0.5281,0.3601,0.6528,0.945095,0.408040,0.600858,-46.11500000000001,-47.46100000000001,0.6730000000000018,-46.78800000000001,-0.063,-0.071,0.043
360.3832,-869.049850125,-869.004198126,41.3,69.9,27.7,46.9,-869.046079,-868.999999,-868.950568,-871.808551,-871.772905,-871.722976,43.9,72.8,103.9,30.3,52.7,84.0,0.5466,0.3409,0.6622,0.909192,0.369421,0.584548,-46.369,-47.513000000000005,0.5720000000000027,-46.941,-0.064,-0.075,0.056
361.6048,-869.048857489,-869.004877155,41.9,69.5,28.1,46.6,-869.044874,-868.998333,-868.949692,-871.806538,-871.771879,-871.721132,44.7,73.9,104.4,31.6,53.3,85.1,0.5628,0.3263,0.6710,0.876688,0.338943,0.557586,-46.66399999999999,-47.542,0.43900000000000716,-47.102999999999994,-0.063,-0.077,0.069
362.8264,-869.047628654,-869.004877572,42.7,69.5,28.6,46.6,-869.044629,-868.997284,-868.950031,-871.805854,-871.771707,-871.720919,44.8,74.5,104.2,32.0,53.4,85.3,0.5763,0.3179,0.6776,0.849238,0.319281,0.528267,-46.99600000000001,-47.554,0.27899999999999636,-47.275000000000006,-0.061,-0.077,0.078
364.0481,-869.045677504,-869.003693327,43.9,70.3,29.4,47.1,-869.044667,-868.996467,-868.950776,-871.805898,-871.771654,-871.721564,44.8,75.1,103.7,32.0,53.4,84.9,0.5833,0.3174,0.6815,0.835181,0.312919,0.500977,-47.364000000000004,-47.55799999999999,0.0969999999999942,-47.461,-0.058,-0.076,0.084
365.2697,-869.044186322,-869.002462882,44.8,71.0,30.0,47.6,-869.045318,-868.996419,-868.952096,-871.806963,-871.771965,-871.723121,44.4,75.1,102.9,31.3,53.2,83.9,0.5813,0.3249,0.6829,0.838913,0.319060,0.476404,-47.769000000000005,-47.559,-0.10500000000000398,-47.664,-0.055,-0.073,0.084
366.4914,-869.04369754,-869.001752623,45.2,71.5,30.3,47.9,-869.046491,-868.997098,-868.953828,-871.808793,-871.772547,-871.725213,43.7,74.7,101.8,30.1,52.9,82.6,0.5709,0.3380,0.6823,0.860701,0.334370,0.453331,-48.21199999999999,-47.56,-0.3259999999999934,-47.885999999999996,-0.052,-0.068,0.079
367.7130,-869.043620946,-869.001077555,45.2,71.9,30.3,48.2,-869.048492,-868.998700,-868.956182,-871.811587,-871.773696,-871.728004,42.4,73.7,100.3,28.4,52.2,80.8,0.5533,0.3553,0.6809,0.897752,0.355767,0.429957,-48.69200000000001,-47.56299999999999,-0.5645000000000095,-48.1275,-0.049,-0.062,0.069
368.9346,-869.044351375,-869.000904045,44.7,72.0,30.0,48.2,-869.051008,-869.000820,-868.958749,-871.815017,-871.775149,-871.731152,40.8,72.3,98.7,26.2,51.2,78.9,0.5294,0.3764,0.6789,0.948758,0.379974,0.405688,-49.209,-47.571,-0.8190000000000026,-48.39,-0.045,-0.055,0.055
370.1563,-869.045792469,-869.001264901,43.8,71.8,29.4,48.1,-869.052988,-869.002159,-868.960528,-871.817832,-871.776010,-871.733688,39.6,71.5,97.6,24.5,50.7,77.3,0.5053,0.3977,0.6761,0.998969,0.403069,0.382138,-49.75999999999999,-47.59100000000001,-1.0844999999999914,-48.6755,-0.042,-0.048,0.039
371.3779,-869.048208981,-869.002401853,42.3,71.1,28.4,47.6,-869.054291,-869.002588,-868.961454,-871.819931,-871.776333,-871.735584,38.8,71.2,97.0,23.1,50.5,76.1,0.4836,0.4168,0.6732,1.043723,0.422481,0.361766,-50.333,-47.62899999999999,-1.3520000000000039,-48.980999999999995,-0.039,-0.040,0.023
372.5995,-869.051236992,-869.003930849,40.4,70.1,27.1,47.0,-869.055188,-869.002441,-868.961957,-871.821475,-871.776524,-871.737084,38.2,71.3,96.7,22.2,50.4,75.1,0.4698,0.4308,0.6712,1.072568,0.436457,0.345555,-50.917,-47.69200000000001,-1.6124999999999972,-49.304500000000004,-0.036,-0.033,0.010
373.8212,-869.053700129,-869.004710184,38.9,69.6,26.0,46.6,-869.055589,-869.001836,-868.962005,-871.822331,-871.776417,-871.737988,38.0,71.7,96.7,21.6,50.5,74.6,0.4633,0.4400,0.6713,1.088771,0.445359,0.333407,-51.495000000000005,-47.79499999999999,-1.8500000000000085,-49.644999999999996,-0.032,-0.025,-0.000
375.0428,-869.055389529,-869.004663721,37.8,69.6,25.3,46.7,-869.055568,-869.000943,-868.961664,-871.822396,-871.775860,-871.738101,38.0,72.3,96.9,21.6,50.8,74.5,0.4623,0.4456,0.6731,1.093584,0.450818,0.324826,-52.053,-47.94900000000001,-2.0519999999999925,-50.001000000000005,-0.028,-0.019,-0.006
376.2645,-869.056552764,-869.004200547,37.1,69.9,24.8,46.9,-869.055656,-869.000382,-868.961439,-871.822107,-871.775226,-871.737788,37.9,72.6,97.0,21.8,51.2,74.7,0.4646,0.4480,0.6758,1.090188,0.454302,0.319490,-52.57899999999999,-48.167,-2.205999999999996,-50.373,-0.024,-0.013,-0.008
377.4861,-869.0570846,-869.003413207,36.8,70.4,24.6,47.2,-869.056039,-869.000389,-868.961482,-871.821671,-871.774673,-871.737210,37.7,72.6,97.0,22.1,51.5,75.1,0.4682,0.4487,0.6786,1.081180,0.456645,0.317227,-53.068,-48.46000000000001,-2.303999999999995,-50.764,-0.021,-0.008,-0.005
378.7077,-869.05710486,-869.002439023,36.7,71.0,24.6,47.6,-869.056853,-869.001139,-868.961968,-871.821428,-871.774568,-871.736744,37.2,72.1,96.7,22.2,51.6,75.3,0.4726,0.4477,0.6819,1.066423,0.458410,0.318540,-53.519999999999996,-48.837999999999994,-2.341000000000001,-51.178999999999995,-0.018,-0.005,0.003
379.9294,-869.057181685,-869.001862614,36.7,71.4,24.6,47.8,-869.057355,-869.001898,-868.962205,-871.820880,-871.774480,-871.735961,36.9,71.7,96.6,22.6,51.7,75.8,0.4790,0.4443,0.6847,1.044299,0.459343,0.324219,-53.93600000000001,-49.30799999999999,-2.314000000000007,-51.622,-0.015,-0.004,0.014
381.1510,-869.057527416,-869.001888793,36.5,71.4,24.4,47.8,-869.057257,-869.002362,-868.961990,-871.819966,-871.774464,-871.734931,36.9,71.4,96.7,23.1,51.7,76.5,0.4894,0.4372,0.6879,1.011938,0.458242,0.335316,-54.318,-49.870000000000005,-2.2239999999999966,-52.094,-0.013,-0.004,0.028
382.3726,-869.058279794,-869.002689536,36.0,70.9,24.1,47.5,-869.056690,-869.002609,-868.961470,-871.818925,-871.774798,-871.733981,37.3,71.2,97.0,23.8,51.5,77.1,0.5043,0.4263,0.6910,0.969828,0.453093,0.351817,-54.668000000000006,-50.525000000000006,-2.0715000000000003,-52.596500000000006,-0.013,-0.005,0.043
383.5943,-869.058685274,-869.003544476,35.7,70.3,24.0,47.1,-869.055716,-869.002629,-868.960712,-871.817739,-871.775468,-871.733141,37.9,71.2,97.5,24.5,51.0,77.6,0.5237,0.4112,0.6945,0.919827,0.441252,0.372787,-54.985,-51.266999999999996,-1.8590000000000018,-53.126,-0.013,-0.009,0.059
384.8159,-869.058429853,-869.004180404,35.9,69.9,24.1,46.9,-869.053758,-869.001882,-868.959078,-871.815699,-871.775562,-871.731554,39.1,71.7,98.5,25.8,51.0,78.6,0.5440,0.3945,0.6986,0.871165,0.421402,0.394558,-55.269999999999996,-52.09,-1.5899999999999963,-53.68,-0.014,-0.013,0.074
386.0376,-869.057628072,-869.004683111,36.4,69.6,24.4,46.7,-869.051044,-869.000431,-868.956841,-871.812613,-871.774972,-871.729067,40.8,72.6,99.9,27.7,51.4,80.2,0.5656,0.3749,0.7039,0.820185,0.392903,0.414367,-55.522999999999996,-52.986000000000004,-1.268499999999996,-54.2545,-0.017,-0.019,0.086
387.2592,-869.0563458,-869.00504624,37.2,69.4,24.9,46.5,-869.048665,-868.999603,-868.955023,-871.809795,-871.774619,-871.726586,42.3,73.1,101.1,29.5,51.6,81.7,0.5812,0.3563,0.7103,0.782548,0.359706,0.426213,-55.748999999999995,-53.952,-0.8984999999999985,-54.8505,-0.021,-0.025,0.094
388.4808,-869.054051644,-869.004646949,38.7,69.7,25.9,46.7,-869.047191,-868.999927,-868.954228,-871.807840,-871.775041,-871.724704,43.2,72.9,101.6,30.7,51.3,82.9,0.5910,0.3400,0.7182,0.755824,0.325138,0.428264,-55.95399999999999,-54.982,-0.4859999999999971,-55.467999999999996,-0.026,-0.032,0.096
389.7025,-869.050995039,-869.003626166,40.6,70.3,27.2,47.1,-869.045878,-869.000792,-868.953631,-871.806462,-871.775573,-871.722939,44.1,72.3,101.9,31.6,51.0,84.0,0.5907,0.3295,0.7270,0.747158,0.295678,0.420434,-56.146,-56.06699999999999,-0.039500000000003865,-56.1065,-0.032,-0.038,0.093
390.9241,-869.048376896,-869.003155984,42.2,70.6,28.3,47.3,-869.044144,-869.001310,-868.952703,-871.805101,-871.775863,-871.721102,45.1,72.0,102.5,32.5,50.8,85.2,0.5852,0.3238,0.7347,0.743757,0.271737,0.407365,-56.334,-57.19,0.42799999999999727,-56.762,-0.038,-0.043,0.085
392.1458,-869.046775524,-869.003774083,43.2,70.2,29.0,47.0,-869.042240,-869.001571,-868.951601,-871.804248,-871.776281,-871.719730,46.3,71.9,103.2,33.0,50.5,86.0,0.5762,0.3233,0.7416,0.744574,0.254461,0.391855,-56.524,-58.32899999999999,0.9024999999999963,-57.4265,-0.044,-0.048,0.073
393.3674,-869.045560478,-869.004688785,44.0,69.6,29.5,46.7,-869.040653,-869.001707,-868.950903,-871.804044,-871.777445,-871.719262,47.3,71.8,103.7,33.1,49.8,86.3,0.5712,0.3214,0.7476,0.737546,0.239195,0.377049,-56.724000000000004,-59.45399999999999,1.3649999999999949,-58.089,-0.050,-0.052,0.059
394.5890,-869.044073445,-869.005116031,44.9,69.4,30.1,46.5,-869.039048,-869.001736,-868.950007,-871.804445,-871.778467,-871.719281,48.3,71.8,104.2,32.9,49.2,86.3,0.5593,0.3273,0.7516,0.739988,0.232690,0.363622,-56.937,-60.541,1.8019999999999996,-58.739,-0.054,-0.055,0.046
395.8107,-869.042551052,-869.005128393,45.9,69.4,30.7,46.5,-869.037102,-869.001030,-868.948696,-871.804322,-871.778713,-871.718915,49.6,72.2,105.0,32.9,49.0,86.5,0.5488,0.3343,0.7549,0.741051,0.229277,0.351798,-57.164,-61.56999999999999,2.202999999999996,-59.367,-0.057,-0.056,0.033
397.0323,-869.041395155,-869.005086882,46.6,69.4,31.2,46.5,-869.035615,-869.000514,-868.947651,-871.804218,-871.778568,-871.718491,50.5,72.5,105.7,33.0,49.1,86.8,0.5343,0.3446,0.7558,0.745005,0.230968,0.341067,-57.407,-62.537000000000006,2.565000000000005,-59.972,-0.058,-0.057,0.024
398.2539,-869.040279882,-869.004699756,47.3,69.6,31.7,46.7,-869.035359,-869.000813,-868.947739,-871.804430,-871.778583,-871.718539,50.7,72.3,105.6,32.9,49.1,86.8,0.5242,0.3541,0.7573,0.747118,0.232968,0.331028,-57.667,-63.444,2.8885000000000005,-60.5555,-0.057,-0.056,0.017
399.4756,-869.038770341,-869.003603867,48.2,70.3,32.3,47.1,-869.036460,-869.002082,-868.949074,-871.805110,-871.779002,-871.719190,50.0,71.5,104.8,32.4,48.8,86.4,0.5190,0.3617,0.7600,0.746516,0.234134,0.321283,-57.94499999999999,-64.3,3.177500000000002,-61.122499999999995,-0.055,-0.054,0.016
400.6972,-869.037746951,-869.002637092,48.9,70.9,32.8,47.5,-869.038322,-869.003830,-868.950954,-871.806088,-871.779531,-871.720083,48.8,70.4,103.6,31.8,48.5,85.8,0.5132,0.3691,0.7612,0.746107,0.236794,0.311727,-58.244,-65.121,3.4384999999999977,-61.6825,-0.050,-0.050,0.018
401.9189,-869.037816848,-869.002605179,48.8,70.9,32.7,47.5,-869.039940,-869.004986,-868.952512,-871.806556,-871.779716,-871.720622,47.8,69.7,102.6,31.5,48.4,85.5,0.5144,0.3714,0.7635,0.740018,0.236351,0.302877,-58.56399999999999,-65.915,3.6755000000000067,-62.2395,-0.045,-0.046,0.025
403.1405,-869.039090121,-869.003681369,48.0,70.3,32.2,47.1,-869.041499,-869.005780,-868.953936,-871.807101,-871.780187,-871.721387,46.8,69.2,101.7,31.2,48.1,85.0,0.5221,0.3681,0.7659,0.727473,0.233135,0.295312,-58.908,-66.686,3.889000000000003,-62.797000000000004,-0.038,-0.041,0.035
404.3621,-869.041069556,-869.005280945,46.8,69.3,31.4,46.4,-869.042843,-869.005997,-868.955231,-871.807526,-871.780995,-871.722451,46.0,69.1,100.9,30.9,47.6,84.3,0.5425,0.3568,0.7712,0.703347,0.224034,0.289404,-59.278999999999996,-67.434,4.077500000000001,-63.3565,-0.030,-0.035,0.048
405.5838,-869.04262303,-869.006476172,45.8,68.5,30.7,45.9,-869.044012,-869.005871,-868.956245,-871.807993,-871.781939,-871.723645,45.2,69.2,100.3,30.6,47.0,83.6,0.5637,0.3440,0.7759,0.673518,0.214792,0.284047,-59.679,-68.177,4.249000000000002,-63.928000000000004,-0.022,-0.029,0.061
406.8054,-869.043957475,-869.007475891,45.0,67.9,30.1,45.5,-869.044218,-869.004769,-868.956205,-871.807478,-871.781902,-871.723853,45.1,69.8,100.3,31.0,47.0,83.4,0.5841,0.3327,0.7804,0.640897,0.205972,0.277842,-60.11,-68.932,4.411000000000001,-64.521,-0.014,-0.022,0.073
408.0270,-869.044806039,-869.00817663,44.5,67.4,29.8,45.2,-869.044038,-869.003558,-868.955707,-871.806404,-871.781222,-871.723308,45.2,70.6,100.6,31.6,47.4,83.8,0.5998,0.3253,0.7850,0.610398,0.198157,0.269504,-60.57299999999999,-69.724,4.575500000000005,-65.1485,-0.006,-0.014,0.082
409.2487,-869.045443114,-869.00858039,44.1,67.2,29.5,45.0,-869.044214,-869.003178,-868.955560,-871.805421,-871.780630,-871.722551,45.1,70.8,100.7,32.3,47.8,84.3,0.6094,0.3211,0.7907,0.583708,0.190310,0.258118,-61.066,-70.58,4.756999999999998,-65.82300000000001,0.000,-0.007,0.088
410.4703,-869.045156436,-869.007975147,44.2,67.6,29.6,45.3,-869.044802,-869.003784,-868.955896,-871.804644,-871.780375,-871.721694,44.7,70.5,100.5,32.7,48.0,84.8,0.6141,0.3194,0.7981,0.560376,0.181320,0.243615,-61.587,-71.529,4.9709999999999965,-66.55799999999999,0.006,0.001,0.089
411.6920,-869.044632965,-869.007115699,44.6,68.1,29.9,45.6,-869.045263,-869.004831,-868.956252,-871.803803,-871.780292,-871.720552,44.4,69.8,100.3,33.3,48.0,85.5,0.6165,0.3192,0.8075,0.538812,0.170371,0.226595,-62.132999999999996,-72.598,5.232500000000002,-67.3655,0.010,0.008,0.086
412.9136,-869.044657303,-869.006919596,44.5,68.2,29.9,45.7,-869.044547,-869.005192,-868.955641,-871.802127,-871.779788,-871.718495,44.9,69.6,100.7,34.3,48.3,86.8,0.6178,0.3175,0.8184,0.515290,0.156823,0.207887,-62.703,-73.807,5.552,-68.255,0.012,0.015,0.080
414.1352,-869.045274264,-869.007566099,44.2,67.8,29.6,45.4,-869.043281,-869.005402,-868.954747,-871.800549,-871.779818,-871.716606,45.7,69.5,101.2,35.3,48.3,88.0,0.6204,0.3136,0.8304,0.488443,0.140674,0.188261,-63.29600000000001,-75.175,5.939499999999995,-69.2355,0.014,0.021,0.071
415.3569,-869.045903287,-869.008545699,43.8,67.2,29.3,45.0,-869.041506,-869.005373,-868.953626,-871.799054,-871.780426,-871.715014,46.8,69.5,101.9,36.2,47.9,89.0,0.6275,0.3053,0.8432,0.456544,0.122210,0.168488,-63.911,-76.71,6.399499999999996,-70.31049999999999,0.014,0.027,0.062
416.5785,-869.045438481,-869.008795139,44.1,67.1,29.5,44.9,-869.039387,-869.005304,-868.952497,-871.797666,-871.781625,-871.713811,48.1,69.5,102.7,37.1,47.2,89.7,0.6381,0.2926,0.8561,0.421620,0.102746,0.149387,-64.548,-78.411,6.9315,-71.4795,0.014,0.031,0.053
417.8001,-869.044443885,-869.008882276,44.7,67.0,29.9,44.9,-869.036765,-869.004948,-868.951104,-871.795830,-871.782684,-871.712403,49.8,69.7,103.5,38.3,46.5,90.6,0.6504,0.2769,0.8674,0.385281,0.084367,0.131671,-65.203,-80.269,7.533000000000001,-72.736,0.013,0.033,0.045
419.0218,-869.042903883,-869.008778963,45.6,67.1,30.6,44.9,-869.034885,-869.005422,-868.950635,-871.794229,-871.784310,-871.711568,51.0,69.4,103.8,39.3,45.5,91.1,0.6664,0.2564,0.8775,0.345970,0.066942,0.114992,-65.873,-82.259,8.192999999999998,-74.066,0.012,0.034,0.040
420.2434,-869.041001879,-869.008662963,46.8,67.1,31.4,45.0,-869.033808,-869.006731,-868.951105,-871.792640,-871.786274,-871.711123,51.6,68.6,103.5,40.3,44.3,91.4,0.6863,0.2313,0.8859,0.304508,0.051150,0.099702,-66.556,-84.353,8.898499999999999,-75.4545,0.011,0.034,0.038
421.4651,-869.038617965,-869.00823653,48.3,67.4,32.4,45.2,-869.033140,-869.008323,-868.952060,-871.790515,-871.788074,-871.710652,52.0,67.6,102.9,41.6,43.1,91.7,0.7124,0.1996,0.8929,0.260378,0.037114,0.085727,-67.25,-86.516,9.633000000000003,-76.88300000000001,0.010,0.032,0.040
422.6867,-869.036949498,-869.008662431,49.4,67.1,33.1,45.0,-869.032835,-869.009902,-868.953405,-871.789863,-871.787832,-871.710334,52.2,66.6,102.1,42.0,43.3,91.9,0.7479,0.1586,0.8991,0.211844,0.024716,0.072730,-67.957,-88.729,10.386000000000003,-78.34299999999999,0.009,0.029,0.046
423.9083,-869.036054297,-869.009944437,49.9,66.3,33.5,44.4,-869.032367,-869.010699,-868.954518,-871.791272,-871.784312,-871.709918,52.5,66.1,101.4,41.1,45.5,92.2,0.7923,0.1094,0.9046,0.159379,0.014490,0.060109,-68.679,-90.974,11.1475,-79.82650000000001,0.009,0.025,0.056
425.1300,-869.03544956,-869.011604675,50.3,65.3,33.7,43.7,-869.031864,-869.010514,-868.955393,-871.792319,-871.780591,-871.709736,52.8,66.2,100.8,40.5,47.8,92.3,0.8401,0.0580,0.9094,0.106264,0.007108,0.047283,-69.423,-93.239,11.908000000000001,-81.331,0.008,0.020,0.070
426.3516,-869.034920732,-869.01353197,50.7,64.1,33.9,42.9,-869.030870,-869.008807,-868.955451,-871.792294,-871.777029,-871.709324,53.5,67.3,100.8,40.5,50.1,92.6,0.8799,0.0154,0.9135,0.060050,0.002831,0.034285,-70.196,-95.505,12.654499999999999,-82.8505,0.008,0.014,0.086
427.5733,-869.033752887,-869.015136502,51.4,63.1,34.4,42.3,-869.028983,-869.005447,-868.954264,-871.790689,-871.773708,-871.708102,54.7,69.4,101.5,41.5,52.2,93.3,0.9058,-0.0126,0.9169,0.026819,0.000926,0.021969,-71.005,-97.746,13.3705,-84.37549999999999,0.008,0.008,0.103
428.7949,-869.031848207,-869.01643871,52.6,62.3,35.2,41.7,-869.026718,-869.001409,-868.952406,-871.788132,-871.770951,-871.706379,56.1,72.0,102.7,43.1,53.9,94.4,0.9184,-0.0273,0.9194,0.007573,0.000309,0.011527,-71.859,-99.932,14.036500000000004,-85.8955,0.008,0.002,0.119
430.0165,-869.028740103,-869.016905074,54.5,62.0,36.5,41.5,-869.024895,-868.997971,-868.950774,-871.785579,-871.769069,-871.704794,57.2,74.1,103.7,44.7,55.1,95.4,0.9223,-0.0331,0.9207,0.000255,0.000199,0.004051,-72.764,-102.015,14.625500000000002,-87.3895,0.008,-0.004,0.132
431.2382,-869.024278068,-869.016161182,57.3,62.4,38.4,41.8,-869.023741,-868.995441,-868.949647,-871.783207,-871.767858,-871.703461,57.9,75.7,104.4,46.2,55.8,96.2,0.9200,-0.0330,0.9204,0.002182,0.000199,0.000438,-73.703,-103.8,15.048499999999997,-88.7515,0.008,-0.009,0.142
432.4598,-869.019360869,-869.014811006,60.4,63.3,40.5,42.4,-869.023580,-868.995398,-868.949508,-871.782356,-871.767733,-871.702976,58.0,75.7,104.5,46.7,55.9,96.5,0.9138,-0.0272,0.9195,0.012784,0.000193,0.000668,-74.747,-105.579,15.415999999999997,-90.163,0.008,-0.011,0.144
433.6814,-869.015242257,-869.013693937,63.0,64.0,42.2,42.9,-869.023744,-868.996914,-868.949717,-871.782619,-871.768085,-871.702877,57.9,74.8,104.4,46.6,55.7,96.6,0.9054,-0.0188,0.9179,0.026192,0.000229,0.003209,-75.724,-106.421,15.348500000000001,-91.0725,0.007,-0.012,0.136
