"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy","Scaled S2 CASPT2 Energy",,"S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
197.4505,-869.1326691,-869.072901693,26.4,63.9,18.7,45.2,-869.129459,-869.071301,-869.026768,-871.893791,-871.840916,-871.804332,28.2,64.7,92.6,15.8,49,71.9,33.2,0.3515,0.3884,0.552,1.392124,0.539077,0.297778,-25.585,-14.25,-5.6675,-19.9175,-0.059,-0.064,-0.004
198.64,-869.130917591,-869.072789458,27.5,64,19.4,45.2,-869.127985,-869.071387,-869.025758,-871.893293,-871.841486,-871.803989,29.1,64.6,93.3,16.1,48.6,72.1,32.5,0.3497,0.3912,0.5535,1.3765,0.549625,0.319284,-25.491,-14.307,-5.59200000000001,-19.899,-0.064,-0.069,-0.009
199.8294,-869.129531146,-869.072806919,28.4,64,20.1,45.2,-869.126618,-869.070986,-869.025095,-871.892799,-871.841723,-871.80392,30,64.9,93.7,16.4,48.4,72.2,32,0.3534,0.3894,0.555,1.35981,0.56112,0.33823,-25.376,-14.44,-5.468,-19.908,-0.068,-0.073,-0.008
201.0189,-869.12809312,-869.072462625,29.3,64.2,20.7,45.4,-869.12551,-869.070211,-869.02489,-871.892248,-871.841526,-871.804026,30.7,65.4,93.8,16.7,48.6,72.1,31.9,0.3626,0.3833,0.5564,1.342359,0.573618,0.353044,-25.238,-14.648,-5.295,-19.943,-0.069,-0.076,-0.002
202.2083,-869.126786456,-869.071859428,30.1,64.6,21.3,45.6,-869.124923,-869.069305,-869.025285,-871.89172,-871.840938,-871.804328,31.1,66,93.6,17.1,48.9,71.9,31.8,0.3751,0.3753,0.5575,1.32563,0.587631,0.361249,-25.081,-14.927,-5.077,-20.004,-0.068,-0.077,0.008
203.3978,-869.125912549,-869.071191036,30.6,65,21.7,45.9,-869.125093,-869.068565,-869.026427,-871.89143,-871.840196,-871.804966,30.9,66.4,92.9,17.3,49.4,71.5,32.1,0.3884,0.3667,0.5572,1.310233,0.60295,0.361194,-24.908,-15.27,-4.81899999999999,-20.089,-0.065,-0.077,0.021
204.5873,-869.125762834,-869.070707697,30.7,65.3,21.7,46.1,-869.12596,-869.068024,-869.028157,-871.891455,-871.839416,-871.805923,30.4,66.8,91.8,17.2,49.9,70.9,32.7,0.401,0.3593,0.5566,1.298344,0.618696,0.352306,-24.727,-15.67,-4.52850000000001,-20.1985,-0.06,-0.075,0.035
205.7767,-869.126331596,-869.070390784,30.4,65.5,21.5,46.3,-869.127168,-869.067465,-869.030072,-871.891681,-871.838589,-871.807018,29.6,67.1,90.6,17.1,50.4,70.2,33.3,0.4127,0.3538,0.5552,1.289573,0.633037,0.336529,-24.547,-16.115,-4.21599999999999,-20.331,-0.055,-0.072,0.049
206.9662,-869.127287565,-869.070011518,29.8,65.7,21,46.5,-869.128817,-869.06715,-869.032194,-871.892467,-871.838187,-871.808525,28.6,67.3,89.2,16.6,50.7,69.3,34.1,0.4224,0.3502,0.5533,1.285428,0.644072,0.316769,-24.374,-16.591,-3.89149999999999,-20.4825,-0.049,-0.068,0.061
208.1556,-869.128744684,-869.069827418,28.9,65.8,20.4,46.5,-869.130764,-869.067139,-869.034322,-871.893846,-871.838362,-871.810395,27.4,67.3,87.9,15.7,50.6,68.1,34.9,0.4296,0.3483,0.5516,1.287558,0.649865,0.29618,-24.218,-17.076,-3.571,-20.647,-0.043,-0.063,0.07
209.3451,-869.130570616,-869.069893002,27.7,65.8,19.6,46.5,-869.133022,-869.067636,-869.036438,-871.895868,-871.839278,-871.812598,26,67,86.6,14.5,50,66.7,35.5,0.4337,0.3477,0.5505,1.297924,0.648475,0.27681,-24.08,-17.55,-3.265,-20.815,-0.039,-0.058,0.075
210.5346,-869.132775509,-869.070425483,26.3,65.5,18.6,46.3,-869.135164,-869.068406,-869.038117,-871.898002,-871.840509,-871.814541,24.6,66.5,85.5,13.1,49.2,65.5,36.1,0.434,0.3479,0.5505,1.31851,0.638306,0.259818,-23.963,-17.995,-2.98399999999999,-20.979,-0.035,-0.054,0.075
211.724,-869.134928254,-869.071201754,25,65,17.7,45.9,-869.136911,-869.069314,-869.039077,-871.899824,-871.841657,-871.815747,23.5,65.9,84.9,12,48.5,64.7,36.5,0.429,0.3488,0.5513,1.351597,0.618922,0.244742,-23.866,-18.394,-2.736,-21.13,-0.033,-0.05,0.07
212.9135,-869.136765193,-869.072056598,23.8,64.4,16.8,45.5,-869.138085,-869.070227,-869.039221,-871.900989,-871.842455,-871.815974,22.8,65.4,84.8,11.3,48,64.6,36.7,0.4198,0.3509,0.5522,1.390518,0.593651,0.233563,-23.786,-18.737,-2.5245,-21.2615,-0.032,-0.047,0.061
214.103,-869.138102436,-869.072869964,23,63.9,16.3,45.2,-869.138487,-869.070882,-869.038396,-871.901247,-871.842624,-871.815073,22.5,65,85.4,11.1,47.9,65.2,36.8,0.4073,0.3549,0.5528,1.42892,0.567295,0.226594,-23.719,-19.02,-2.34949999999999,-21.3695,-0.032,-0.045,0.048
215.2924,-869.138732212,-869.073368127,22.6,63.6,16,45,-869.137968,-869.070965,-869.036549,-871.900495,-871.842005,-871.813097,22.9,64.9,86.5,11.6,48.3,66.4,36.7,0.3937,0.3607,0.5526,1.459287,0.544407,0.224192,-23.661,-19.242,-2.20950000000001,-21.4515,-0.034,-0.043,0.035
216.4819,-869.138479813,-869.073251146,22.8,63.7,16.1,45,-869.136801,-869.070612,-869.034056,-871.899176,-871.840964,-871.810612,23.6,65.1,88.1,12.4,48.9,68,36.5,0.3806,0.3678,0.552,1.480916,0.525689,0.225052,-23.609,-19.404,-2.10250000000001,-21.5065,-0.036,-0.043,0.021
217.6713,-869.137578686,-869.072664335,23.3,64.1,16.5,45.3,-869.135259,-869.06991,-869.031427,-871.897697,-871.839906,-871.808186,24.6,65.6,89.7,13.3,49.6,69.5,36.3,0.3721,0.3739,0.5522,1.48677,0.513243,0.230452,-23.563,-19.502,-2.03049999999999,-21.5325,-0.038,-0.043,0.01
218.8608,-869.136255231,-869.071792252,24.2,64.6,17.1,45.7,-869.133678,-869.06909,-869.029125,-871.896484,-871.839175,-871.806303,25.6,66.1,91.2,14.1,50,70.7,35.9,0.369,0.3781,0.5539,1.48111,0.504708,0.237646,-23.52,-19.539,-1.99050000000001,-21.5295,-0.04,-0.044,0.002
220.0503,-869.134824999,-869.070886899,25.1,65.2,17.7,46.1,-869.132285,-869.068323,-869.027399,-871.895663,-871.838803,-871.805123,26.4,66.6,92.3,14.6,50.3,71.4,35.7,0.3697,0.3794,0.5561,1.470275,0.498105,0.243542,-23.482,-19.52,-1.98099999999999,-21.501,-0.042,-0.045,-0.002
221.2397,-869.133479027,-869.070107013,25.9,65.7,18.3,46.4,-869.131179,-869.067642,-869.026395,-871.895149,-871.838669,-871.804578,27.1,67,92.9,14.9,50.4,71.8,35.5,0.3746,0.3768,0.5584,1.455225,0.493415,0.247305,-23.447,-19.454,-1.9965,-21.4505,-0.042,-0.047,-0.002
222.4292,-869.132328444,-869.069497138,26.6,66,18.8,46.7,-869.130729,-869.067395,-869.026431,-871.895096,-871.838887,-871.80481,27.4,67.2,92.9,15,50.2,71.6,35.2,0.3813,0.3713,0.5599,1.438661,0.490926,0.248308,-23.417,-19.35,-2.0335,-21.3835,-0.042,-0.048,0.003
223.6186,-869.131755089,-869.069387703,27,66.1,19.1,46.7,-869.130846,-869.067509,-869.02733,-871.895284,-871.839214,-871.805558,27.3,67.1,92.3,14.8,50,71.1,35.2,0.3892,0.3637,0.5604,1.422565,0.491054,0.246513,-23.392,-19.221,-2.0855,-21.3065,-0.042,-0.05,0.01
224.8081,-869.131692191,-869.069673525,27,65.9,19.1,46.6,-869.131152,-869.067667,-869.02865,-871.89535,-871.83932,-871.806395,27.1,67,91.5,14.8,50,70.6,35.2,0.3971,0.3557,0.5598,1.406367,0.49426,0.243571,-23.372,-19.079,-2.1465,-21.2255,-0.041,-0.052,0.02
225.9976,-869.131801652,-869.070014646,26.9,65.7,19,46.5,-869.131275,-869.067579,-869.029875,-871.895056,-871.838974,-871.807,27.1,67,90.7,15,50.2,70.2,35.2,0.4038,0.3482,0.5582,1.392778,0.500345,0.239711,-23.361,-18.933,-2.214,-21.147,-0.04,-0.054,0.03
227.187,-869.131725214,-869.070078768,27,65.7,19.1,46.4,-869.131174,-869.067244,-869.030918,-871.894572,-871.838434,-871.807453,27.1,67.2,90,15.3,50.5,69.9,35.2,0.4106,0.3418,0.5566,1.377957,0.509247,0.237674,-23.36,-18.789,-2.28550000000001,-21.0745,-0.039,-0.055,0.04
228.3765,-869.131449342,-869.069886756,27.2,65.8,19.2,46.5,-869.13119,-869.067072,-869.03196,-871.894415,-871.838216,-871.808174,27.1,67.4,89.4,15.4,50.6,69.5,35.2,0.4156,0.3378,0.5549,1.365659,0.519813,0.236924,-23.373,-18.652,-2.3605,-21.0125,-0.038,-0.056,0.049
229.5659,-869.131313708,-869.069809247,27.3,65.8,19.3,46.5,-869.131421,-869.067203,-869.033056,-871.894766,-871.838569,-871.809258,27,67.3,88.7,15.2,50.4,68.8,35.2,0.4198,0.3359,0.5536,1.354357,0.531114,0.239054,-23.401,-18.524,-2.4385,-20.9625,-0.038,-0.058,0.056
230.7554,-869.131444083,-869.070003431,27.2,65.7,19.2,46.5,-869.131563,-869.067389,-869.033799,-871.895249,-871.839095,-871.810243,26.9,67.2,88.2,14.9,50.1,68.2,35.2,0.4207,0.3365,0.5531,1.349187,0.541176,0.242194,-23.45,-18.414,-2.518,-20.932,-0.039,-0.058,0.059
231.9449,-869.131538237,-869.070195396,27.1,65.6,19.2,46.4,-869.131783,-869.067836,-869.034345,-871.895892,-871.839852,-871.811107,26.7,66.9,87.9,14.5,49.6,67.7,35.1,0.4187,0.3384,0.553,1.351319,0.548524,0.246026,-23.52,-18.329,-2.5955,-20.9245,-0.04,-0.059,0.059
233.1343,-869.1317821,-869.07060313,27,65.4,19.1,46.2,-869.13208,-869.068548,-869.034661,-871.896543,-871.840665,-871.811671,26.6,66.4,87.7,14,49.1,67.3,35.1,0.4122,0.3422,0.5533,1.362888,0.55184,0.249435,-23.61,-18.295,-2.65750000000001,-20.9525,-0.042,-0.059,0.056
234.3238,-869.132171017,-869.071226022,26.7,65,18.9,45.9,-869.132474,-869.069483,-869.034792,-871.897104,-871.841418,-871.811877,26.3,65.8,87.6,13.7,48.6,67.2,34.9,0.4031,0.3473,0.5536,1.381341,0.551951,0.252635,-23.717,-18.324,-2.6965,-21.0205,-0.045,-0.059,0.05
235.5132,-869.132732686,-869.072021308,26.4,64.5,18.6,45.6,-869.13253,-869.070106,-869.034323,-871.897106,-871.841595,-871.811328,26.3,65.5,87.9,13.7,48.5,67.5,34.8,0.3915,0.3534,0.5542,1.403447,0.550224,0.255891,-23.837,-18.429,-2.70399999999999,-21.133,-0.047,-0.058,0.043
236.7027,-869.133001797,-869.072464562,26.2,64.2,18.5,45.4,-869.131823,-869.069884,-869.03292,-871.896198,-871.84083,-871.809777,26.7,65.6,88.8,14.3,49,68.5,34.7,0.3808,0.3598,0.5545,1.423286,0.548591,0.260682,-23.96,-18.613,-2.6735,-21.2865,-0.049,-0.057,0.035
237.8922,-869.132515627,-869.072060079,26.5,64.4,18.7,45.5,-869.130537,-869.068939,-869.030824,-871.894682,-871.839391,-871.807621,27.5,66.2,90.1,15.2,49.9,69.8,34.7,0.372,0.3668,0.5556,1.439435,0.547645,0.266456,-24.081,-18.877,-2.60199999999999,-21.479,-0.05,-0.056,0.029
239.0816,-869.131391379,-869.0709509,27.2,65.1,19.2,46,-869.129199,-869.067769,-869.028792,-871.893243,-871.838023,-871.805625,28.4,66.9,91.4,16.1,50.8,71.1,34.7,0.3692,0.3717,0.5582,1.443968,0.548615,0.276596,-24.19,-19.215,-2.4875,-21.7025,-0.051,-0.055,0.025
240.2711,-869.13017068,-869.0696979,28,65.9,19.8,46.6,-869.127964,-869.06652,-869.027004,-871.892024,-871.83683,-871.803979,29.1,67.7,92.5,16.9,51.5,72.1,34.6,0.3722,0.3744,0.5621,1.440393,0.550398,0.287819,-24.284,-19.621,-2.33149999999999,-21.9525,-0.051,-0.054,0.024
241.4606,-869.12896712,-869.068447961,28.7,66.7,20.3,47.1,-869.127143,-869.065498,-869.025766,-871.891229,-871.835999,-871.802908,29.7,68.3,93.3,17.4,52,72.8,34.6,0.3787,0.3752,0.5665,1.431465,0.552411,0.29766,-24.359,-20.086,-2.1365,-22.2225,-0.049,-0.053,0.026
242.65,-869.128081272,-869.067495587,29.3,67.3,20.7,47.6,-869.127064,-869.065056,-869.025424,-871.891076,-871.835744,-871.802639,29.7,68.6,93.5,17.5,52.2,73,34.7,0.3876,0.374,0.5702,1.419229,0.554391,0.303999,-24.416,-20.598,-1.90899999999999,-22.507,-0.047,-0.052,0.03
243.8395,-869.127869772,-869.0671716,29.4,67.5,20.8,47.7,-869.12797,-869.065474,-869.026234,-871.891733,-871.836252,-871.803332,29.1,68.4,93,17.1,51.9,72.5,34.8,0.398,0.3709,0.5731,1.404407,0.556179,0.306937,-24.456,-21.144,-1.65599999999999,-22.8,-0.045,-0.051,0.037
245.0289,-869.128613229,-869.067743278,28.9,67.1,20.5,47.5,-869.129778,-869.066737,-869.028102,-871.893124,-871.837459,-871.804912,28,67.6,91.8,16.2,51.1,71.5,34.9,0.4073,0.3666,0.5743,1.389416,0.557788,0.305348,-24.481,-21.708,-1.3865,-23.0945,-0.042,-0.051,0.044
246.2184,-869.130247216,-869.06916596,27.9,66.3,19.7,46.8,-869.131872,-869.0683,-869.030406,-871.894739,-871.838878,-871.806847,26.7,66.6,90.4,15.2,50.2,70.3,35,0.4148,0.3614,0.5736,1.375481,0.559155,0.299755,-24.494,-22.274,-1.11,-23.384,-0.039,-0.051,0.05
247.4079,-869.132177209,-869.070873104,26.7,65.2,18.9,46.1,-869.133598,-869.069571,-869.032479,-871.896084,-871.84005,-871.808623,25.6,65.8,89.1,14.3,49.5,69.2,35.2,0.4204,0.3556,0.5713,1.362809,0.56029,0.291705,-24.497,-22.829,-0.834000000000003,-23.663,-0.037,-0.051,0.056
248.5973,-869.133757401,-869.072266262,25.7,64.3,18.2,45.5,-869.134531,-869.070169,-869.033872,-871.896875,-871.840719,-871.809921,25,65.4,88.2,13.8,49.1,68.4,35.3,0.424,0.3504,0.5683,1.351146,0.561544,0.282858,-24.492,-23.356,-0.567999999999998,-23.924,-0.035,-0.051,0.059
249.7868,-869.134578319,-869.072951585,25.2,63.9,17.8,45.1,-869.134732,-869.070207,-869.03458,-871.89725,-871.841045,-871.810801,24.9,65.4,87.7,13.6,48.9,67.8,35.3,0.4255,0.3468,0.5644,1.341741,0.562159,0.274307,-24.485,-23.839,-0.323000000000007,-24.162,-0.034,-0.052,0.059
250.9762,-869.134708393,-869.073038362,25.1,63.8,17.8,45.1,-869.134155,-869.069673,-869.034484,-871.897127,-871.840958,-871.81111,25.3,65.7,87.8,13.7,48.9,67.7,35.2,0.4247,0.3444,0.5609,1.336155,0.561122,0.266915,-24.481,-24.27,-0.105499999999992,-24.3755,-0.034,-0.052,0.057
252.1657,-869.134108309,-869.072507622,25.5,64.2,18,45.3,-869.133044,-869.068833,-869.033777,-871.896628,-871.840584,-871.810905,26,66.3,88.2,14,49.2,67.8,35.2,0.4206,0.3437,0.5571,1.336311,0.557475,0.259816,-24.487,-24.638,0.075500000000005,-24.5625,-0.035,-0.053,0.051
253.3552,-869.133039723,-869.071616266,26.2,64.7,18.5,45.7,-869.131748,-869.068009,-869.032738,-871.895943,-871.840094,-871.810315,26.8,66.8,88.9,14.4,49.5,68.2,35.1,0.4128,0.3452,0.5538,1.343791,0.550167,0.252618,-24.509,-24.932,0.211500000000001,-24.7205,-0.037,-0.054,0.043
254.5446,-869.131857735,-869.070682482,26.9,65.3,19,46.2,-869.130459,-869.067342,-869.031505,-871.895155,-871.839542,-871.809412,27.6,67.2,89.7,14.9,49.8,68.7,34.9,0.4008,0.3485,0.5503,1.359051,0.539124,0.2444,-24.551,-25.143,0.296000000000006,-24.847,-0.04,-0.054,0.032
