Time Scaled,S0 CASSCF 2R,S1 CASSCF 2R,S0 CASSCF 2R Scaled,S1 CASSCF 2R Scaled,S0 CASSCF 2R Scaled CASPT2,S1 CASSCF 2R Scaled CASPT2,S0 CASSCF Energy,S1 CASSCF Energy,S2 CASSCF Energy,S0 CASPT2 Energy,S1 CASPT2 Energy,S2 CASPT2 Energy,Scaled S0 CASSCF Energy,Scaled S1 CASSCF Energy,Scaled S2 CASSCF Energy,Scaled S0 CASPT2 Energy,Scaled S1 CASPT2 Energy,Scaled S2 CASPT2 Energy,S0 Mulliken Charge,S1 Mulliken Charge,S2 Mulliken Charge,Oscillator Strength S0S1,Oscillator Strength S0S2,Oscillator Strength S1S2,Reactive TORS,Reactive HOOP,HOOP in phase,TAU overlap,full-BLA,beta-BLA,rpsb-BLA
39.8701,-869.144183613,-869.071971155,22.8,68.1,15.6,46.7,-869.142107,-869.070064,-869.038401,-871.902740,-871.841293,-871.814835,24.3,69.5,89.3,12.6,51.1,67.7,0.4755,0.3893,0.6128,1.345455,0.518971,0.207793,-23.887,-19.026999999999987,-2.430000000000007,-21.456999999999994,-0.020,-0.019,0.031
41.0783,-869.142455844,-869.07252291,23.9,67.8,16.4,46.4,-869.140495,-869.070504,-869.037934,-871.901386,-871.841707,-871.814129,25.3,69.2,89.6,13.4,50.9,68.2,0.4819,0.3840,0.6091,1.276826,0.548888,0.237333,-24.187999999999988,-19.141999999999996,-2.522999999999996,-21.664999999999992,-0.024,-0.028,0.046
42.2865,-869.140680418,-869.07307849,25.0,67.4,17.1,46.2,-869.138800,-869.070925,-869.037216,-871.899860,-871.841986,-871.813121,26.3,68.9,90.1,14.4,50.7,68.8,0.4853,0.3795,0.6051,1.220094,0.568399,0.267830,-24.479000000000013,-19.36699999999999,-2.5560000000000116,-21.923000000000002,-0.029,-0.037,0.057
43.4947,-869.138837054,-869.073576963,26.2,67.1,17.9,46.0,-869.136768,-869.071037,-869.036142,-871.897974,-871.842055,-871.811719,27.6,68.9,90.8,15.5,50.6,69.7,0.4892,0.3739,0.6012,1.165607,0.580319,0.303055,-24.762,-19.716000000000008,-2.522999999999996,-22.239000000000004,-0.035,-0.045,0.064
44.7029,-869.136700026,-869.073801933,27.5,67.0,18.8,45.9,-869.134608,-869.071072,-869.034725,-871.896054,-871.841994,-871.810066,29.0,68.8,91.6,16.7,50.7,70.7,0.4887,0.3699,0.5985,1.128459,0.582675,0.335934,-25.04400000000001,-20.199000000000012,-2.4224999999999994,-22.62150000000001,-0.041,-0.053,0.066
45.9110,-869.13445585,-869.073887681,28.9,66.9,19.8,45.8,-869.132369,-869.070984,-869.033130,-871.894215,-871.841985,-871.808387,30.4,68.9,92.6,17.9,50.7,71.8,0.4872,0.3666,0.5964,1.099170,0.578486,0.369298,-25.326999999999998,-20.819999999999993,-2.2535000000000025,-23.073499999999996,-0.048,-0.060,0.063
47.1192,-869.132173857,-869.073852706,30.4,66.9,20.8,45.9,-869.129874,-869.070584,-869.031141,-871.892306,-871.841774,-871.806492,31.9,69.1,93.9,19.1,50.8,72.9,0.4834,0.3645,0.5958,1.081094,0.569590,0.399914,-25.61699999999999,-21.568000000000012,-2.024499999999989,-23.5925,-0.055,-0.067,0.055
48.3274,-869.129679505,-869.073476453,31.9,67.2,21.9,46.0,-869.127065,-869.069746,-869.028751,-871.890199,-871.841237,-871.804304,33.7,69.7,95.4,20.4,51.1,74.3,0.4791,0.3642,0.5963,1.069761,0.558248,0.428728,-25.914999999999992,-22.425999999999988,-1.7445000000000022,-24.17049999999999,-0.062,-0.073,0.045
49.5356,-869.126935042,-869.072656708,33.6,67.7,23.0,46.4,-869.124343,-869.068861,-869.026317,-871.888300,-871.840570,-871.802202,35.4,70.2,96.9,21.6,51.6,75.6,0.4714,0.3671,0.5973,1.071023,0.547373,0.450513,-26.22200000000001,-23.366000000000014,-1.4279999999999973,-24.79400000000001,-0.068,-0.077,0.033
50.7438,-869.124343542,-869.071694219,35.3,68.3,24.2,46.8,-869.121850,-869.067914,-869.023982,-871.886565,-871.839685,-871.800172,37.0,70.8,98.4,22.7,52.1,76.9,0.4615,0.3732,0.5985,1.080418,0.539211,0.463903,-26.534999999999997,-24.36099999999999,-1.0870000000000033,-25.447999999999993,-0.074,-0.081,0.020
51.9520,-869.1220476,-869.070594123,36.7,69.0,25.1,47.3,-869.120446,-869.067640,-869.022646,-871.885759,-871.839353,-871.799070,37.9,71.0,99.2,23.2,52.3,77.6,0.4517,0.3815,0.5999,1.093017,0.534821,0.469413,-26.849999999999994,-25.38300000000001,-0.7334999999999923,-26.116500000000002,-0.078,-0.083,0.010
53.1602,-869.120866314,-869.070131277,37.4,69.3,25.7,47.5,-869.120091,-869.067816,-869.022325,-871.885706,-871.839362,-871.798815,38.1,70.9,99.4,23.2,52.3,77.8,0.4455,0.3913,0.6031,1.104387,0.533969,0.465492,-27.163999999999987,-26.40700000000001,-0.3784999999999883,-26.7855,-0.079,-0.084,0.004
54.3683,-869.120682046,-869.070132723,37.6,69.3,25.7,47.5,-869.121018,-869.068603,-869.023336,-871.886640,-871.840051,-871.799712,37.5,70.4,98.8,22.7,51.9,77.2,0.4461,0.3998,0.6076,1.109114,0.534893,0.454600,-27.47,-27.417,-0.026499999999998636,-27.4435,-0.079,-0.083,0.003
55.5765,-869.121695664,-869.070834159,36.9,68.8,25.3,47.2,-869.123032,-869.069805,-869.025475,-871.888423,-871.841287,-871.801647,36.2,69.6,97.5,21.5,51.1,76.0,0.4534,0.4061,0.6136,1.107382,0.537307,0.437910,-27.766999999999996,-28.400000000000006,0.3165000000000049,-28.0835,-0.075,-0.080,0.007
56.7847,-869.123689308,-869.072037998,35.7,68.1,24.4,46.6,-869.125810,-869.071061,-869.028377,-871.890741,-871.842713,-871.804346,34.5,68.8,95.6,20.1,50.2,74.3,0.4661,0.4106,0.6191,1.100022,0.542559,0.417854,-28.051999999999992,-29.34299999999999,0.6454999999999984,-28.69749999999999,-0.069,-0.076,0.016
57.9929,-869.126349743,-869.073370842,34.0,67.3,23.3,46.1,-869.128468,-869.071584,-869.031021,-871.892731,-871.843442,-871.806859,32.8,68.5,94.0,18.8,49.8,72.7,0.4807,0.4146,0.6227,1.090980,0.551837,0.395780,-28.326999999999998,-30.22999999999999,0.9514999999999958,-29.278499999999994,-0.062,-0.070,0.028
59.2011,-869.12884673,-869.073986545,32.4,66.9,22.2,45.8,-869.130981,-869.071460,-869.033332,-871.894398,-871.843478,-871.809127,31.2,68.6,92.5,17.8,49.7,71.3,0.4948,0.4183,0.6243,1.083797,0.565120,0.371756,-28.592000000000013,-31.049000000000007,1.2284999999999968,-29.82050000000001,-0.053,-0.062,0.042
60.4093,-869.131200969,-869.073933009,31.0,66.9,21.2,45.8,-869.132984,-869.070463,-869.034874,-871.895377,-871.842509,-871.810643,30.0,69.2,91.6,17.2,50.3,70.3,0.5064,0.4215,0.6235,1.080825,0.580373,0.345414,-28.851,-31.784999999999997,1.4669999999999987,-30.317999999999998,-0.043,-0.054,0.054
61.6175,-869.133084949,-869.072968275,29.8,67.5,20.4,46.2,-869.134933,-869.069472,-869.036190,-871.896335,-871.841369,-871.811869,28.8,69.8,90.7,16.6,51.1,69.6,0.5121,0.4236,0.6221,1.095004,0.589947,0.315682,-29.105999999999995,-32.429,1.6615000000000038,-30.7675,-0.033,-0.045,0.063
62.8256,-869.134994063,-869.071959797,28.6,68.1,19.6,46.7,-869.136624,-869.068384,-869.037070,-871.897073,-871.840015,-871.812543,27.7,70.5,90.2,16.1,51.9,69.2,0.5130,0.4233,0.6217,1.124932,0.589059,0.283748,-29.35900000000001,-32.976,1.8084999999999951,-31.167500000000004,-0.024,-0.035,0.067
64.0338,-869.136693061,-869.070844709,27.5,68.8,18.8,47.2,-869.138423,-869.067815,-869.037993,-871.898104,-871.839210,-871.813231,26.6,70.9,89.6,15.5,52.4,68.7,0.5098,0.4211,0.6224,1.167183,0.576353,0.253465,-29.60900000000001,-33.42699999999999,1.9089999999999918,-31.518,-0.017,-0.026,0.067
65.2420,-869.13853801,-869.070257913,26.4,69.2,18.1,47.4,-869.140647,-869.068288,-869.039350,-871.899924,-871.839569,-871.814494,25.2,70.6,88.7,14.3,52.2,67.9,0.5028,0.4182,0.6246,1.220531,0.552546,0.226365,-29.858000000000004,-33.787000000000006,1.964500000000001,-31.822500000000005,-0.011,-0.018,0.062
66.4502,-869.14085001,-869.0706848,24.9,68.9,17.1,47.2,-869.142919,-869.069413,-869.040819,-871.902119,-871.840794,-871.816094,23.8,69.9,87.8,12.9,51.4,66.9,0.4942,0.4159,0.6267,1.267911,0.526733,0.206938,-30.105999999999995,-34.06299999999999,1.9784999999999968,-32.08449999999999,-0.008,-0.010,0.052
67.6584,-869.143233672,-869.071748226,23.4,68.3,16.0,46.8,-869.144722,-869.070757,-869.041937,-871.904173,-871.842397,-871.817579,22.6,69.0,87.1,11.7,50.4,66.0,0.4840,0.4149,0.6278,1.304651,0.504403,0.195677,-30.357,-34.25999999999999,1.9514999999999958,-32.308499999999995,-0.006,-0.005,0.039
68.8666,-869.145175861,-869.072999591,22.2,67.5,15.2,46.2,-869.145227,-869.071557,-869.041929,-871.905172,-871.843470,-871.818066,22.3,68.5,87.1,11.0,49.7,65.7,0.4718,0.4164,0.6277,1.327926,0.489333,0.192398,-30.611999999999995,-34.385999999999996,1.8870000000000005,-32.498999999999995,-0.007,-0.001,0.024
70.0748,-869.145856714,-869.073662437,21.8,67.1,14.9,45.9,-869.144428,-869.071763,-869.040799,-871.904967,-871.843811,-871.817416,22.8,68.4,87.8,11.2,49.5,66.1,0.4578,0.4201,0.6256,1.337283,0.482554,0.196295,-30.876000000000005,-34.45400000000001,1.7890000000000015,-32.665000000000006,-0.010,0.001,0.008
71.2829,-869.145262532,-869.073691126,22.1,67.0,15.2,45.9,-869.142601,-869.071551,-869.038826,-871.903720,-871.843509,-871.815790,24.0,68.5,89.1,11.9,49.7,67.1,0.4428,0.4248,0.6223,1.333212,0.483325,0.206131,-31.150000000000006,-34.477000000000004,1.663499999999999,-32.813500000000005,-0.014,0.001,-0.007
72.4911,-869.14365144,-869.073280937,23.1,67.3,15.9,46.1,-869.139866,-869.070907,-869.036169,-871.901482,-871.842559,-871.813248,25.7,68.9,90.7,13.3,50.3,68.7,0.4292,0.4295,0.6186,1.315113,0.489580,0.221063,-31.437000000000012,-34.474999999999994,1.5189999999999912,-32.956,-0.020,-0.002,-0.019
73.6993,-869.141122939,-869.072455444,24.7,67.8,16.9,46.5,-869.136766,-869.070236,-869.033354,-871.898836,-871.841451,-871.810371,27.6,69.4,92.5,15.0,51.0,70.5,0.4174,0.4331,0.6152,1.288455,0.496986,0.238516,-31.73599999999999,-34.464,1.3640000000000043,-33.099999999999994,-0.027,-0.008,-0.027
74.9075,-869.138198005,-869.07163267,26.6,68.3,18.2,46.8,-869.133428,-869.069498,-869.030562,-871.895918,-871.840312,-871.807308,29.7,69.8,94.3,16.8,51.7,72.4,0.4123,0.4333,0.6142,1.250591,0.502698,0.258314,-32.048,-34.46100000000001,1.2065000000000055,-33.25450000000001,-0.033,-0.015,-0.028
76.1157,-869.134962777,-869.070837436,28.6,68.8,19.6,47.2,-869.130653,-869.069298,-869.028635,-871.893560,-871.839939,-871.804955,31.5,70.0,95.5,18.3,52.0,73.9,0.4163,0.4281,0.6168,1.202975,0.501481,0.278791,-32.373999999999995,-34.47999999999999,1.0529999999999973,-33.42699999999999,-0.039,-0.023,-0.022
77.3239,-869.132169249,-869.070717403,30.4,68.9,20.8,47.2,-869.128952,-869.069950,-869.028070,-871.892216,-871.840777,-871.803815,32.5,69.5,95.8,19.2,51.4,74.6,0.4316,0.4170,0.6229,1.145176,0.491126,0.299802,-32.71199999999999,-34.536,0.9120000000000061,-33.623999999999995,-0.045,-0.033,-0.010
78.5321,-869.130297432,-869.071620468,31.5,68.3,21.6,46.8,-869.127815,-869.070685,-869.028196,-871.891156,-871.842015,-871.803203,33.2,69.1,95.7,19.8,50.7,75.0,0.4569,0.4011,0.6317,1.078548,0.472515,0.321281,-33.06700000000001,-34.638000000000005,0.785499999999999,-33.852500000000006,-0.049,-0.043,0.008
79.7402,-869.128809722,-869.072785075,32.5,67.6,22.2,46.3,-869.126957,-869.071077,-869.028672,-871.889963,-871.843125,-871.802844,33.8,68.8,95.4,20.6,50.0,75.2,0.4887,0.3835,0.6405,1.006811,0.450914,0.344335,-33.441,-34.78999999999999,0.6744999999999948,-34.1155,-0.053,-0.053,0.030
80.9484,-869.127460521,-869.073721825,33.3,67.0,22.8,45.9,-869.126550,-869.071299,-869.029329,-871.888849,-871.843985,-871.802732,34.0,68.7,95.0,21.3,49.4,75.3,0.5194,0.3694,0.6470,0.940762,0.432996,0.367613,-33.839,-34.99799999999999,0.5794999999999959,-34.418499999999995,-0.055,-0.063,0.053
82.1566,-869.12653895,-869.074464369,33.9,66.6,23.2,45.6,-869.126170,-869.071063,-869.029749,-871.887503,-871.844097,-871.802486,34.3,68.8,94.8,22.1,49.4,75.5,0.5453,0.3611,0.6503,0.884817,0.423805,0.390805,-34.268,-35.25800000000001,0.49500000000000455,-34.763000000000005,-0.056,-0.070,0.073
83.3648,-869.125700974,-869.074622057,34.4,66.5,23.6,45.5,-869.126228,-869.070986,-869.030354,-871.886650,-871.844101,-871.802667,34.2,68.9,94.4,22.6,49.3,75.3,0.5637,0.3589,0.6506,0.844393,0.425172,0.412560,-34.73400000000001,-35.56800000000001,0.4170000000000016,-35.15100000000001,-0.056,-0.076,0.089
84.5730,-869.125455016,-869.074778159,34.6,66.4,23.7,45.5,-869.126010,-869.070638,-869.030488,-871.885967,-871.843500,-871.802724,34.4,69.1,94.3,23.1,49.7,75.3,0.5711,0.3632,0.6486,0.829187,0.438286,0.428108,-35.24199999999999,-35.917,0.3375000000000057,-35.579499999999996,-0.056,-0.079,0.097
85.7812,-869.125133159,-869.074416606,34.8,66.6,23.8,45.6,-869.125864,-869.070404,-869.030589,-871.885940,-871.842982,-871.803136,34.5,69.3,94.2,23.1,50.1,75.1,0.5689,0.3721,0.6456,0.835905,0.460335,0.437040,-35.79400000000001,-36.29900000000001,0.2524999999999977,-36.04650000000001,-0.055,-0.079,0.098
86.9893,-869.125048067,-869.074022754,34.8,66.8,23.9,45.8,-869.126148,-869.070587,-869.031067,-871.886958,-871.843039,-871.804323,34.3,69.1,93.9,22.5,50.0,74.3,0.5592,0.3843,0.6425,0.861591,0.487821,0.435940,-36.389999999999986,-36.70599999999999,0.15800000000000125,-36.54799999999999,-0.054,-0.078,0.090
88.1975,-869.125512991,-869.073951861,34.5,66.9,23.7,45.8,-869.127138,-869.071357,-869.032166,-871.889149,-871.843903,-871.806448,33.7,68.7,93.3,21.1,49.5,73.0,0.5434,0.3988,0.6400,0.903101,0.516187,0.423577,-37.025000000000006,-37.133999999999986,0.05449999999999022,-37.079499999999996,-0.052,-0.074,0.075
89.4057,-869.126763988,-869.074400589,33.7,66.6,23.1,45.6,-869.128076,-869.071936,-869.033101,-871.891467,-871.844731,-871.808550,33.1,68.3,92.7,19.6,49.0,71.7,0.5236,0.4149,0.6386,0.955872,0.540771,0.402663,-37.69300000000001,-37.581999999999994,-0.05550000000000921,-37.6375,-0.051,-0.068,0.055
